date-time,par
Sun May 14 10:11:46 2023,173.49
Sun May 14 10:41:46 2023,202.395
Sun May 14 11:11:46 2023,263.343
Sun May 14 11:41:46 2023,341.993
Sun May 14 12:11:46 2023,303.595
Sun May 14 12:41:46 2023,258.681
Sun May 14 13:11:46 2023,234.432
Sun May 14 13:41:46 2023,250.455
Sun May 14 14:11:46 2023,179.316
Sun May 14 14:41:46 2023,223.36
Sun May 14 15:11:46 2023,157.725
Sun May 14 15:41:46 2023,214.503
Sun May 14 16:11:46 2023,161.653
Sun May 14 16:41:46 2023,136.179
Sun May 14 17:11:46 2023,104.438
Sun May 14 17:41:46 2023,74.1272
Sun May 14 18:11:46 2023,82.4364
Sun May 14 18:41:46 2023,75.0331
Sun May 14 19:11:46 2023,43.4046
Sun May 14 19:41:46 2023,17.0057
Sun May 14 20:11:46 2023,1.11344
Sun May 14 20:41:46 2023,0
Sun May 14 21:11:46 2023,0
Sun May 14 21:41:46 2023,0
Sun May 14 22:11:46 2023,0
Sun May 14 22:41:46 2023,0
Sun May 14 23:11:46 2023,0
Sun May 14 23:41:46 2023,0
Mon May 15 00:11:46 2023,0
Mon May 15 00:41:46 2023,0
Mon May 15 01:11:46 2023,0
Mon May 15 01:41:46 2023,0
Mon May 15 02:11:46 2023,0
Mon May 15 02:41:46 2023,0
Mon May 15 03:11:46 2023,0
Mon May 15 03:41:46 2023,0
Mon May 15 04:11:46 2023,0
Mon May 15 04:41:46 2023,0
Mon May 15 05:11:46 2023,0
Mon May 15 05:41:46 2023,0
Mon May 15 06:11:46 2023,0.0925533
Mon May 15 06:41:46 2023,5.79755
Mon May 15 07:11:46 2023,21.2415
Mon May 15 07:41:46 2023,47.5227
Mon May 15 08:11:46 2023,80.8808
Mon May 15 08:41:46 2023,127.115
Mon May 15 09:11:46 2023,161.651
Mon May 15 09:41:46 2023,190.309
Mon May 15 10:11:46 2023,166.327
Mon May 15 10:41:46 2023,174.041
Mon May 15 11:11:46 2023,238.509
Mon May 15 11:41:46 2023,303.742
Mon May 15 12:11:46 2023,244.233
Mon May 15 12:41:46 2023,230.875
Mon May 15 13:11:46 2023,102.324
Mon May 15 13:41:46 2023,207.29
Mon May 15 14:11:46 2023,153.596
Mon May 15 14:41:46 2023,141.537
Mon May 15 15:11:46 2023,246.37
Mon May 15 15:41:46 2023,194.809
Mon May 15 16:11:46 2023,162.572
Mon May 15 16:41:46 2023,172.854
Mon May 15 17:11:46 2023,82.1533
Mon May 15 17:41:46 2023,67.6953
Mon May 15 18:11:46 2023,44.9216
Mon May 15 18:41:46 2023,18.8364
Mon May 15 19:11:46 2023,14.8021
Mon May 15 19:41:46 2023,7.88871
Mon May 15 20:11:46 2023,1.06238
Mon May 15 20:41:46 2023,0.00016
Mon May 15 21:11:46 2023,0.00016
Mon May 15 21:41:46 2023,0.00016
Mon May 15 22:11:46 2023,0.00016
Mon May 15 22:41:46 2023,0.00016
Mon May 15 23:11:46 2023,0.00016
Mon May 15 23:41:46 2023,0.00016
Tue May 16 00:11:46 2023,0.00016
Tue May 16 00:41:46 2023,0.00016
Tue May 16 01:11:46 2023,0.00016
Tue May 16 01:41:46 2023,0.00016
Tue May 16 02:11:46 2023,0.00016
Tue May 16 02:41:46 2023,0.00016
Tue May 16 03:11:46 2023,0.00016
Tue May 16 03:41:46 2023,0.00016
Tue May 16 04:11:46 2023,0.00016
Tue May 16 04:41:46 2023,0.00016
Tue May 16 05:11:46 2023,0.00016
Tue May 16 05:41:46 2023,0.00016
Tue May 16 06:11:46 2023,0.155895
Tue May 16 06:41:46 2023,9.14041
Tue May 16 07:11:46 2023,12.0196
Tue May 16 07:41:46 2023,14.9161
Tue May 16 08:11:46 2023,48.5271
Tue May 16 08:41:46 2023,102.077
Tue May 16 09:11:46 2023,107.851
Tue May 16 09:41:46 2023,160.933
Tue May 16 10:11:46 2023,147.648
Tue May 16 10:41:46 2023,182.811
Tue May 16 11:11:46 2023,237.843
Tue May 16 11:41:46 2023,306.609
Tue May 16 12:11:46 2023,330.343
Tue May 16 12:41:46 2023,182.277
Tue May 16 13:11:46 2023,198.459
Tue May 16 13:41:46 2023,327.898
Tue May 16 14:11:46 2023,210.68
Tue May 16 14:41:46 2023,215.336
Tue May 16 15:11:46 2023,285.216
Tue May 16 15:41:46 2023,220.804
Tue May 16 16:11:46 2023,192.499
Tue May 16 16:41:46 2023,39.7826
Tue May 16 17:11:46 2023,16.0965
Tue May 16 17:41:46 2023,25.5264
Tue May 16 18:11:46 2023,5.4265
Tue May 16 18:41:46 2023,2.45327
Tue May 16 19:11:46 2023,1.84583
Tue May 16 19:41:46 2023,1.36539
Tue May 16 20:11:46 2023,0.137677
Tue May 16 20:41:46 2023,0.000525
Tue May 16 21:11:46 2023,0.000523333
Tue May 16 21:41:46 2023,0.000521667
Tue May 16 22:11:46 2023,0.000526667
Tue May 16 22:41:46 2023,0.000525
Tue May 16 23:11:46 2023,0.000528333
Tue May 16 23:41:46 2023,0.000525
Wed May 17 00:11:46 2023,0.000521667
Wed May 17 00:41:46 2023,0.000523333
Wed May 17 01:11:46 2023,0.000528333
Wed May 17 01:41:46 2023,0.000521667
Wed May 17 02:11:46 2023,0.000525
Wed May 17 02:41:46 2023,0.000523333
Wed May 17 03:11:46 2023,0.000521667
Wed May 17 03:41:46 2023,0.000521667
Wed May 17 04:11:46 2023,0.000521667
Wed May 17 04:41:46 2023,0.000521667
Wed May 17 05:11:46 2023,0.000528333
Wed May 17 05:41:46 2023,0.000526667
Wed May 17 06:11:46 2023,0.284802
Wed May 17 06:41:46 2023,5.08303
Wed May 17 07:11:46 2023,22.5959
Wed May 17 07:41:46 2023,59.6513
Wed May 17 08:11:46 2023,45.4013
Wed May 17 08:41:46 2023,102.484
Wed May 17 09:11:46 2023,176.371
Wed May 17 09:41:46 2023,105.539
Wed May 17 10:11:46 2023,80.3407
Wed May 17 10:41:46 2023,102.041
Wed May 17 11:11:46 2023,112.953
Wed May 17 11:41:46 2023,179.509
Wed May 17 12:11:46 2023,199.885
Wed May 17 12:41:46 2023,211.374
Wed May 17 13:11:46 2023,104.188
Wed May 17 13:41:46 2023,115.237
Wed May 17 14:11:46 2023,200.934
Wed May 17 14:41:46 2023,257.23
Wed May 17 15:11:46 2023,211.752
Wed May 17 15:41:46 2023,132.33
Wed May 17 16:11:46 2023,73.19
Wed May 17 16:41:46 2023,28.6686
Wed May 17 17:11:46 2023,52.3085
Wed May 17 17:41:46 2023,75.661
Wed May 17 18:11:46 2023,62.9696
Wed May 17 18:41:46 2023,43.3218
Wed May 17 19:11:46 2023,24.5743
Wed May 17 19:41:46 2023,8.66514
Wed May 17 20:11:46 2023,0.913855
Wed May 17 20:41:46 2023,0.000453333
Wed May 17 21:11:46 2023,0.00045
Wed May 17 21:41:46 2023,0.000448333
Wed May 17 22:11:46 2023,0.000451667
Wed May 17 22:41:46 2023,0.000448333
Wed May 17 23:11:46 2023,0.000451667
Wed May 17 23:41:46 2023,0.00045
Thu May 18 00:11:46 2023,0.00045
Thu May 18 00:41:46 2023,0.00045
Thu May 18 01:11:46 2023,0.000455
Thu May 18 01:41:46 2023,0.000451667
Thu May 18 02:11:46 2023,0.00045
Thu May 18 02:41:46 2023,0.00045
Thu May 18 03:11:46 2023,0.000451667
Thu May 18 03:41:46 2023,0.00045
Thu May 18 04:11:46 2023,0.00045
Thu May 18 04:41:46 2023,0.000451667
Thu May 18 05:11:46 2023,0.000448333
Thu May 18 05:41:46 2023,0.00045
Thu May 18 06:11:46 2023,0.11629
Thu May 18 06:41:46 2023,3.39611
Thu May 18 07:11:46 2023,8.98835
Thu May 18 07:41:46 2023,23.7204
Thu May 18 08:11:46 2023,33.6035
Thu May 18 08:41:46 2023,18.9666
Thu May 18 09:11:46 2023,13.8375
Thu May 18 09:41:46 2023,25.4345
Thu May 18 10:11:46 2023,36.6967
Thu May 18 10:41:46 2023,39.5507
Thu May 18 11:11:46 2023,60.4963
Thu May 18 11:41:46 2023,76.6991
Thu May 18 12:11:46 2023,155.049
Thu May 18 12:41:46 2023,126.324
Thu May 18 13:11:46 2023,82.0249
Thu May 18 13:41:46 2023,220.169
Thu May 18 14:11:46 2023,137.814
Thu May 18 14:41:46 2023,106.395
Thu May 18 15:11:46 2023,51.5296
Thu May 18 15:41:46 2023,77.7749
Thu May 18 16:11:46 2023,18.6932
Thu May 18 16:41:46 2023,13.1146
Thu May 18 17:11:46 2023,13.8613
Thu May 18 17:41:46 2023,10.6448
Thu May 18 18:11:46 2023,12.7157
Thu May 18 18:41:46 2023,11.492
Thu May 18 19:11:46 2023,5.53384
Thu May 18 19:41:46 2023,4.55398
Thu May 18 20:11:46 2023,1.43215
Thu May 18 20:41:46 2023,0.000383333
Thu May 18 21:11:46 2023,0.000381667
Thu May 18 21:41:46 2023,0.000383333
Thu May 18 22:11:46 2023,0.000376667
Thu May 18 22:41:46 2023,0.00038
Thu May 18 23:11:46 2023,0.000378333
Thu May 18 23:41:46 2023,0.000265
Fri May 19 00:11:46 2023,0
Fri May 19 00:41:46 2023,0
Fri May 19 01:11:46 2023,0
Fri May 19 01:41:46 2023,0
Fri May 19 02:11:46 2023,0
Fri May 19 02:41:46 2023,0
Fri May 19 03:11:46 2023,0
Fri May 19 03:41:46 2023,0
Fri May 19 04:11:46 2023,0
Fri May 19 04:41:46 2023,0
Fri May 19 05:11:46 2023,0
Fri May 19 05:41:46 2023,0
Fri May 19 06:11:46 2023,0.00506833
Fri May 19 06:41:46 2023,2.28863
Fri May 19 07:11:46 2023,7.49221
Fri May 19 07:41:46 2023,21.4
Fri May 19 08:11:46 2023,47.9085
Fri May 19 08:41:46 2023,70.0985
Fri May 19 09:11:46 2023,91.1901
Fri May 19 09:41:46 2023,97.2841
Fri May 19 10:11:46 2023,106.169
Fri May 19 10:41:46 2023,140.746
Fri May 19 11:11:46 2023,153.938
Fri May 19 11:41:46 2023,192.728
Fri May 19 12:11:46 2023,204.759
Fri May 19 12:41:46 2023,227.336
Fri May 19 13:11:46 2023,170.018
Fri May 19 13:41:46 2023,177.128
Fri May 19 14:11:46 2023,150.215
Fri May 19 14:41:46 2023,127.744
Fri May 19 15:11:46 2023,178.765
Fri May 19 15:41:46 2023,164.993
Fri May 19 16:11:46 2023,132.383
Fri May 19 16:41:46 2023,88.5545
Fri May 19 17:11:46 2023,109.955
Fri May 19 17:41:46 2023,91.9962
Fri May 19 18:11:46 2023,71.9561
Fri May 19 18:41:46 2023,54.2023
Fri May 19 19:11:46 2023,63.2092
Fri May 19 19:41:46 2023,28.8036
Fri May 19 20:11:46 2023,2.55957
Fri May 19 20:41:46 2023,0.00001
Fri May 19 21:11:46 2023,0.00001
Fri May 19 21:41:46 2023,0.00001
Fri May 19 22:11:46 2023,0.00001
Fri May 19 22:41:46 2023,0.00001
Fri May 19 23:11:46 2023,0.00001
Fri May 19 23:41:46 2023,0.00001
Sat May 20 00:11:46 2023,0.00001
Sat May 20 00:41:46 2023,0.00001
Sat May 20 01:11:46 2023,0.00001
Sat May 20 01:41:46 2023,0.00001
Sat May 20 02:11:46 2023,0.00001
Sat May 20 02:41:46 2023,0.00001
Sat May 20 03:11:46 2023,0.00001
Sat May 20 03:41:46 2023,0.00001
Sat May 20 04:11:46 2023,0.00001
Sat May 20 04:41:46 2023,0.00001
Sat May 20 05:11:46 2023,0.00001
Sat May 20 05:41:46 2023,0.00001
Sat May 20 06:11:46 2023,0.121483
Sat May 20 06:41:46 2023,2.57382
Sat May 20 07:11:46 2023,8.9278
Sat May 20 07:41:46 2023,10.4463
Sat May 20 08:11:46 2023,37.8834
Sat May 20 08:41:46 2023,56.4558
Sat May 20 09:11:46 2023,27.7075
Sat May 20 09:41:46 2023,69.5565
Sat May 20 10:11:46 2023,105.746
Sat May 20 10:41:46 2023,166.433
Sat May 20 11:11:46 2023,212.868
Sat May 20 11:41:46 2023,135.333
Sat May 20 12:11:46 2023,151.023
Sat May 20 12:41:46 2023,167.995
Sat May 20 13:11:46 2023,196.217
Sat May 20 13:41:46 2023,99.4783
Sat May 20 14:11:46 2023,96.0901
Sat May 20 14:41:46 2023,143.403
Sat May 20 15:11:46 2023,177.829
Sat May 20 15:41:46 2023,196.219
Sat May 20 16:11:46 2023,187.042
Sat May 20 16:41:46 2023,128.065
Sat May 20 17:11:46 2023,93.4482
Sat May 20 17:41:46 2023,71.1123
Sat May 20 18:11:46 2023,63.3075
Sat May 20 18:41:46 2023,58.4329
Sat May 20 19:11:46 2023,34.0396
Sat May 20 19:41:46 2023,6.71306
Sat May 20 20:11:46 2023,2.04248
Sat May 20 20:41:46 2023,-0.00016
Sat May 20 21:11:46 2023,-0.00016
Sat May 20 21:41:46 2023,-0.00016
Sat May 20 22:11:46 2023,-0.00016
Sat May 20 22:41:46 2023,-0.00016
Sat May 20 23:11:46 2023,-0.00016
Sat May 20 23:41:46 2023,-0.00016
Sun May 21 00:11:46 2023,-0.00016
Sun May 21 00:41:46 2023,-0.00016
Sun May 21 01:11:46 2023,-0.00016
Sun May 21 01:41:46 2023,-0.00016
Sun May 21 02:11:46 2023,-0.00016
Sun May 21 02:41:46 2023,-0.00016
Sun May 21 03:11:46 2023,-0.00016
Sun May 21 03:41:46 2023,-0.00016
Sun May 21 04:11:46 2023,-0.00016
Sun May 21 04:41:46 2023,-0.00016
Sun May 21 05:11:46 2023,-0.00016
Sun May 21 05:41:46 2023,-0.00016
Sun May 21 06:11:46 2023,0.506922
Sun May 21 06:41:46 2023,8.28533
Sun May 21 07:11:46 2023,21.8339
Sun May 21 07:41:46 2023,44.3132
Sun May 21 08:11:46 2023,69.662
Sun May 21 08:41:46 2023,116.478
Sun May 21 09:11:46 2023,142.859
Sun May 21 09:41:46 2023,150.906
Sun May 21 10:11:46 2023,162.901
Sun May 21 10:41:46 2023,132.535
Sun May 21 11:11:46 2023,122.132
Sun May 21 11:41:46 2023,165.965
Sun May 21 12:11:46 2023,136.844
Sun May 21 12:41:46 2023,187.675
Sun May 21 13:11:46 2023,184.52
Sun May 21 13:41:46 2023,230.307
Sun May 21 14:11:46 2023,287.181
Sun May 21 14:41:46 2023,182.401
Sun May 21 15:11:46 2023,230.576
Sun May 21 15:41:46 2023,118.986
Sun May 21 16:11:46 2023,168.687
Sun May 21 16:41:46 2023,126.637
Sun May 21 17:11:46 2023,125.793
Sun May 21 17:41:46 2023,91.3911
Sun May 21 18:11:46 2023,73.6434
Sun May 21 18:41:46 2023,53.4105
Sun May 21 19:11:46 2023,38.6778
Sun May 21 19:41:46 2023,15.5698
Sun May 21 20:11:46 2023,1.79137
Sun May 21 20:41:46 2023,-0.00018
Sun May 21 21:11:46 2023,-0.00018
Sun May 21 21:41:46 2023,-0.000178333
Sun May 21 22:11:46 2023,-0.00018
Sun May 21 22:41:46 2023,-0.00018
Sun May 21 23:11:46 2023,-0.00018
Sun May 21 23:41:46 2023,-0.00018
Mon May 22 00:11:46 2023,-0.00018
Mon May 22 00:41:46 2023,-0.00018
Mon May 22 01:11:46 2023,-0.00018
Mon May 22 01:41:46 2023,-0.00018
Mon May 22 02:11:46 2023,-0.00018
Mon May 22 02:41:46 2023,-0.00018
Mon May 22 03:11:46 2023,-0.00018
Mon May 22 03:41:46 2023,-0.00018
Mon May 22 04:11:46 2023,-0.00018
Mon May 22 04:41:46 2023,-0.00018
Mon May 22 05:11:46 2023,-0.000178333
Mon May 22 05:41:46 2023,-0.00018
Mon May 22 06:11:46 2023,0.0822783
Mon May 22 06:41:46 2023,3.96415
Mon May 22 07:11:46 2023,8.09381
Mon May 22 07:41:46 2023,30.9407
Mon May 22 08:11:46 2023,56.8628
Mon May 22 08:41:46 2023,82.4755
Mon May 22 09:11:46 2023,84.7982
Mon May 22 09:41:46 2023,111.479
Mon May 22 10:11:46 2023,77.0918
Mon May 22 10:41:46 2023,65.7176
Mon May 22 11:11:46 2023,107.035
Mon May 22 11:41:46 2023,109.687
Mon May 22 12:11:46 2023,114.88
Mon May 22 12:41:46 2023,143.651
Mon May 22 13:11:46 2023,95.0709
Mon May 22 13:41:46 2023,81.0867
Mon May 22 14:11:46 2023,69.7324
Mon May 22 14:41:46 2023,65.694
Mon May 22 15:11:46 2023,91.4152
Mon May 22 15:41:46 2023,54.0596
Mon May 22 16:11:46 2023,34.9846
Mon May 22 16:41:46 2023,21.1608
Mon May 22 17:11:46 2023,18.4265
Mon May 22 17:41:46 2023,15.9311
Mon May 22 18:11:46 2023,10.6707
Mon May 22 18:41:46 2023,9.88252
Mon May 22 19:11:46 2023,11.0153
Mon May 22 19:41:46 2023,4.75511
Mon May 22 20:11:46 2023,0.622762
Mon May 22 20:41:46 2023,0.00001
Mon May 22 21:11:46 2023,0.00001
Mon May 22 21:41:46 2023,0.00001
Mon May 22 22:11:46 2023,0.00001
Mon May 22 22:41:46 2023,0.00001
Mon May 22 23:11:46 2023,0.00001
Mon May 22 23:41:46 2023,0.00001
Tue May 23 00:11:46 2023,0.00001
Tue May 23 00:41:46 2023,0.00001
Tue May 23 01:11:46 2023,0.00001
Tue May 23 01:41:46 2023,0.00001
Tue May 23 02:11:46 2023,0.00001
Tue May 23 02:41:46 2023,0.00001
Tue May 23 03:11:46 2023,0.00001
Tue May 23 03:41:46 2023,0.00001
Tue May 23 04:11:46 2023,0.00001
Tue May 23 04:41:46 2023,0.00001
Tue May 23 05:11:46 2023,0.00001
Tue May 23 05:41:46 2023,0.00001
Tue May 23 06:11:46 2023,0.00001
Tue May 23 06:41:46 2023,2.95851
Tue May 23 07:11:46 2023,5.12496
Tue May 23 07:41:46 2023,12.146
Tue May 23 08:11:46 2023,34.6303
Tue May 23 08:41:46 2023,56.1112
Tue May 23 09:11:46 2023,65.7614
Tue May 23 09:41:46 2023,67.0382
Tue May 23 10:11:46 2023,114.346
Tue May 23 10:41:46 2023,128.28
Tue May 23 11:11:46 2023,133.646
Tue May 23 11:41:46 2023,118.91
Tue May 23 12:11:46 2023,118.91
Tue May 23 12:41:46 2023,100.472
Tue May 23 13:11:46 2023,166.865
Tue May 23 13:41:46 2023,193.812
Tue May 23 14:11:46 2023,159.772
Tue May 23 14:41:46 2023,176.925
Tue May 23 15:11:46 2023,194.641
Tue May 23 15:41:46 2023,213.706
Tue May 23 16:11:46 2023,158.048
Tue May 23 16:41:46 2023,129.069
Tue May 23 17:11:46 2023,99.8161
Tue May 23 17:41:46 2023,102.845
Tue May 23 18:11:46 2023,72.5515
Tue May 23 18:41:46 2023,41.2639
Tue May 23 19:11:46 2023,29.1619
Tue May 23 19:41:46 2023,13.8011
Tue May 23 20:11:46 2023,1.99125
Tue May 23 20:41:46 2023,-0.00001
Tue May 23 21:11:46 2023,-0.00001
Tue May 23 21:41:46 2023,-0.00001
Tue May 23 22:11:46 2023,-0.00001
Tue May 23 22:41:46 2023,-0.00001
Tue May 23 23:11:46 2023,-0.00001
Tue May 23 23:41:46 2023,-0.00001
Wed May 24 00:11:46 2023,-0.00001
Wed May 24 00:41:46 2023,-0.00001
Wed May 24 01:11:46 2023,-0.00001
Wed May 24 01:41:46 2023,-0.00001
Wed May 24 02:11:46 2023,-0.00001
Wed May 24 02:41:46 2023,-0.00001
Wed May 24 03:11:46 2023,-0.00001
Wed May 24 03:41:46 2023,-0.00001
Wed May 24 04:11:46 2023,-0.00001
Wed May 24 04:41:46 2023,-0.00001
Wed May 24 05:11:46 2023,-0.00001
Wed May 24 05:41:46 2023,-0.00001
Wed May 24 06:11:46 2023,0.675125
Wed May 24 06:41:46 2023,8.68087
Wed May 24 07:11:46 2023,24.9435
Wed May 24 07:41:46 2023,54.1896
Wed May 24 08:11:46 2023,84.6417
Wed May 24 08:41:46 2023,85.713
Wed May 24 09:11:46 2023,190.787
Wed May 24 09:41:46 2023,210.573
Wed May 24 10:11:46 2023,201.048
Wed May 24 10:41:46 2023,217.577
Wed May 24 11:11:46 2023,296.023
Wed May 24 11:41:46 2023,400.554
Wed May 24 12:11:46 2023,341.954
Wed May 24 12:41:46 2023,342.289
Wed May 24 13:11:46 2023,277.939
Wed May 24 13:41:46 2023,284.792
Wed May 24 14:11:46 2023,367.322
Wed May 24 14:41:46 2023,292.73
Wed May 24 15:11:46 2023,240.382
Wed May 24 15:41:46 2023,221.692
Wed May 24 16:11:46 2023,200.51
Wed May 24 16:41:46 2023,135.811
Wed May 24 17:11:46 2023,105.158
Wed May 24 17:41:46 2023,124.499
Wed May 24 18:11:46 2023,84.408
Wed May 24 18:41:46 2023,67.9423
Wed May 24 19:11:46 2023,39.8363
Wed May 24 19:41:46 2023,12.0317
Wed May 24 20:11:46 2023,1.26908
Wed May 24 20:41:46 2023,0.00069
Wed May 24 21:11:46 2023,0.00069
Wed May 24 21:41:46 2023,0.00069
Wed May 24 22:11:46 2023,0.000686667
Wed May 24 22:41:46 2023,0.000686667
Wed May 24 23:11:46 2023,0.000686667
Wed May 24 23:41:46 2023,0.000688333
Thu May 25 00:11:46 2023,0.000688333
Thu May 25 00:41:46 2023,0.00069
Thu May 25 01:11:46 2023,0.00069
Thu May 25 01:41:46 2023,0.000688333
Thu May 25 02:11:46 2023,0.000688333
Thu May 25 02:41:46 2023,0.00069
Thu May 25 03:11:46 2023,0.00069
Thu May 25 03:41:46 2023,0.00069
Thu May 25 04:11:46 2023,0.000691667
Thu May 25 04:41:46 2023,0.00069
Thu May 25 05:11:46 2023,0.000688333
Thu May 25 05:41:46 2023,0.000688333
Thu May 25 06:11:46 2023,0.671988
Thu May 25 06:41:46 2023,8.51454
Thu May 25 07:11:46 2023,25.6871
Thu May 25 07:41:46 2023,55.1646
Thu May 25 08:11:46 2023,82.1484
Thu May 25 08:41:46 2023,138.993
Thu May 25 09:11:46 2023,192.529
Thu May 25 09:41:46 2023,203.295
Thu May 25 10:11:46 2023,196.179
Thu May 25 10:41:46 2023,217.613
Thu May 25 11:11:46 2023,295.019
Thu May 25 11:41:46 2023,401.565
Thu May 25 12:11:46 2023,340.625
Thu May 25 12:41:46 2023,352.954
Thu May 25 13:11:46 2023,288.5
Thu May 25 13:41:46 2023,276.892
Thu May 25 14:11:46 2023,362.056
Thu May 25 14:41:46 2023,304.073
Thu May 25 15:11:46 2023,229.717
Thu May 25 15:41:46 2023,228.085
Thu May 25 16:11:46 2023,221.08
Thu May 25 16:41:46 2023,166.564
Thu May 25 17:11:46 2023,123.343
Thu May 25 17:41:46 2023,103.228
Thu May 25 18:11:46 2023,85.5466
Thu May 25 18:41:46 2023,60.4199
Thu May 25 19:11:46 2023,44.1798
Thu May 25 19:41:46 2023,21.1745
Thu May 25 20:11:46 2023,2.89782
Thu May 25 20:41:46 2023,-0.00009
Thu May 25 21:11:46 2023,-0.00009
Thu May 25 21:41:46 2023,-0.00009
Thu May 25 22:11:46 2023,-0.00009
Thu May 25 22:41:46 2023,-0.00009
Thu May 25 23:11:46 2023,-0.00009
Thu May 25 23:41:46 2023,-0.00009
Fri May 26 00:11:46 2023,-0.00009
Fri May 26 00:41:46 2023,-0.00009
Fri May 26 01:11:46 2023,-0.00009
Fri May 26 01:41:46 2023,-0.00009
Fri May 26 02:11:46 2023,-0.00009
Fri May 26 02:41:46 2023,-0.00009
Fri May 26 03:11:46 2023,-0.00009
Fri May 26 03:41:46 2023,-0.00009
Fri May 26 04:11:46 2023,-0.00009
Fri May 26 04:41:46 2023,-0.00009
Fri May 26 05:11:46 2023,-0.0000883333
Fri May 26 05:41:46 2023,-0.00009
Fri May 26 06:11:46 2023,0.829608
Fri May 26 06:41:46 2023,10.1719
Fri May 26 07:11:46 2023,27.6019
Fri May 26 07:41:46 2023,57.8674
Fri May 26 08:11:46 2023,79.5684
Fri May 26 08:41:46 2023,144.346
Fri May 26 09:11:46 2023,206.447
Fri May 26 09:41:46 2023,220.642
Fri May 26 10:11:46 2023,202.854
Fri May 26 10:41:46 2023,219.442
Fri May 26 11:11:46 2023,290.078
Fri May 26 11:41:46 2023,398.556
Fri May 26 12:11:46 2023,332.871
Fri May 26 12:41:46 2023,359.633
Fri May 26 13:11:46 2023,302.481
Fri May 26 13:41:46 2023,273.974
Fri May 26 14:11:46 2023,366.072
Fri May 26 14:41:46 2023,244.252
Fri May 26 15:11:46 2023,241.59
Fri May 26 15:41:46 2023,235.342
Fri May 26 16:11:46 2023,224.964
Fri May 26 16:41:46 2023,165.849
Fri May 26 17:11:46 2023,121.622
Fri May 26 17:41:46 2023,98.5154
Fri May 26 18:11:46 2023,77.4441
Fri May 26 18:41:46 2023,60.39
Fri May 26 19:11:46 2023,44.934
Fri May 26 19:41:46 2023,22.2624
Fri May 26 20:11:46 2023,4.02802
Fri May 26 20:41:46 2023,0.00018
Fri May 26 21:11:46 2023,0.00018
Fri May 26 21:41:46 2023,0.000178333
Fri May 26 22:11:46 2023,0.00018
Fri May 26 22:41:46 2023,0.00018
Fri May 26 23:11:46 2023,0.00018
Fri May 26 23:41:46 2023,0.00018
Sat May 27 00:11:46 2023,0.00018
Sat May 27 00:41:46 2023,0.00018
Sat May 27 01:11:46 2023,0.00018
Sat May 27 01:41:46 2023,0.000176667
Sat May 27 02:11:46 2023,0.000178333
Sat May 27 02:41:46 2023,0.00018
Sat May 27 03:11:46 2023,0.00018
Sat May 27 03:41:46 2023,0.00018
Sat May 27 04:11:46 2023,0.00018
Sat May 27 04:41:46 2023,0.00018
Sat May 27 05:11:46 2023,0.00018
Sat May 27 05:41:46 2023,0.00018
Sat May 27 06:11:46 2023,0.649588
Sat May 27 06:41:46 2023,9.04667
Sat May 27 07:11:46 2023,27.0249
Sat May 27 07:41:46 2023,59.2049
Sat May 27 08:11:46 2023,86.815
Sat May 27 08:41:46 2023,149.819
Sat May 27 09:11:46 2023,215.73
Sat May 27 09:41:46 2023,218.603
Sat May 27 10:11:46 2023,200.945
Sat May 27 10:41:46 2023,221.431
Sat May 27 11:11:46 2023,295.505
Sat May 27 11:41:46 2023,421.65
Sat May 27 12:11:46 2023,344.458
Sat May 27 12:41:46 2023,375.011
Sat May 27 13:11:46 2023,313.831
Sat May 27 13:41:46 2023,265.85
Sat May 27 14:11:46 2023,373.207
Sat May 27 14:41:46 2023,325.839
Sat May 27 15:11:46 2023,224.696
Sat May 27 15:41:46 2023,213.978
Sat May 27 16:11:46 2023,226.886
Sat May 27 16:41:46 2023,159.497
Sat May 27 17:11:46 2023,111.82
Sat May 27 17:41:46 2023,92.1743
Sat May 27 18:11:46 2023,72.1859
Sat May 27 18:41:46 2023,55.1408
Sat May 27 19:11:46 2023,50.1347
Sat May 27 19:41:46 2023,26.6199
Sat May 27 20:11:46 2023,4.0774
Sat May 27 20:41:46 2023,0.000815
Sat May 27 21:11:46 2023,0.000816667
Sat May 27 21:41:46 2023,0.000816667
Sat May 27 22:11:46 2023,0.00082
Sat May 27 22:41:46 2023,0.000816667
Sat May 27 23:11:46 2023,0.000818333
Sat May 27 23:41:46 2023,0.000818333
Sun May 28 00:11:46 2023,0.000811667
Sun May 28 00:41:46 2023,0.000816667
Sun May 28 01:11:46 2023,0.000813333
Sun May 28 01:41:46 2023,0.000816667
Sun May 28 02:11:46 2023,0.000815
Sun May 28 02:41:46 2023,0.00082
Sun May 28 03:11:46 2023,0.00082
Sun May 28 03:41:46 2023,0.000818333
Sun May 28 04:11:46 2023,0.000816667
Sun May 28 04:41:46 2023,0.000823333
Sun May 28 05:11:46 2023,0.000818333
Sun May 28 05:41:46 2023,0.000816667
Sun May 28 06:11:46 2023,1.02628
Sun May 28 06:41:46 2023,10.3527
Sun May 28 07:11:46 2023,23.8483
Sun May 28 07:41:46 2023,52.1235
Sun May 28 08:11:46 2023,88.1467
Sun May 28 08:41:46 2023,151.785
Sun May 28 09:11:46 2023,217.97
Sun May 28 09:41:46 2023,217.856
Sun May 28 10:11:46 2023,194.497
Sun May 28 10:41:46 2023,223.111
