date-time,par
Sun May 28 11:11:46 2023,296.649
Sun May 28 11:41:46 2023,413.021
Sun May 28 12:11:46 2023,350.288
Sun May 28 12:41:46 2023,349.141
Sun May 28 13:11:46 2023,329.426
Sun May 28 13:41:46 2023,267.633
Sun May 28 14:11:46 2023,366.225
Sun May 28 14:41:46 2023,325.104
Sun May 28 15:11:46 2023,222.23
Sun May 28 15:41:46 2023,206.291
Sun May 28 16:11:46 2023,205.361
Sun May 28 16:41:46 2023,162.738
Sun May 28 17:11:46 2023,103.811
Sun May 28 17:41:46 2023,77.2495
Sun May 28 18:11:46 2023,71.2817
Sun May 28 18:41:46 2023,60.1508
Sun May 28 19:11:46 2023,53.8895
Sun May 28 19:41:46 2023,18.2745
Sun May 28 20:11:46 2023,3.29569
Sun May 28 20:41:46 2023,0.00129833
Sun May 28 21:11:46 2023,0.0013
Sun May 28 21:41:46 2023,0.00129
Sun May 28 22:11:46 2023,0.00129167
Sun May 28 22:41:46 2023,0.00129333
Sun May 28 23:11:46 2023,0.00129
Sun May 28 23:41:46 2023,0.00129333
Mon May 29 00:11:46 2023,0.00129167
Mon May 29 00:41:46 2023,0.00129833
Mon May 29 01:11:46 2023,0.00129667
Mon May 29 01:41:46 2023,0.00128833
Mon May 29 02:11:46 2023,0.00129833
Mon May 29 02:41:46 2023,0.00129667
Mon May 29 03:11:46 2023,0.001285
Mon May 29 03:41:46 2023,0.0013
Mon May 29 04:11:46 2023,0.001295
Mon May 29 04:41:46 2023,0.00129333
Mon May 29 05:11:46 2023,0.00129167
Mon May 29 05:41:46 2023,0.00129333
Mon May 29 06:11:46 2023,0.996767
Mon May 29 06:41:46 2023,9.36782
Mon May 29 07:11:46 2023,27.0419
Mon May 29 07:41:46 2023,65.8314
Mon May 29 08:11:46 2023,88.0073
Mon May 29 08:41:46 2023,144.926
Mon May 29 09:11:46 2023,155.298
Mon May 29 09:41:46 2023,89.1195
Mon May 29 10:11:46 2023,108.59
Mon May 29 10:41:46 2023,128.547
Mon May 29 11:11:46 2023,208.525
Mon May 29 11:41:46 2023,197.19
Mon May 29 12:11:46 2023,165.704
Mon May 29 12:41:46 2023,288.098
Mon May 29 13:11:46 2023,331.196
Mon May 29 13:41:46 2023,252.587
Mon May 29 14:11:46 2023,332.254
Mon May 29 14:41:46 2023,324.503
Mon May 29 15:11:46 2023,234.151
Mon May 29 15:41:46 2023,185.914
Mon May 29 16:11:46 2023,203.777
Mon May 29 16:41:46 2023,154.368
Mon May 29 17:11:46 2023,115.06
Mon May 29 17:41:46 2023,96.7994
Mon May 29 18:11:46 2023,74.3459
Mon May 29 18:41:46 2023,56.6358
Mon May 29 19:11:46 2023,53.5162
Mon May 29 19:41:46 2023,34.766
Mon May 29 20:11:46 2023,6.18824
Mon May 29 20:41:46 2023,0.019675
Mon May 29 21:11:46 2023,0
Mon May 29 21:41:46 2023,0
Mon May 29 22:11:46 2023,0
Mon May 29 22:41:46 2023,0
Mon May 29 23:11:46 2023,0
Mon May 29 23:41:46 2023,0
Tue May 30 00:11:46 2023,0
Tue May 30 00:41:46 2023,0
Tue May 30 01:11:46 2023,0
Tue May 30 01:41:46 2023,0
Tue May 30 02:11:46 2023,0
Tue May 30 02:41:46 2023,0
Tue May 30 03:11:46 2023,0
Tue May 30 03:41:46 2023,0
Tue May 30 04:11:46 2023,0
Tue May 30 04:41:46 2023,0
Tue May 30 05:11:46 2023,0
Tue May 30 05:41:46 2023,0
Tue May 30 06:11:46 2023,1.06074
Tue May 30 06:41:46 2023,9.21641
Tue May 30 07:11:46 2023,26.0625
Tue May 30 07:41:46 2023,45.454
Tue May 30 08:11:46 2023,56.3462
Tue May 30 08:41:46 2023,128.422
Tue May 30 09:11:46 2023,206.676
Tue May 30 09:41:46 2023,194.948
Tue May 30 10:11:46 2023,147.218
Tue May 30 10:41:46 2023,225.797
Tue May 30 11:11:46 2023,227.262
Tue May 30 11:41:46 2023,353.147
Tue May 30 12:11:46 2023,232.802
Tue May 30 12:41:46 2023,381.57
Tue May 30 13:11:46 2023,292.19
Tue May 30 13:41:46 2023,244.706
Tue May 30 14:11:46 2023,385.25
Tue May 30 14:41:46 2023,255.21
Tue May 30 15:11:46 2023,192.274
Tue May 30 15:41:46 2023,194.307
Tue May 30 16:11:46 2023,170.803
Tue May 30 16:41:46 2023,111.607
Tue May 30 17:11:46 2023,125.014
Tue May 30 17:41:46 2023,53.2962
Tue May 30 18:11:46 2023,94.624
Tue May 30 18:41:46 2023,58.7939
Tue May 30 19:11:46 2023,52.9247
Tue May 30 19:41:46 2023,30.3915
Tue May 30 20:11:46 2023,5.35029
Tue May 30 20:41:46 2023,0.0391067
Tue May 30 21:11:46 2023,0.0000866667
Tue May 30 21:41:46 2023,0.00009
Tue May 30 22:11:46 2023,0.00009
Tue May 30 22:41:46 2023,0.00009
Tue May 30 23:11:46 2023,0.00009
Tue May 30 23:41:46 2023,0.00009
Wed May 31 00:11:46 2023,0.00009
Wed May 31 00:41:46 2023,0.00009
Wed May 31 01:11:46 2023,0.00009
Wed May 31 01:41:46 2023,0.00009
Wed May 31 02:11:46 2023,0.00009
Wed May 31 02:41:46 2023,0.00009
Wed May 31 03:11:46 2023,0.00009
Wed May 31 03:41:46 2023,0.00009
Wed May 31 04:11:46 2023,0.00009
Wed May 31 04:41:46 2023,0.00009
Wed May 31 05:11:46 2023,0.00009
Wed May 31 05:41:46 2023,0.0000883333
Wed May 31 06:11:46 2023,0.312308
Wed May 31 06:41:46 2023,4.33065
Wed May 31 07:11:46 2023,10.0184
Wed May 31 07:41:46 2023,23.5311
Wed May 31 08:11:46 2023,39.0008
Wed May 31 08:41:46 2023,36.6268
Wed May 31 09:11:46 2023,43.4417
Wed May 31 09:41:46 2023,82.0458
Wed May 31 10:11:46 2023,125.477
Wed May 31 10:41:46 2023,112.605
Wed May 31 11:11:46 2023,139.973
Wed May 31 11:41:46 2023,178.047
Wed May 31 12:11:46 2023,243.089
Wed May 31 12:41:46 2023,156.039
Wed May 31 13:11:46 2023,152.074
Wed May 31 13:41:46 2023,144.82
Wed May 31 14:11:46 2023,256.532
Wed May 31 14:41:46 2023,223.667
Wed May 31 15:11:46 2023,226.334
Wed May 31 15:41:46 2023,214.011
Wed May 31 16:11:46 2023,136.935
Wed May 31 16:41:46 2023,147.531
Wed May 31 17:11:46 2023,124.654
Wed May 31 17:41:46 2023,114.728
Wed May 31 18:11:46 2023,67.63
Wed May 31 18:41:46 2023,46.0338
Wed May 31 19:11:46 2023,29.1421
Wed May 31 19:41:46 2023,15.4943
Wed May 31 20:11:46 2023,5.34211
Wed May 31 20:41:46 2023,0.021835
Wed May 31 21:11:46 2023,-0.000381667
Wed May 31 21:41:46 2023,-0.000378333
Wed May 31 22:11:46 2023,-0.000381667
Wed May 31 22:41:46 2023,-0.00038
Wed May 31 23:11:46 2023,-0.00038
Wed May 31 23:41:46 2023,-0.00038
