date-time,temperature_f
Sun May 14 06:36:16 2023,73.4092
Sun May 14 07:06:16 2023,74.1063
Sun May 14 07:36:16 2023,76.9554
Sun May 14 08:06:16 2023,81.7889
Sun May 14 08:36:16 2023,83.0291
Sun May 14 09:06:16 2023,85.5
Sun May 14 09:36:16 2023,86.1063
Sun May 14 10:06:16 2023,86.635
Sun May 14 10:36:16 2023,86.5054
Sun May 14 11:06:16 2023,88.3688
Sun May 14 11:36:16 2023,89.1992
Sun May 14 12:06:16 2023,89.2832
Sun May 14 12:36:16 2023,89.1804
Sun May 14 13:06:16 2023,89.4164
Sun May 14 13:36:16 2023,88.8627
Sun May 14 14:06:16 2023,88.5455
Sun May 14 14:36:16 2023,88.4255
Sun May 14 15:06:16 2023,88.2119
Sun May 14 15:36:16 2023,87.8754
Sun May 14 16:06:16 2023,88.562
Sun May 14 16:36:16 2023,87.2066
Sun May 14 17:06:16 2023,87.4992
Sun May 14 17:36:16 2023,87.0402
Sun May 14 18:06:16 2023,85.109
Sun May 14 18:36:16 2023,86.0003
Sun May 14 19:06:16 2023,83.4087
Sun May 14 19:36:16 2023,82.5515
Sun May 14 20:06:16 2023,82.1719
Sun May 14 20:36:16 2023,78.2882
Sun May 14 21:06:16 2023,78.8286
Sun May 14 21:36:16 2023,78.8681
Sun May 14 22:06:16 2023,78.3383
Sun May 14 22:36:16 2023,77.9354
Sun May 14 23:06:16 2023,77.7516
Sun May 14 23:36:16 2023,77.341
Mon May 15 00:06:16 2023,76.92
Mon May 15 00:36:16 2023,76.5993
Mon May 15 01:06:16 2023,76.2537
Mon May 15 01:36:16 2023,75.9614
Mon May 15 02:06:16 2023,75.614
Mon May 15 02:36:16 2023,75.3369
Mon May 15 03:06:16 2023,75.1223
Mon May 15 03:36:16 2023,74.7512
Mon May 15 04:06:16 2023,74.3648
Mon May 15 04:36:16 2023,74.0646
Mon May 15 05:06:16 2023,73.8579
Mon May 15 05:36:16 2023,73.5016
Mon May 15 06:06:16 2023,73.3498
Mon May 15 06:36:16 2023,73.6488
Mon May 15 07:06:16 2023,74.3439
Mon May 15 07:36:16 2023,76.7508
Mon May 15 08:06:16 2023,81.3463
Mon May 15 08:36:16 2023,82.6991
Mon May 15 09:06:16 2023,85.4459
Mon May 15 09:36:16 2023,84.8711
Mon May 15 10:06:16 2023,85.2362
Mon May 15 10:36:16 2023,84.7448
Mon May 15 11:06:16 2023,85.9113
Mon May 15 11:36:16 2023,85.8501
Mon May 15 12:06:16 2023,86.5115
Mon May 15 12:36:16 2023,86.6929
Mon May 15 13:06:16 2023,85.5808
Mon May 15 13:36:16 2023,85.1077
Mon May 15 14:06:16 2023,85.6288
Mon May 15 14:36:16 2023,85.5318
Mon May 15 15:06:16 2023,86.7913
Mon May 15 15:36:16 2023,86.2791
Mon May 15 16:06:16 2023,87.1387
Mon May 15 16:36:16 2023,86.4143
Mon May 15 17:06:16 2023,86.4735
Mon May 15 17:36:16 2023,84.2887
Mon May 15 18:06:16 2023,83.9609
Mon May 15 18:36:16 2023,85.3155
Mon May 15 19:06:16 2023,82.9756
Mon May 15 19:36:16 2023,82.1232
Mon May 15 20:06:16 2023,81.356
Mon May 15 20:36:16 2023,81.2892
Mon May 15 21:06:16 2023,80.5779
Mon May 15 21:36:16 2023,79.7448
Mon May 15 22:06:16 2023,78.166
Mon May 15 22:36:16 2023,77.2779
Mon May 15 23:06:16 2023,77.169
Mon May 15 23:36:16 2023,77.0781
Tue May 16 00:06:16 2023,76.8753
Tue May 16 00:36:16 2023,76.6127
Tue May 16 01:06:16 2023,76.5935
Tue May 16 01:36:16 2023,76.6022
Tue May 16 02:06:16 2023,76.5162
Tue May 16 02:36:16 2023,76.0518
Tue May 16 03:06:16 2023,75.459
Tue May 16 03:36:16 2023,74.9888
Tue May 16 04:06:16 2023,74.7693
Tue May 16 04:36:16 2023,74.6466
Tue May 16 05:06:16 2023,74.7946
Tue May 16 05:36:16 2023,74.9349
Tue May 16 06:06:16 2023,74.7775
Tue May 16 06:36:16 2023,74.6431
Tue May 16 07:06:16 2023,75.5828
Tue May 16 07:36:16 2023,76.2043
Tue May 16 08:06:16 2023,77.756
Tue May 16 08:36:16 2023,81.4251
Tue May 16 09:06:16 2023,84.0334
Tue May 16 09:36:16 2023,84.1745
Tue May 16 10:06:16 2023,82.659
Tue May 16 10:36:16 2023,83.8497
Tue May 16 11:06:16 2023,83.0819
Tue May 16 11:36:16 2023,86.9544
Tue May 16 12:06:16 2023,86.7045
Tue May 16 12:36:16 2023,87.0561
Tue May 16 13:06:16 2023,85.7123
Tue May 16 13:36:16 2023,87.5107
Tue May 16 14:06:16 2023,87.5871
Tue May 16 14:36:16 2023,87.6523
Tue May 16 15:06:16 2023,87.353
Tue May 16 15:36:16 2023,88.2282
Tue May 16 16:06:16 2023,88.2255
Tue May 16 16:36:16 2023,84.7589
Tue May 16 17:06:16 2023,81.5633
Tue May 16 17:36:16 2023,79.5241
Tue May 16 18:06:16 2023,78.1818
Tue May 16 18:36:16 2023,76.9916
Tue May 16 19:06:16 2023,76.268
Tue May 16 19:36:16 2023,75.3399
Tue May 16 20:06:16 2023,74.6783
Tue May 16 20:36:16 2023,74.3346
Tue May 16 21:06:16 2023,73.9636
Tue May 16 21:36:16 2023,73.56
Tue May 16 22:06:16 2023,73.2245
Tue May 16 22:36:16 2023,73.2146
Tue May 16 23:06:16 2023,75.6519
Tue May 16 23:36:16 2023,73.4348
Wed May 17 00:06:16 2023,75.8261
Wed May 17 00:36:16 2023,75.0833
Wed May 17 01:06:16 2023,74.146
Wed May 17 01:36:16 2023,75.6655
Wed May 17 02:06:16 2023,75.4868
Wed May 17 02:36:16 2023,73.6283
Wed May 17 03:06:16 2023,75.6361
Wed May 17 03:36:16 2023,75.5349
Wed May 17 04:06:16 2023,75.4849
Wed May 17 04:36:16 2023,75.3359
Wed May 17 05:06:16 2023,75.4038
Wed May 17 05:36:16 2023,75.3771
Wed May 17 06:06:16 2023,75.3428
Wed May 17 06:36:16 2023,75.4967
Wed May 17 07:06:16 2023,73.6485
Wed May 17 07:36:16 2023,75.902
Wed May 17 08:06:16 2023,78.6484
Wed May 17 08:36:16 2023,79.7622
Wed May 17 09:06:16 2023,82.4907
Wed May 17 09:36:16 2023,83.2254
Wed May 17 10:06:16 2023,81.9966
Wed May 17 10:36:16 2023,83.0212
Wed May 17 11:06:16 2023,83.5285
Wed May 17 11:36:16 2023,84.1736
Wed May 17 12:06:16 2023,85.0018
Wed May 17 12:36:16 2023,84.8845
Wed May 17 13:06:16 2023,83.9108
Wed May 17 13:36:16 2023,82.2934
Wed May 17 14:06:16 2023,83.2793
Wed May 17 14:36:16 2023,86.2094
Wed May 17 15:06:16 2023,86.7417
Wed May 17 15:36:16 2023,84.7169
Wed May 17 16:06:16 2023,84.6381
Wed May 17 16:36:16 2023,81.7167
Wed May 17 17:06:16 2023,81.1838
Wed May 17 17:36:16 2023,82.7938
Wed May 17 18:06:16 2023,82.2705
Wed May 17 18:36:16 2023,81.909
Wed May 17 19:06:16 2023,81.1819
Wed May 17 19:36:16 2023,79.9828
Wed May 17 20:06:16 2023,78.2697
Wed May 17 20:36:16 2023,77.0587
Wed May 17 21:06:16 2023,76.0222
Wed May 17 21:36:16 2023,75.2093
Wed May 17 22:06:16 2023,74.5008
Wed May 17 22:36:16 2023,74.0375
Wed May 17 23:06:16 2023,73.6664
Wed May 17 23:36:16 2023,75.174
Thu May 18 00:06:16 2023,74.3287
Thu May 18 00:36:16 2023,75.5118
Thu May 18 01:06:16 2023,74.1742
Thu May 18 01:36:16 2023,74.9827
Thu May 18 02:06:16 2023,75.5625
Thu May 18 02:36:16 2023,75.3475
Thu May 18 03:06:16 2023,75.2731
Thu May 18 03:36:16 2023,74.724
Thu May 18 04:06:16 2023,74.7489
Thu May 18 04:36:16 2023,75.6051
Thu May 18 05:06:16 2023,75.3761
Thu May 18 05:36:16 2023,75.2092
Thu May 18 06:06:16 2023,74.9146
Thu May 18 06:36:16 2023,74.4887
Thu May 18 07:06:16 2023,73.3434
Thu May 18 07:36:16 2023,73.6209
Thu May 18 08:06:16 2023,75.1627
Thu May 18 08:36:16 2023,75.6774
Thu May 18 09:06:16 2023,74.9505
Thu May 18 09:36:16 2023,74.0577
Thu May 18 10:06:16 2023,74.0249
Thu May 18 10:36:16 2023,73.4544
Thu May 18 11:06:16 2023,74.6697
Thu May 18 11:36:16 2023,76.3527
Thu May 18 12:06:16 2023,79.5075
Thu May 18 12:36:16 2023,84.8125
Thu May 18 13:06:16 2023,82.2996
Thu May 18 13:36:16 2023,84.0252
Thu May 18 14:06:16 2023,84.886
Thu May 18 14:36:16 2023,83.242
Thu May 18 15:06:16 2023,80.6167
Thu May 18 15:36:16 2023,80.4016
Thu May 18 16:06:16 2023,79.8891
Thu May 18 16:36:16 2023,76.5111
Thu May 18 17:06:16 2023,74.8912
Thu May 18 17:36:16 2023,73.9338
Thu May 18 18:06:16 2023,75.1189
Thu May 18 18:36:16 2023,74.1461
Thu May 18 19:06:16 2023,75.0359
Thu May 18 19:36:16 2023,75.3915
Thu May 18 20:06:16 2023,75.5025
Thu May 18 20:36:16 2023,75.8719
Thu May 18 21:06:16 2023,74.8134
Thu May 18 21:36:16 2023,75.6808
Thu May 18 22:06:16 2023,74.785
Thu May 18 22:36:16 2023,76.0002
Thu May 18 23:06:16 2023,75.5988
Thu May 18 23:36:16 2023,75.8505
Fri May 19 00:06:16 2023,76.1693
Fri May 19 00:36:16 2023,75.5163
Fri May 19 01:06:16 2023,75.8634
Fri May 19 01:36:16 2023,76.193
Fri May 19 02:06:16 2023,76.3093
Fri May 19 02:36:16 2023,75.5566
Fri May 19 03:06:16 2023,75.6734
Fri May 19 03:36:16 2023,76.5016
Fri May 19 04:06:16 2023,76.0679
Fri May 19 04:36:16 2023,75.9758
Fri May 19 05:06:16 2023,75.5647
Fri May 19 05:36:16 2023,76.7514
Fri May 19 06:06:16 2023,76.3068
Fri May 19 06:36:16 2023,76.2046
Fri May 19 07:06:16 2023,75.2998
Fri May 19 07:36:16 2023,75.2187
Fri May 19 08:06:16 2023,73.4331
Fri May 19 08:36:16 2023,75.4637
Fri May 19 09:06:16 2023,77.3515
Fri May 19 09:36:16 2023,79.3805
Fri May 19 10:06:16 2023,80.3757
Fri May 19 10:36:16 2023,82.958
Fri May 19 11:06:16 2023,82.8199
Fri May 19 11:36:16 2023,82.7787
Fri May 19 12:06:16 2023,86.1872
Fri May 19 12:36:16 2023,85.2823
Fri May 19 13:06:16 2023,84.8104
Fri May 19 13:36:16 2023,84.1984
Fri May 19 14:06:16 2023,85.2157
Fri May 19 14:36:16 2023,82.7569
Fri May 19 15:06:16 2023,84.6921
Fri May 19 15:36:16 2023,85.5587
Fri May 19 16:06:16 2023,85.1511
Fri May 19 16:36:16 2023,82.9956
Fri May 19 17:06:16 2023,83.1314
Fri May 19 17:36:16 2023,83.5401
Fri May 19 18:06:16 2023,82.8965
Fri May 19 18:36:16 2023,85.0634
Fri May 19 19:06:16 2023,82.4795
Fri May 19 19:36:16 2023,81.3084
Fri May 19 20:06:16 2023,78.4962
Fri May 19 20:36:16 2023,75.8549
Fri May 19 21:06:16 2023,74.1621
Fri May 19 21:36:16 2023,75.059
Fri May 19 22:06:16 2023,74.8313
Fri May 19 22:36:16 2023,74.9814
Fri May 19 23:06:16 2023,74.5552
Fri May 19 23:36:16 2023,75.2873
Sat May 20 00:06:16 2023,73.7682
Sat May 20 00:36:16 2023,75.8017
Sat May 20 01:06:16 2023,75.3641
Sat May 20 01:36:16 2023,73.9291
Sat May 20 02:06:16 2023,75.5255
Sat May 20 02:36:16 2023,75.6133
Sat May 20 03:06:16 2023,75.4791
Sat May 20 03:36:16 2023,75.4851
Sat May 20 04:06:16 2023,75.3199
Sat May 20 04:36:16 2023,75.3256
Sat May 20 05:06:16 2023,75.2874
Sat May 20 05:36:16 2023,76.6083
Sat May 20 06:06:16 2023,75.0914
Sat May 20 06:36:16 2023,75.7312
Sat May 20 07:06:16 2023,75.6883
Sat May 20 07:36:16 2023,74.7449
Sat May 20 08:06:16 2023,75.8274
Sat May 20 08:36:16 2023,75.7112
Sat May 20 09:06:16 2023,76.288
Sat May 20 09:36:16 2023,76.8953
Sat May 20 10:06:16 2023,78.8968
Sat May 20 10:36:16 2023,82.5848
Sat May 20 11:06:16 2023,84.3046
Sat May 20 11:36:16 2023,84.9938
Sat May 20 12:06:16 2023,82.3014
Sat May 20 12:36:16 2023,83.88
Sat May 20 13:06:16 2023,84.3147
Sat May 20 13:36:16 2023,85.2674
Sat May 20 14:06:16 2023,82.6802
Sat May 20 14:36:16 2023,83.65
Sat May 20 15:06:16 2023,84.3674
Sat May 20 15:36:16 2023,83.2957
Sat May 20 16:06:16 2023,84.8681
Sat May 20 16:36:16 2023,84.6931
Sat May 20 17:06:16 2023,82.6407
Sat May 20 17:36:16 2023,82.0707
Sat May 20 18:06:16 2023,83.4435
Sat May 20 18:36:16 2023,84.1066
Sat May 20 19:06:16 2023,83.4414
Sat May 20 19:36:16 2023,80.5166
Sat May 20 20:06:16 2023,78.7814
Sat May 20 20:36:16 2023,77.8699
Sat May 20 21:06:16 2023,77.2181
Sat May 20 21:36:16 2023,76.2913
Sat May 20 22:06:16 2023,75.6254
Sat May 20 22:36:16 2023,75.45
Sat May 20 23:06:16 2023,74.6231
Sat May 20 23:36:16 2023,73.875
Sun May 21 00:06:16 2023,75.7752
Sun May 21 00:36:16 2023,74.3804
Sun May 21 01:06:16 2023,75.123
Sun May 21 01:36:16 2023,74.766
Sun May 21 02:06:16 2023,75.6378
Sun May 21 02:36:16 2023,75.4679
Sun May 21 03:06:16 2023,75.6119
Sun May 21 03:36:16 2023,75.4213
Sun May 21 04:06:16 2023,75.3563
Sun May 21 04:36:16 2023,75.4543
Sun May 21 05:06:16 2023,75.0816
Sun May 21 05:36:16 2023,76.5385
Sun May 21 06:06:16 2023,75.0294
Sun May 21 06:36:16 2023,75.2946
Sun May 21 07:06:16 2023,76.0692
Sun May 21 07:36:16 2023,74.9838
Sun May 21 08:06:16 2023,78.6325
Sun May 21 08:36:16 2023,81.9968
Sun May 21 09:06:16 2023,82.9235
Sun May 21 09:36:16 2023,82.8888
Sun May 21 10:06:16 2023,86.1505
Sun May 21 10:36:16 2023,84.4301
Sun May 21 11:06:16 2023,84.1785
Sun May 21 11:36:16 2023,84.4688
Sun May 21 12:06:16 2023,84.8155
Sun May 21 12:36:16 2023,85.9968
Sun May 21 13:06:16 2023,84.5633
Sun May 21 13:36:16 2023,83.8324
Sun May 21 14:06:16 2023,85.212
Sun May 21 14:36:16 2023,85.3592
Sun May 21 15:06:16 2023,85.8113
Sun May 21 15:36:16 2023,84.5343
Sun May 21 16:06:16 2023,85.4663
Sun May 21 16:36:16 2023,84.6934
Sun May 21 17:06:16 2023,86.2283
Sun May 21 17:36:16 2023,85.2117
Sun May 21 18:06:16 2023,85.9158
Sun May 21 18:36:16 2023,84.4267
Sun May 21 19:06:16 2023,83.0174
Sun May 21 19:36:16 2023,81.4182
Sun May 21 20:06:16 2023,79.7162
Sun May 21 20:36:16 2023,78.0306
Sun May 21 21:06:16 2023,76.9218
Sun May 21 21:36:16 2023,76.2704
Sun May 21 22:06:16 2023,75.6874
Sun May 21 22:36:16 2023,75.2014
Sun May 21 23:06:16 2023,75.0064
Sun May 21 23:36:16 2023,74.6952
Mon May 22 00:06:16 2023,73.9981
Mon May 22 00:36:16 2023,73.3754
Mon May 22 01:06:16 2023,75.8166
Mon May 22 01:36:16 2023,73.5514
Mon May 22 02:06:16 2023,76.0143
Mon May 22 02:36:16 2023,73.5069
Mon May 22 03:06:16 2023,76.0415
Mon May 22 03:36:16 2023,73.7301
Mon May 22 04:06:16 2023,75.4966
Mon May 22 04:36:16 2023,74.1337
Mon May 22 05:06:16 2023,75.5357
Mon May 22 05:36:16 2023,73.8659
Mon May 22 06:06:16 2023,75.0396
Mon May 22 06:36:16 2023,74.2312
Mon May 22 07:06:16 2023,73.5493
Mon May 22 07:36:16 2023,74.0477
Mon May 22 08:06:16 2023,76.217
Mon May 22 08:36:16 2023,79.0602
Mon May 22 09:06:16 2023,82.4943
Mon May 22 09:36:16 2023,82.8194
Mon May 22 10:06:16 2023,82.5871
Mon May 22 10:36:16 2023,81.9207
Mon May 22 11:06:16 2023,81.6333
Mon May 22 11:36:16 2023,83.614
Mon May 22 12:06:16 2023,82.9746
Mon May 22 12:36:16 2023,83.3434
Mon May 22 13:06:16 2023,82.4555
Mon May 22 13:36:16 2023,81.5271
Mon May 22 14:06:16 2023,80.6775
Mon May 22 14:36:16 2023,78.2937
Mon May 22 15:06:16 2023,80.9397
Mon May 22 15:36:16 2023,82.9883
Mon May 22 16:06:16 2023,79.4733
Mon May 22 16:36:16 2023,76.1436
Mon May 22 17:06:16 2023,74.633
Mon May 22 17:36:16 2023,73.9526
Mon May 22 18:06:16 2023,75.3143
Mon May 22 18:36:16 2023,75.4248
Mon May 22 19:06:16 2023,76.4567
Mon May 22 19:36:16 2023,75.3162
Mon May 22 20:06:16 2023,76.0945
Mon May 22 20:36:16 2023,75.4125
Mon May 22 21:06:16 2023,75.7522
Mon May 22 21:36:16 2023,75.4369
Mon May 22 22:06:16 2023,75.5046
Mon May 22 22:36:16 2023,75.233
Mon May 22 23:06:16 2023,76.3285
Mon May 22 23:36:16 2023,76.1181
Tue May 23 00:06:16 2023,75.2272
Tue May 23 00:36:16 2023,76.523
Tue May 23 01:06:16 2023,76.3335
Tue May 23 01:36:16 2023,75.169
Tue May 23 02:06:16 2023,76.4791
Tue May 23 02:36:16 2023,75.5861
Tue May 23 03:06:16 2023,76.4588
Tue May 23 03:36:16 2023,75.208
Tue May 23 04:06:16 2023,76.3958
Tue May 23 04:36:16 2023,75.7977
Tue May 23 05:06:16 2023,75.8837
Tue May 23 05:36:16 2023,76.2016
Tue May 23 06:06:16 2023,75.7905
Tue May 23 06:36:16 2023,75.6106
Tue May 23 07:06:16 2023,76.3574
Tue May 23 07:36:16 2023,75.872
Tue May 23 08:06:16 2023,75.5846
Tue May 23 08:36:16 2023,76.2814
Tue May 23 09:06:16 2023,77.3234
Tue May 23 09:36:16 2023,77.8715
Tue May 23 10:06:16 2023,78.7791
Tue May 23 10:36:16 2023,82.5294
Tue May 23 11:06:16 2023,82.8436
Tue May 23 11:36:16 2023,83.2758
Tue May 23 12:06:16 2023,83.2974
Tue May 23 12:36:16 2023,82.7736
Tue May 23 13:06:16 2023,83.2353
Tue May 23 13:36:16 2023,85.3457
Tue May 23 14:06:16 2023,84.19
Tue May 23 14:36:16 2023,84.8539
Tue May 23 15:06:16 2023,84.7409
Tue May 23 15:36:16 2023,85.3612
Tue May 23 16:06:16 2023,84.8032
Tue May 23 16:36:16 2023,85.4807
Tue May 23 17:06:16 2023,85.3704
Tue May 23 17:36:16 2023,83.9422
Tue May 23 18:06:16 2023,82.1531
Tue May 23 18:36:16 2023,82.5789
Tue May 23 19:06:16 2023,80.5493
Tue May 23 19:36:16 2023,77.7837
Tue May 23 20:06:16 2023,75.0776
Tue May 23 20:36:16 2023,74.7866
Tue May 23 21:06:16 2023,74.6697
Tue May 23 21:36:16 2023,74.3378
Tue May 23 22:06:16 2023,74.6347
Tue May 23 22:36:16 2023,75.5058
Tue May 23 23:06:16 2023,74.5425
Tue May 23 23:36:16 2023,75.6598
Wed May 24 00:06:16 2023,75.3669
Wed May 24 00:36:16 2023,75.5815
Wed May 24 01:06:16 2023,75.4209
Wed May 24 01:36:16 2023,75.3681
Wed May 24 02:06:16 2023,75.461
Wed May 24 02:36:16 2023,75.3063
Wed May 24 03:06:16 2023,75.447
Wed May 24 03:36:16 2023,75.411
Wed May 24 04:06:16 2023,75.3192
Wed May 24 04:36:16 2023,75.5249
Wed May 24 05:06:16 2023,76.5574
Wed May 24 05:36:16 2023,75.4784
Wed May 24 06:06:16 2023,75.7549
Wed May 24 06:36:16 2023,75.8836
Wed May 24 07:06:16 2023,75.5428
Wed May 24 07:36:16 2023,74.8725
Wed May 24 08:06:16 2023,79.0888
Wed May 24 08:36:16 2023,81.3313
Wed May 24 09:06:16 2023,83.3152
Wed May 24 09:36:16 2023,84.8241
Wed May 24 10:06:16 2023,85.0628
Wed May 24 10:36:16 2023,84.2263
Wed May 24 11:06:16 2023,84.199
Wed May 24 11:36:16 2023,84.3334
Wed May 24 12:06:16 2023,84.7911
Wed May 24 12:36:16 2023,86.2588
Wed May 24 13:06:16 2023,88.9859
Wed May 24 13:36:16 2023,86.7177
Wed May 24 14:06:16 2023,87.1078
Wed May 24 14:36:16 2023,88.6625
Wed May 24 15:06:16 2023,88.6825
Wed May 24 15:36:16 2023,87.5455
Wed May 24 16:06:16 2023,85.8048
Wed May 24 16:36:16 2023,83.9924
Wed May 24 17:06:16 2023,84.0448
Wed May 24 17:36:16 2023,84.1387
Wed May 24 18:06:16 2023,84.4115
Wed May 24 18:36:16 2023,83.5
Wed May 24 19:06:16 2023,84.7775
Wed May 24 19:36:16 2023,82.1881
Wed May 24 20:06:16 2023,80.3744
Wed May 24 20:36:16 2023,78.996
Wed May 24 21:06:16 2023,77.701
Wed May 24 21:36:16 2023,76.4455
Wed May 24 22:06:16 2023,75.0828
Wed May 24 22:36:16 2023,73.8825
Wed May 24 23:06:16 2023,75.3612
Wed May 24 23:36:16 2023,74.0169
Thu May 25 00:06:16 2023,75.8109
Thu May 25 00:36:16 2023,75.5224
Thu May 25 01:06:16 2023,75.2237
Thu May 25 01:36:16 2023,76.5322
Thu May 25 02:06:16 2023,75.7811
Thu May 25 02:36:16 2023,75.3703
Thu May 25 03:06:16 2023,76.1256
Thu May 25 03:36:16 2023,76.407
Thu May 25 04:06:16 2023,76.4121
Thu May 25 04:36:16 2023,76.2941
Thu May 25 05:06:16 2023,76.2016
Thu May 25 05:36:16 2023,76.03
Thu May 25 06:06:16 2023,76.2262
Thu May 25 06:36:16 2023,75.9497
Thu May 25 07:06:16 2023,76.6362
Thu May 25 07:36:16 2023,75.7928
Thu May 25 08:06:16 2023,80.4108
Thu May 25 08:36:16 2023,82.5503
Thu May 25 09:06:16 2023,83.0628
Thu May 25 09:36:16 2023,85.0723
Thu May 25 10:06:16 2023,84.9624
Thu May 25 10:36:16 2023,86.0751
Thu May 25 11:06:16 2023,87.063
Thu May 25 11:36:16 2023,85.8767
Thu May 25 12:06:16 2023,85.1459
Thu May 25 12:36:16 2023,84.7277
Thu May 25 13:06:16 2023,85.0549
Thu May 25 13:36:16 2023,87.5958
Thu May 25 14:06:16 2023,87.141
Thu May 25 14:36:16 2023,87.2963
Thu May 25 15:06:16 2023,85.7788
Thu May 25 15:36:16 2023,86.3012
Thu May 25 16:06:16 2023,88.3848
Thu May 25 16:36:16 2023,86.2843
Thu May 25 17:06:16 2023,85.5744
Thu May 25 17:36:16 2023,84.175
Thu May 25 18:06:16 2023,83.1885
Thu May 25 18:36:16 2023,83.8275
Thu May 25 19:06:16 2023,83.7252
Thu May 25 19:36:16 2023,81.7921
Thu May 25 20:06:16 2023,80.8823
Thu May 25 20:36:16 2023,79.325
Thu May 25 21:06:16 2023,78.2932
Thu May 25 21:36:16 2023,77.1671
Thu May 25 22:06:16 2023,76.1726
Thu May 25 22:36:16 2023,74.8913
Thu May 25 23:06:16 2023,73.9799
Thu May 25 23:36:16 2023,73.6433
Fri May 26 00:06:16 2023,74.8229
Fri May 26 00:36:16 2023,75.0604
Fri May 26 01:06:16 2023,74.2623
Fri May 26 01:36:16 2023,74.9523
Fri May 26 02:06:16 2023,75.5138
Fri May 26 02:36:16 2023,75.3797
Fri May 26 03:06:16 2023,75.8807
Fri May 26 03:36:16 2023,76.121
Fri May 26 04:06:16 2023,75.4584
Fri May 26 04:36:16 2023,75.3722
Fri May 26 05:06:16 2023,76.5018
Fri May 26 05:36:16 2023,76.2571
Fri May 26 06:06:16 2023,75.9078
Fri May 26 06:36:16 2023,75.6891
Fri May 26 07:06:16 2023,75.8357
Fri May 26 07:36:16 2023,75.6479
Fri May 26 08:06:16 2023,79.0092
Fri May 26 08:36:16 2023,82.2151
Fri May 26 09:06:16 2023,83.8832
Fri May 26 09:36:16 2023,85.0921
Fri May 26 10:06:16 2023,84.884
Fri May 26 10:36:16 2023,84.7462
Fri May 26 11:06:16 2023,84.846
Fri May 26 11:36:16 2023,86.0935
Fri May 26 12:06:16 2023,86.1771
Fri May 26 12:36:16 2023,85.8236
Fri May 26 13:06:16 2023,86.3135
Fri May 26 13:36:16 2023,86.8007
Fri May 26 14:06:16 2023,84.23
Fri May 26 14:36:16 2023,84.7344
Fri May 26 15:06:16 2023,85.9067
Fri May 26 15:36:16 2023,84.0637
Fri May 26 16:06:16 2023,84.6237
Fri May 26 16:36:16 2023,84.3953
Fri May 26 17:06:16 2023,85.2002
Fri May 26 17:36:16 2023,83.8659
Fri May 26 18:06:16 2023,83.7225
Fri May 26 18:36:16 2023,83.5911
Fri May 26 19:06:16 2023,82.6169
Fri May 26 19:36:16 2023,81.1846
Fri May 26 20:06:16 2023,79.6528
Fri May 26 20:36:16 2023,77.6002
Fri May 26 21:06:16 2023,75.9229
Fri May 26 21:36:16 2023,74.6496
Fri May 26 22:06:16 2023,73.4889
Fri May 26 22:36:16 2023,74.9219
Fri May 26 23:06:16 2023,75.4434
Fri May 26 23:36:16 2023,75.4506
Sat May 27 00:06:16 2023,76.6612
Sat May 27 00:36:16 2023,75.2502
Sat May 27 01:06:16 2023,76.3495
Sat May 27 01:36:16 2023,75.3104
Sat May 27 02:06:16 2023,76.648
Sat May 27 02:36:16 2023,76.0576
Sat May 27 03:06:16 2023,76.09
Sat May 27 03:36:16 2023,76.3119
Sat May 27 04:06:16 2023,76.5049
Sat May 27 04:36:16 2023,76.3199
Sat May 27 05:06:16 2023,76.2957
Sat May 27 05:36:16 2023,76.1962
Sat May 27 06:06:16 2023,75.8375
Sat May 27 06:36:16 2023,76.6433
Sat May 27 07:06:16 2023,75.603
Sat May 27 07:36:16 2023,74.4103
Sat May 27 08:06:16 2023,79.1367
Sat May 27 08:36:16 2023,82.6369
Sat May 27 09:06:16 2023,84.3154
Sat May 27 09:36:16 2023,83.8122
Sat May 27 10:06:16 2023,85.8236
Sat May 27 10:36:16 2023,83.7608
Sat May 27 11:06:16 2023,85.2248
Sat May 27 11:36:16 2023,83.9102
Sat May 27 12:06:16 2023,84.0651
Sat May 27 12:36:16 2023,85.0367
Sat May 27 13:06:16 2023,85.6719
Sat May 27 13:36:16 2023,84.6675
Sat May 27 14:06:16 2023,84.3455
Sat May 27 14:36:16 2023,85.5861
Sat May 27 15:06:16 2023,85.7828
Sat May 27 15:36:16 2023,84.6311
Sat May 27 16:06:16 2023,84.7289
Sat May 27 16:36:16 2023,84.3519
Sat May 27 17:06:16 2023,84.4545
Sat May 27 17:36:16 2023,83.0863
Sat May 27 18:06:16 2023,83.7524
Sat May 27 18:36:16 2023,82.971
Sat May 27 19:06:16 2023,81.6186
Sat May 27 19:36:16 2023,79.7655
Sat May 27 20:06:16 2023,75.9656
Sat May 27 20:36:16 2023,73.7038
Sat May 27 21:06:16 2023,75.4629
Sat May 27 21:36:16 2023,75.1704
Sat May 27 22:06:16 2023,75.389
Sat May 27 22:36:16 2023,74.9729
Sat May 27 23:06:16 2023,76.5415
Sat May 27 23:36:16 2023,75.2996
Sun May 28 00:06:16 2023,76.5033
Sun May 28 00:36:16 2023,76.3423
Sun May 28 01:06:16 2023,76.2723
Sun May 28 01:36:16 2023,76.2942
Sun May 28 02:06:16 2023,76.2524
Sun May 28 02:36:16 2023,76.1967
Sun May 28 03:06:16 2023,76.2655
Sun May 28 03:36:16 2023,76.1361
Sun May 28 04:06:16 2023,75.894
Sun May 28 04:36:16 2023,77.0126
