date-time,temperature_f
Sun May 28 05:06:16 2023,76.0389
Sun May 28 05:36:16 2023,76.7266
Sun May 28 06:06:16 2023,76.1572
Sun May 28 06:36:16 2023,76.0641
Sun May 28 07:06:16 2023,76.7712
Sun May 28 07:36:16 2023,75.7374
Sun May 28 08:06:16 2023,79.3093
Sun May 28 08:36:16 2023,82.6824
Sun May 28 09:06:16 2023,83.0985
Sun May 28 09:36:16 2023,85.4296
Sun May 28 10:06:16 2023,84.1286
Sun May 28 10:36:16 2023,84.6704
Sun May 28 11:06:16 2023,84.7922
Sun May 28 11:36:16 2023,85.5138
Sun May 28 12:06:16 2023,85.4286
Sun May 28 12:36:16 2023,85.2023
Sun May 28 13:06:16 2023,84.9829
Sun May 28 13:36:16 2023,85.3419
Sun May 28 14:06:16 2023,85.4118
Sun May 28 14:36:16 2023,84.5023
Sun May 28 15:06:16 2023,84.7053
Sun May 28 15:36:16 2023,84.7357
Sun May 28 16:06:16 2023,84.1115
Sun May 28 16:36:16 2023,85.075
Sun May 28 17:06:16 2023,83.86
Sun May 28 17:36:16 2023,83.9175
Sun May 28 18:06:16 2023,85.1707
Sun May 28 18:36:16 2023,85.77
Sun May 28 19:06:16 2023,84.3332
Sun May 28 19:36:16 2023,81.2768
Sun May 28 20:06:16 2023,79.0351
Sun May 28 20:36:16 2023,77.0645
Sun May 28 21:06:16 2023,75.6721
Sun May 28 21:36:16 2023,74.636
Sun May 28 22:06:16 2023,74.1817
Sun May 28 22:36:16 2023,73.8792
Sun May 28 23:06:16 2023,73.6102
Sun May 28 23:36:16 2023,73.3175
Mon May 29 00:06:16 2023,76.1585
Mon May 29 00:36:16 2023,73.554
Mon May 29 01:06:16 2023,75.9004
Mon May 29 01:36:16 2023,74.2673
Mon May 29 02:06:16 2023,75.0119
Mon May 29 02:36:16 2023,75.5673
Mon May 29 03:06:16 2023,75.4811
Mon May 29 03:36:16 2023,75.8615
Mon May 29 04:06:16 2023,76.1537
Mon May 29 04:36:16 2023,75.8539
Mon May 29 05:06:16 2023,75.5926
Mon May 29 05:36:16 2023,75.1685
Mon May 29 06:06:16 2023,76.8889
Mon May 29 06:36:16 2023,75.4891
Mon May 29 07:06:16 2023,75.4089
Mon May 29 07:36:16 2023,75.7815
Mon May 29 08:06:16 2023,81.3319
Mon May 29 08:36:16 2023,82.5702
Mon May 29 09:06:16 2023,84.1144
Mon May 29 09:36:16 2023,82.0274
Mon May 29 10:06:16 2023,82.314
Mon May 29 10:36:16 2023,83.4339
Mon May 29 11:06:16 2023,84.3055
Mon May 29 11:36:16 2023,85.3473
Mon May 29 12:06:16 2023,85.4744
Mon May 29 12:36:16 2023,85.5272
Mon May 29 13:06:16 2023,84.6535
Mon May 29 13:36:16 2023,83.8642
Mon May 29 14:06:16 2023,84.1327
Mon May 29 14:36:16 2023,84.531
Mon May 29 15:06:16 2023,84.3519
Mon May 29 15:36:16 2023,84.7685
Mon May 29 16:06:16 2023,84.3352
Mon May 29 16:36:16 2023,85.0593
Mon May 29 17:06:16 2023,84.0575
Mon May 29 17:36:16 2023,83.5561
Mon May 29 18:06:16 2023,84.7264
Mon May 29 18:36:16 2023,84.4505
Mon May 29 19:06:16 2023,82.2037
Mon May 29 19:36:16 2023,81.6692
Mon May 29 20:06:16 2023,78.9892
Mon May 29 20:36:16 2023,76.7224
Mon May 29 21:06:16 2023,74.884
Mon May 29 21:36:16 2023,73.5576
Mon May 29 22:06:16 2023,75.046
Mon May 29 22:36:16 2023,74.8019
Mon May 29 23:06:16 2023,75.3374
Mon May 29 23:36:16 2023,75.366
Tue May 30 00:06:16 2023,75.1866
Tue May 30 00:36:16 2023,76.6286
Tue May 30 01:06:16 2023,75.4413
Tue May 30 01:36:16 2023,76.2194
Tue May 30 02:06:16 2023,75.4096
Tue May 30 02:36:16 2023,76.7494
Tue May 30 03:06:16 2023,75.9947
Tue May 30 03:36:16 2023,75.6209
Tue May 30 04:06:16 2023,76.5283
Tue May 30 04:36:16 2023,76.3191
Tue May 30 05:06:16 2023,76.467
Tue May 30 05:36:16 2023,76.1167
Tue May 30 06:06:16 2023,75.9913
Tue May 30 06:36:16 2023,75.7685
Tue May 30 07:06:16 2023,73.3506
Tue May 30 07:36:16 2023,74.5386
Tue May 30 08:06:16 2023,76.9293
Tue May 30 08:36:16 2023,80.4994
Tue May 30 09:06:16 2023,84.5075
Tue May 30 09:36:16 2023,85.2171
Tue May 30 10:06:16 2023,84.3016
Tue May 30 10:36:16 2023,84.9351
Tue May 30 11:06:16 2023,84.3326
Tue May 30 11:36:16 2023,85.3174
Tue May 30 12:06:16 2023,85.8932
Tue May 30 12:36:16 2023,84.9339
Tue May 30 13:06:16 2023,85.6404
Tue May 30 13:36:16 2023,85.0636
Tue May 30 14:06:16 2023,85.0094
Tue May 30 14:36:16 2023,85.669
Tue May 30 15:06:16 2023,84.9549
Tue May 30 15:36:16 2023,83.7138
Tue May 30 16:06:16 2023,84.5695
Tue May 30 16:36:16 2023,83.9275
Tue May 30 17:06:16 2023,84.8587
Tue May 30 17:36:16 2023,82.8159
Tue May 30 18:06:16 2023,84.6634
Tue May 30 18:36:16 2023,84.2777
Tue May 30 19:06:16 2023,84.2031
Tue May 30 19:36:16 2023,83.1489
Tue May 30 20:06:16 2023,80.962
Tue May 30 20:36:16 2023,79.2069
Tue May 30 21:06:16 2023,77.7148
Tue May 30 21:36:16 2023,76.5657
Tue May 30 22:06:16 2023,75.8564
Tue May 30 22:36:16 2023,75.4604
Tue May 30 23:06:16 2023,74.9422
Tue May 30 23:36:16 2023,74.3942
Wed May 31 00:06:16 2023,73.9969
Wed May 31 00:36:16 2023,73.8138
Wed May 31 01:06:16 2023,73.6111
Wed May 31 01:36:16 2023,73.4119
Wed May 31 02:06:16 2023,73.4096
Wed May 31 02:36:16 2023,75.5382
Wed May 31 03:06:16 2023,74.0815
Wed May 31 03:36:16 2023,75.5727
Wed May 31 04:06:16 2023,75.3182
Wed May 31 04:36:16 2023,73.9546
Wed May 31 05:06:16 2023,75.9045
Wed May 31 05:36:16 2023,74.7352
Wed May 31 06:06:16 2023,74.7864
Wed May 31 06:36:16 2023,73.1895
Wed May 31 07:06:16 2023,73.1722
Wed May 31 07:36:16 2023,73.8112
Wed May 31 08:06:16 2023,75.0201
Wed May 31 08:36:16 2023,76.0253
Wed May 31 09:06:16 2023,76.4952
Wed May 31 09:36:16 2023,77.7277
Wed May 31 10:06:16 2023,82.1543
Wed May 31 10:36:16 2023,82.8262
Wed May 31 11:06:16 2023,82.6827
Wed May 31 11:36:16 2023,84.6487
Wed May 31 12:06:16 2023,85.6166
Wed May 31 12:36:16 2023,85.0432
Wed May 31 13:06:16 2023,85.0899
Wed May 31 13:36:16 2023,85.3249
Wed May 31 14:06:16 2023,85.4239
Wed May 31 14:36:16 2023,85.2976
Wed May 31 15:06:16 2023,84.5024
Wed May 31 15:36:16 2023,84.9819
Wed May 31 16:06:16 2023,83.8224
Wed May 31 16:36:16 2023,83.3647
Wed May 31 17:06:16 2023,85.3982
Wed May 31 17:36:16 2023,85.8379
Wed May 31 18:06:16 2023,84.215
Wed May 31 18:36:16 2023,83.0567
Wed May 31 19:06:16 2023,81.4728
Wed May 31 19:36:16 2023,80.5062
Wed May 31 20:06:16 2023,79.2736
Wed May 31 20:36:16 2023,77.7446
Wed May 31 21:06:16 2023,76.3647
Wed May 31 21:36:16 2023,75.3238
Wed May 31 22:06:16 2023,74.4794
Wed May 31 22:36:16 2023,73.7628
Wed May 31 23:06:16 2023,75.1913
Wed May 31 23:36:16 2023,74.2634
