"","mtstpEii125","mtstp3ci13","mtstpEci42","mtstp5iu98","mtstp3cu2","mtstp5cu17","mtstpLiu130","mtstpLiu133","mtstpEcu38","mtstpAci74","mtstpLci58","mtstpAiu148","mtstpAci73","mtstp5iu100","mtstpLiu131","mtstpEci41","mtstpEii122","mtstpAiu147","mtstpLci64","mtstp3ci12","mtstp5ii105","mtstpEiu115","mtstp3cu8","mtstp3ci9","mtstp3ii90","mtstp3iu83","mtstpLii137","mtstpLcu53","mtstpAcu66","mtstp5cu18","mtstpEcu36","mtstp5cu21","mtstpLii140","mtstp3iu84","mtstp3iu82","mtstpAiu146","mtstp3cu3","mtstp5ii108","mtstpAci76","mtstpEiu113","mtstp5ci28","mtstpAii157","mtstp5ci26","mtstpAcu69","mtstpAcu68","mtstp3iu81","mtstpEiu117","mtstpEii123","mtstpLcu49","mtstpAcu67","mtstp3ii92","mtstpEiu114","mtstpEci44","mtstpLci57","mtstpLcu56","mtstpAiu145","mtstp3cu4","mtstpLcu50","mtstp5ci27","mtstp5ii112","mtstpAci75","mtstpEii124","mtstp3cu5","mtstpAii156","mtstpLiu135","mtstpAiu149","mtstp3iu85","mtstpAii155","mtstp3ii89","mtstpEcu34","mtstp3ii94","mtstp3ci10","mtstp5cu19","mtstpEcu33","mtstpAii154","mtstp5cu20","mtstp5iu97","mtstpEci45","mtstpEci43","mtstpLiu129","mtstp5iu99","mtstp5ci25","mtstpLii141","mtstp5iu101","mtstpEii121","mtstp3ci11","mtstpLii138","mtstpLci60","mtstpAcu65","mtstpEcu35","mtstpEiu116","mtstpAii153","mtstpAci77","mtstpLcu52","mtstp5ii107","mtstp5ii109"
"mtstpAcu68",1228464.0632512,1025165.00612282,1141427.08170668,1131257.06900844,1039045.85576579,1121450.65196756,826937.333026381,949766.290186217,1109622.28862993,487877.949431559,769763.991735245,359831.222932369,496654.879018091,1143880.56219796,801374.21426618,1205847.38100055,1262426.71167153,389408.719338496,779989.342277631,1050242.19907943,1132047.55067142,1191116.27476513,1027341.59561273,1032025.93741722,1053529.11015074,1047821.42803368,966533.875915438,983556.625603018,424811.545125884,1157347.61383909,1094583.19488188,1138898.28561851,863328.226588728,1043074.65332363,1038695.86203566,485051.648180379,1028375.79049634,1152793.79743715,410271.186270213,1186511.6218386,1152874.52083667,467044.216523651,1158033.88863138,424969.515976744,0,1032644.46439976,1115249.34102517,1121887.43007726,810627.259629386,657733.829844938,1052651.60988767,1212515.81294929,1220157.74264524,850302.975833725,884357.267092899,510390.032125874,1038843.14402103,816781.871171993,1156545.35182264,1137997.92877443,414148.426798443,1147382.31468766,1018591.66271491,766218.88906969,890914.784326585,449948.504859704,979530.910807032,486294.108098416,1024542.61620274,1189329.94953439,1031216.99772202,1083831.09993414,1141653.15075302,1138101.94321759,341356.43164324,1151146.63930113,1104458.02584253,1154142.81002943,1157403.72408794,851674.576332811,1097980.28112068,1161381.6708128,784205.337763253,1160296.93271823,1141923.48546818,1030043.72623378,868917.045766125,960503.381073773,545856.962182716,1135453.53693319,1147675.07477271,435223.729628436,505130.813620186,884950.39752771,1117936.58129719,1152256.38394326
"mtstp3iu81",1284695.91932523,210822.497906785,1168309.96440974,616339.903652707,157696.673491115,591798.735300303,946265.672025096,1042103.36704757,962585.901486486,1202512.16860755,1091666.38291015,1083948.49749004,1208668.27419308,646860.838367041,1187062.04835681,1257608.54820627,1306970.97044947,1159810.53560109,976152.273702117,253895.20513137,792008.602580037,1223746.00886121,242151.018201325,183042.98645158,255059.51213149,125040.189546392,992047.292869361,1257965.46231248,1200597.75790438,772599.391269535,1086603.07958106,629469.319657432,916518.978631741,172092.124338943,168210.400578522,1133178.36143335,178154.198121393,797304.761254666,1154385.21961613,1170589.19015163,709669.754880072,1136962.41114091,817328.398658519,1163361.81083913,1032644.46439976,0,1069384.30654412,1059946.60761611,967290.797506089,1308722.09931282,201897.27972658,1274088.11685832,1248586.38527961,990229.517198891,1035659.27143756,1215568.15029913,209119.702645382,1127796.29238999,662925.99548938,768063.002402224,1134425.69199755,1184495.08366915,223416.436490693,1353755.11195201,1022512.04837877,1200098.11539423,551568.635218859,1181661.14591782,581622.040173383,1240854.79454924,235897.891160719,293396.355474973,723410.916915368,1088872.06470403,1120534.31916376,595231.014147935,709363.386108833,1165167.39123839,1129783.8173434,1025173.3178486,612858.594717981,797756.423413789,1088381.92168326,841940.653833337,1089682.90086868,225012.687650787,1080276.8948533,1076426.45487042,1191914.47611311,1163377.44596435,1188099.55386194,1121398.00153881,1234290.40859261,957989.529265007,713054.295015858,817283.070488716
"mtstpEiu117",478682.545214422,1074078.99326956,303688.520101359,1182729.3192969,1057204.49854045,1198998.50460284,1079857.28368034,1132863.08568512,263713.988289688,1220051.7250445,1209452.73889349,1080881.92299912,1201735.4563325,1189676.58721051,1338666.9810364,423578.197077873,520989.007542918,1173777.44235454,1021530.49708424,1113375.39607223,1066544.51276709,350204.436956754,1026034.39200589,1084905.03184705,1124095.87808945,1072377.89442703,991295.364925573,1292748.48045811,1228105.46628969,1199261.90046647,168570.351483787,1197160.89110729,1047517.24990271,1076607.76150322,1063715.51157376,1144374.72789182,1083559.76002767,1086420.76718989,1152646.69420182,548588.587321062,1199664.430441,1157985.85049885,1211796.58978036,1155983.44851502,1115249.34102517,1069384.30654412,0,249955.518479192,1084033.91772871,1268923.19129653,1090969.30618273,425486.623287737,404959.432377057,1002915.99549113,1062481.04481457,1209750.25332182,1081732.52849458,1223831.367745,1196938.33439346,962452.738301452,1171889.94507648,269346.208636209,1041963.92788693,1325594.14388191,1008237.20538493,1192988.53549173,1147489.28443027,1145643.20572447,1179723.19511783,391963.359525697,1102624.19073121,1122533.25329648,1187646.10705466,269894.982270224,1136057.72903619,1194897.6919327,873301.396569857,259611.21649477,249309.756028883,1147486.44822728,1174395.54855246,1163082.16901802,1212031.53107502,1186572.89769943,222453.438390914,1086210.20538064,1154435.50139649,1184621.64844585,1217226.38893511,251924.746355861,280537.943124373,1128439.29165994,1224278.01325424,1077785.99311144,1181563.63964236,1161558.65599434
"mtstpEii123",563530.509068155,1062607.87889608,404452.443079595,1171303.03064754,1051900.64048717,1190827.9384798,1090466.54583624,1145290.94675241,321066.03167296,1208633.51116168,1204902.55132638,1117329.24807724,1202023.37424866,1176408.91396856,1341988.16525238,503743.823848904,596812.210060071,1180548.66084402,1040846.18924018,1097809.98233736,1004830.59758916,372352.646482848,1018089.93100584,1067139.35691268,1106150.64078921,1063750.05532749,1013950.62649619,1305880.65629862,1229758.75209715,1171303.30994496,248894.992477366,1184016.72713897,1047615.61891211,1071759.85938292,1056041.83456835,1139927.20277645,1075253.56490843,1037439.31422265,1175501.19071966,491693.863080806,1172228.50599548,1141248.52815517,1157339.25764161,1189437.18161411,1121887.43007726,1059946.60761611,249955.518479192,0,1097116.04692449,1279223.13964619,1072552.14874122,506821.999812843,510320.257095302,1038619.06187766,1107115.76407314,1228399.45168797,1077029.01431458,1252647.25213451,1175320.77355938,884588.104865326,1193214.11753407,362969.31111164,1037363.82072935,1318101.45798569,1063808.95809935,1221145.55274421,1143022.01779451,1169581.1917131,1159139.0525284,452095.7156552,1087449.90067654,1105180.11679901,1158961.08837073,230410.121814145,1143889.55583119,1185445.45765134,805779.917020743,343018.588246116,322520.557060236,1155985.32459717,1164165.2301798,1107173.51747508,1208559.87917167,1149845.59976832,233885.115626601,1066397.83909054,1190998.76397857,1192621.7269831,1213974.80415412,340308.20979077,424145.831052656,1121249.84970133,1235218.25070778,1093151.84549068,1145062.68893857,1108158.74110496
"mtstpLcu49",1227726.0344482,960978.014932004,1136995.13993339,1107398.49085577,973964.579128076,1093237.15396312,351199.964726509,359907.586922861,1053344.17655542,959112.256742896,433729.969830992,871776.792131986,965061.313791281,1115454.43174966,680652.798588732,1194688.00004246,1257784.42536144,906938.092007828,243950.339889861,989134.699540036,1126002.49921802,1191660.44498428,956107.58700991,974081.303670403,995633.862490001,981856.276260882,515827.530026034,608007.435269251,932624.285448059,1154720.58311779,1072979.54392457,1114513.04832997,306176.13042703,981885.012641944,958678.357019895,898184.201686514,964738.817771131,1141450.74466251,916339.21113867,1184702.83497674,1129561.595195,904284.721502253,1156877.72101525,914374.991236073,810627.259629386,967290.797506089,1084033.91772871,1097116.04692449,0,1062444.80855967,991918.532355936,1213274.53778616,1200671.57465503,336658.500432538,320735.908029936,951684.637374502,985802.549043362,438683.065092382,1137436.21478814,1105564.123236,865001.789799827,1148528.95350772,948926.015477533,1104257.24263234,380432.209640588,954832.925887052,895775.833755094,947509.573331757,938730.702866634,1190933.48277666,972947.933716615,1029445.33689242,1125991.2004092,1113553.87345786,892233.938307238,1118051.14599924,1064324.67242176,1139654.76765961,1117207.73278281,252004.602317597,1076316.69689291,1159100.73134566,475995.426719313,1167892.60864205,1108054.56904249,977170.025621327,391807.23253465,339198.056514816,947821.852217778,1127940.22864125,1150921.68043155,876089.175765691,993903.973545005,269340.450585714,1119322.61597836,1130621.41162218
"mtstpAcu67",1259511.14897246,1304683.74557002,1196095.44187217,1351742.84478107,1312060.86777255,1343637.30938355,1056693.86827928,1122129.79538973,1295547.21050664,285535.721350615,977532.595947401,510631.820047853,287197.034963479,1359175.43804973,1009814.99588649,1240843.63504673,1273828.51071899,417053.451672745,990214.231974701,1320061.12316761,1365077.9920164,1263816.09249773,1300166.31376558,1307651.48910531,1318734.7078225,1316432.80626146,1146776.6832662,1020909.08680402,348296.522416232,1369459.05939405,1242238.64322861,1351307.19697092,1084710.84618838,1314465.95190777,1312903.62195506,343911.893168748,1300210.26942335,1382521.7272335,442820.214158294,1220938.27131369,1362115.64753479,424985.688795625,1369435.02615429,411242.625210725,657733.829844938,1308722.09931282,1268923.19129653,1279223.13964619,1062444.80855967,0,1318708.02578686,1231393.48992957,1261954.24603019,1022594.37257185,1050456.98915961,275749.30049648,1310101.32221939,976843.078520028,1365765.01272317,1376879.92678263,655653.267251453,1227553.6233058,1296101.8475942,260074.199717475,1069107.32485688,311597.088485189,1234880.83410431,336160.667752952,1263783.39920226,1232346.30396082,1301191.52627236,1332268.85158718,1357969.9846527,1243881.94413609,449854.147137616,1362677.45128254,1362615.69841191,1228066.67477038,1232322.238581,1058318.74629044,1326497.00800542,1375767.08259229,978326.352031247,1376281.60769722,1262656.24781215,1301636.38153401,1029651.21131648,1138682.79386141,330687.025191298,1205432.87064059,1215205.04977464,385419.5672743,270457.396902466,1101850.54488839,1341769.67423911,1373297.02239175
"mtstp3ii92",1291596.23273666,243475.473399092,1179915.89458252,616602.534833371,259807.587034113,592054.426830873,972155.48221779,1057803.06638308,992231.241848664,1210801.60220731,1100095.92826411,1099334.49074737,1212788.46513919,641911.500905289,1202819.74005399,1269143.74706924,1316749.36015828,1178222.30731778,985096.257223756,178303.858112204,782643.595685552,1243738.17501891,339209.739472299,194438.191432031,216972.987554911,173047.947181097,997141.542778888,1268381.77036648,1216524.59988165,776848.50953917,1108776.7912255,615134.948656992,924427.946576801,188276.083733518,226183.948000212,1150631.08727937,201280.918333641,784288.999067467,1163500.02801225,1189280.92925523,671241.788119495,1144225.60753615,792408.972206381,1179733.11645645,1052651.60988767,201897.27972658,1090969.30618273,1072552.14874122,991918.532355936,1318708.02578686,0,1292904.82773304,1257689.00645837,998857.820061904,1055617.72454063,1230465.35144156,219577.600794965,1146486.9912481,632428.514360311,796910.286989846,1144231.30324675,1194128.53356718,288741.070309231,1356598.55899787,1037102.34531525,1214075.85229425,560052.911003021,1187571.62638161,575463.509444512,1259620.42010099,184301.778045062,226550.950892871,735960.566390954,1114690.07344057,1128597.74658567,597783.256735113,755544.41878679,1175656.75463847,1143845.62401635,1046228.18264261,603942.629431922,787241.382018153,1096940.63292428,830367.486552374,1102748.74535174,207378.009458488,1086485.29958252,1079584.78440539,1203347.59575137,1183775.42485843,1203415.66209842,1129842.39961571,1237993.79004283,980747.002901481,702861.56907323,795879.465974684
"mtstpEiu114",221452.448764935,1288170.40514384,299940.737233633,1341298.60532525,1267734.15255439,1356793.06311275,1217486.0314701,1245700.13237732,567433.612345621,1180917.77737869,1274240.0956529,1181859.25435587,1187766.38092386,1348420.32439369,1381717.15457312,154933.973607256,262551.973255766,1197495.0914636,1176808.98657529,1313831.47617499,1222893.02687951,252209.6691603,1246149.79509258,1286813.17831565,1322157.65180142,1279003.41448773,1183382.42888293,1338986.90678529,1240154.65927146,1320200.53076648,401776.542629548,1358414.06327031,1212443.77610151,1281612.61234273,1271350.86843288,1148689.6611207,1281228.13094226,1246578.57230767,1208762.17677541,511999.040328894,1355409.87418731,1173976.81656843,1336291.26324798,1215002.07816336,1212515.81294929,1274088.11685832,425486.623287737,506821.999812843,1213274.53778616,1231393.48992957,1292904.82773304,0,229104.340707028,1192490.25482626,1210721.86792818,1235827.65702327,1285845.35607644,1312784.24396233,1361445.94212905,1181995.54691638,1252573.66471196,265060.802012666,1258286.60561985,1218027.0582002,1192420.18678905,1231197.75360604,1313515.18358272,1204854.3428131,1336780.73603177,127391.861799985,1304731.20411127,1314071.13942958,1324825.80574495,383335.070522215,1199230.07651634,1357092.02421082,1149085.84280546,245519.927079605,264122.874550151,1248243.10331496,1328254.5754096,1302798.93297139,1278686.53386308,1307965.18198827,356398.087664521,1282992.16836238,1277250.95632974,1286020.19058487,1168181.07320505,245211.766464046,260772.539580438,1151753.57357912,1208182.68878428,1223114.81591337,1317654.73530273,1308601.18639309
"mtstpEci44",237565.581865328,1251601.39327023,306092.877039013,1347031.17016486,1239641.28305806,1346466.85355913,1211432.71182024,1240087.10117785,524274.974426852,1197861.3374953,1269781.65266769,1191357.56284531,1205660.5195481,1344619.82028399,1393490.93048537,195475.015702777,287729.642849473,1224664.50725495,1157837.97249259,1279315.90925269,1236842.90643942,311063.140770013,1216887.9071726,1252189.09430639,1289656.46970571,1249528.78481,1158079.2838845,1348733.31701296,1259816.75120358,1338996.6358278,376745.432487234,1353417.6195668,1196239.6630806,1252043.08926146,1243627.41856811,1176193.42501666,1255087.53716973,1239992.32139973,1214278.24558529,536428.821134095,1351121.90095659,1180782.87047489,1342238.53921601,1234737.90803312,1220157.74264524,1248586.38527961,404959.432377057,510320.257095302,1200671.57465503,1261954.24603019,1257689.00645837,229104.340707028,0,1163989.16051679,1201404.8545795,1261927.37569387,1259423.81638349,1321238.0931809,1354323.93698363,1177922.87570351,1254941.59576025,274615.443121861,1227923.2789025,1248975.07917775,1184911.1823629,1257256.0311131,1306607.05443474,1222534.57324494,1322016.08677478,234968.059284264,1268607.51178793,1279457.16622351,1341072.84696853,429613.388355926,1207979.23302855,1339737.93976631,1143326.73030251,234034.28958064,246136.790200487,1246588.51112754,1328588.59831161,1309460.02630078,1279804.40516771,1325738.57760278,356144.468489279,1249193.05387829,1280500.18317839,1268985.87599735,1188603.08765439,330342.953093604,287849.254270494,1163245.51125518,1222621.75436528,1212697.8236029,1327829.54200582,1314718.55668005
"mtstpLci57",1191805.8291579,982121.408021925,1038148.28723055,1123662.70098268,989300.282184791,1109492.52072114,387138.03207506,328685.495857783,1007969.47869654,968357.257764639,524739.84234399,813516.398774634,931072.739854449,1122169.78249006,817014.8871181,1160846.39068814,1222962.07439849,923716.391897209,227457.576818561,1004046.27390915,1120322.84291039,1170931.06216773,978964.511471229,989284.00675874,1007361.76092442,997274.409471378,376780.623388744,614296.663912981,923814.996006744,1169312.98439677,1025901.53033958,1126724.9784265,318805.449219502,995036.77193723,972099.77608476,913091.184488363,990475.638035141,1139455.60915765,877089.676623969,1135097.33596686,1124872.16874901,915931.636305341,1169488.11436528,880681.769462478,850302.975833725,990229.517198891,1002915.99549113,1038619.06187766,336658.500432538,1022594.37257185,998857.820061904,1192490.25482626,1163989.16051679,0,225016.367099021,920146.857617484,1008829.89814939,528194.662726557,1131868.8848513,1085525.41709679,864003.376847368,1086461.3501892,972373.289840865,1077193.16504945,316086.579795234,906645.843466894,933433.007438187,878830.180901779,952526.358739112,1164968.93364254,998549.452780327,1032077.00292838,1142586.05918488,1075284.65972668,872190.767201793,1128165.69336382,1052613.98796152,1084555.38794534,1068253.23597893,415538.880710147,1095639.70565066,1162995.16922867,539918.068265277,1178638.23831411,1062614.20292828,991207.620246488,424191.588477876,400489.997869004,936613.740792235,1064668.62274045,1080230.48596,872617.052059289,962323.975924282,291066.20849192,1138967.5931196,1135043.75109389
"mtstpLcu56",1221719.52294578,1036353.29592874,1080593.59676317,1156766.63197707,1036458.13430773,1143543.38350966,392771.58858667,274487.406025159,1079433.81140729,1007461.31585597,575313.134661491,849064.480575226,975796.565117659,1158830.58956459,797152.744159656,1192588.83828366,1253294.74792809,935885.517793427,300326.61856258,1059381.40370293,1158341.39257251,1194100.70835651,1027211.93676383,1044910.96820553,1064149.87910305,1044310.19853683,385688.479685028,591020.393118028,964704.353938816,1190053.67314051,1075283.0273823,1160655.34158013,351296.709449504,1040933.08663423,1018412.55519949,952510.419704485,1035240.28177071,1174729.06212203,922704.25090149,1182265.53885655,1170387.76948508,962924.791094797,1202503.51355456,899977.88786981,884357.267092899,1035659.27143756,1062481.04481457,1107115.76407314,320735.908029936,1050456.98915961,1055617.72454063,1210721.86792818,1201404.8545795,225016.367099021,0,953618.768214209,1052639.16732973,530889.142937264,1177996.87415952,1146646.04610652,887169.07323256,1128605.96437334,1018209.45617986,1130370.94525108,307198.666513068,944317.755628925,970566.326197496,927549.594882612,1007363.57615749,1188173.65760836,1055367.76540002,1089375.93095146,1170108.5473017,1130489.16701298,916590.489310489,1165092.9116503,1106788.35014429,1142093.91185438,1131933.3905808,363525.144532131,1129746.78760801,1200611.35588139,568684.364853404,1192694.35069128,1130163.46170268,1046889.24558027,409402.204877919,340179.845895354,975617.916818576,1103740.25194946,1109320.68306696,928509.525289467,1008554.29021921,241756.709281761,1172034.74126422,1172284.98646798
"mtstpAiu145",1269148.0637267,1208511.67654112,1190526.36581452,1275023.44533266,1219457.85288255,1266723.131276,952745.200668884,1019798.44671246,1236839.9025469,279982.877399586,866239.078563949,389148.924098187,239163.320651576,1288009.99259045,922694.503576504,1246972.13260293,1282899.00596442,285462.38500186,892535.699155181,1229485.5961738,1292100.53088496,1245850.38450221,1209114.62623255,1213699.92258968,1230709.50114718,1225296.67632132,1052057.09403603,946407.943983462,254890.893713938,1301625.25055205,1191505.94439142,1278780.86753789,978492.828771707,1223235.63065014,1221430.47730378,261644.103340169,1209824.77485233,1312094.62140419,355375.787893073,1230849.56298508,1291211.98449531,330705.668288987,1306290.03834994,277953.884565991,510390.032125874,1215568.15029913,1209750.25332182,1228399.45168797,951684.637374502,275749.30049648,1230465.35144156,1235827.65702327,1261927.37569387,920146.857617484,953618.768214209,0,1218797.85442818,868664.644488976,1297699.86541676,1300482.82032154,565655.211698758,1208164.78767963,1205811.63837916,392899.343133103,973904.913468528,188845.971099114,1139929.56110436,212163.492539651,1172947.0790581,1231474.23340524,1210311.26615465,1251396.51833755,1287978.76972297,1223667.43426741,329685.978363122,1293408.69057286,1279720.68014473,1228007.90527581,1229870.26828936,953847.991599283,1246174.52591345,1311188.69118895,862459.247873398,1307412.56234152,1224731.92574642,1210284.53617244,922528.770247221,1042234.23236148,312209.339018912,1185221.58583273,1192792.40802041,250386.403561364,275845.546261132,990571.016451055,1272270.50902332,1306639.9703758
"mtstp3cu4",1290383.74886539,237405.802993677,1181905.76095221,644970.838043481,223216.975012051,611808.821165131,962452.967705078,1056506.5956173,979313.239134819,1210711.97774565,1107786.69046464,1087371.39808127,1199310.88004019,663651.041636704,1202996.26657186,1269290.34288097,1317693.56796049,1167370.45004144,994734.966918431,214735.447946604,787323.743986832,1239722.83921301,290733.799464178,179935.265963125,278758.676553069,183926.920395012,1010912.16504505,1264898.10478316,1211010.43458507,766064.5341748,1101311.52521107,637439.337379465,933948.652490075,185274.401621427,225027.9263556,1137383.51769008,158248.686777479,801604.060137549,1157723.06760487,1185137.68467544,706682.721652234,1143267.40216089,827856.273492965,1169369.11708257,1038843.14402103,209119.702645382,1081732.52849458,1077029.01431458,985802.549043362,1310101.32221939,219577.600794965,1285845.35607644,1259423.81638349,1008829.89814939,1052639.16732973,1218797.85442818,0,1142256.75889329,665444.360058715,797400.999275541,1136984.12718062,1195450.03528384,219844.252161911,1352843.82855422,1028396.61445055,1204404.7217121,563169.193769695,1183478.13424541,600311.423613709,1253585.46965057,246960.570776037,259646.219329426,739096.829027706,1105928.16790479,1117112.73195797,603349.186649571,741132.310443333,1177672.15424452,1145245.87593333,1042695.75448729,634614.197230217,800790.841540416,1102960.40953578,847132.58752215,1107464.27729242,213281.567977686,1093536.07748153,1088758.34902162,1193937.68179977,1176723.29361606,1193931.30987124,1128678.04264391,1232050.03797767,974006.444641908,728334.534104255,841712.656161127
"mtstpLcu50",1327457.25576715,1117842.96878093,1235699.22684805,1215542.47709007,1137363.66240838,1201004.2385754,572715.71859487,568710.33255497,1240182.07623628,912944.764588579,222415.411553279,817075.498488543,889499.869612215,1227482.07297746,484419.084552454,1309374.71951352,1345869.96207408,848646.948132738,475991.238058982,1136141.53261608,1255088.52198069,1303833.54086491,1132458.5855827,1129313.67686937,1143624.60233509,1142540.70027961,697055.768709444,382941.405225662,861274.653036494,1252344.02070964,1228007.49905594,1220213.63417399,548546.979753427,1142233.623761,1122391.11942857,882705.977316902,1120636.89033268,1273078.40341432,833632.277160959,1298068.60266541,1232332.92352545,883017.185904643,1255013.38190846,827952.308814952,816781.871171993,1127796.29238999,1223831.367745,1252647.25213451,438683.065092382,976843.078520028,1146486.9912481,1312784.24396233,1321238.0931809,528194.662726557,530889.142937264,868664.644488976,1142256.75889329,0,1240251.41173987,1266193.80497652,802533.371750583,1259043.73386297,1115494.69903829,1055140.95803865,554908.23837266,861749.231213738,1025276.07199202,873575.61832138,1015312.21672502,1298570.13756398,1127694.81724802,1179040.80984187,1228821.85484928,1277727.07570787,830661.874481386,1237499.29095134,1243785.1453962,1278160.09079747,1278388.87383769,347472.469067797,1190885.25733862,1270021.24991777,287865.740434385,1256911.68585197,1272314.40936105,1129267.23246875,349313.40308829,522479.360104036,909720.559356645,1242316.22276984,1241791.1790775,860138.984970088,919319.354614556,519354.194072157,1222941.034476,1240349.52719084
"mtstp5ci27",1347297.32301117,683771.715051592,1300198.92101717,259953.599612368,664119.595338218,237621.493790743,1109923.91144707,1159420.1419803,1138595.15954083,1283653.50448263,1204577.1168399,1204637.56467027,1286125.804384,232346.547528416,1290674.19573383,1347433.6542469,1389723.18109606,1251250.66742693,1123831.53563812,669892.696299665,693775.702206388,1312311.91048236,707363.618075088,652209.249051582,681916.928611704,656527.576056698,1127744.26697399,1324474.1804489,1290419.84736353,465556.433984102,1232804.05874639,213444.076898559,1082454.67169502,650568.186408197,657579.554003857,1231554.75939266,645272.666419638,698617.528893292,1245759.05708812,1250129.91108141,207420.215305348,1221862.9708038,522520.400310917,1271254.4614668,1156545.35182264,662925.99548938,1196938.33439346,1175320.77355938,1137436.21478814,1365765.01272317,632428.514360311,1361445.94212905,1354323.93698363,1131868.8848513,1177996.87415952,1297699.86541676,665444.360058715,1240251.41173987,0,797648.558354702,1235305.67390207,1282566.76480204,678535.936016311,1407521.09932651,1150607.76067086,1290587.14524184,713940.935788339,1259603.10304254,726007.646625884,1343775.10919899,678256.846761001,646306.927401527,449436.312883555,1207283.45366216,1214933.35998085,326864.724972386,866066.085841334,1253440.76690334,1254167.21604183,1166716.70039757,248928.966426866,591731.131334603,1197238.22385553,602458.858081994,1211488.65552462,641738.218280746,1207043.27881432,1182268.3369669,1274593.53531021,1258493.48945149,1303397.65338361,1219588.4592984,1302302.12615306,1121428.41798951,451291.65461254,635142.578072107
"mtstp5ii112",1190273.60370227,797577.067084433,1099298.77999197,749889.917190964,768973.365820806,813743.314764385,1093914.66110394,1140442.89322208,892467.21408377,1279821.85749847,1221334.05009308,1179331.22362688,1280499.70532883,746429.04542406,1327073.3530422,1169042.44851457,1227655.21697469,1252689.89137499,1092756.3805715,840018.219437703,442422.227731612,1069540.1463448,758305.101343737,797106.937059954,846545.755568324,789767.778219162,1035906.18258089,1350773.84643088,1309154.72192143,685794.302970645,988448.635782028,796502.416368842,1038532.36676514,782911.464785732,795450.987674289,1206517.39440241,789172.176504139,442123.594896068,1234607.8702408,997460.506533758,790012.508359655,1209983.56405483,639837.362534827,1269214.84060145,1137997.92877443,768063.002402224,962452.738301452,884588.104865326,1105564.123236,1376879.92678263,796910.286989846,1181995.54691638,1177922.87570351,1085525.41709679,1146646.04610652,1300482.82032154,797400.999275541,1266193.80497652,797648.558354702,0,1246894.32851773,1071306.13360807,749304.213518296,1418884.67222052,1105475.87912374,1296972.00183454,937302.190862428,1243323.37816901,958930.435050521,1144859.20856685,831819.843170807,851416.839234723,655707.345865307,940204.766315902,1194053.36183924,837971.439795458,395230.422019092,1040702.04294084,1024711.33780806,1159112.23675585,766111.31952407,542131.940002287,1216707.04363632,617586.708584095,955138.415709083,763982.899816292,1200270.80021373,1180562.2234694,1282157.41844443,1049030.04767643,1102076.49457243,1187950.2650146,1310356.25090186,1085458.73945076,630251.290239409,526155.408151651
"mtstpAci75",1253467.26891168,1118773.10948835,1152898.88170692,1215915.67173512,1146941.58346635,1203070.38864704,875839.309903921,981745.114250144,1197266.41393487,527285.362896816,782708.585882011,436255.348642063,521659.987184657,1228668.78210555,714431.595600451,1239410.28270333,1281774.47708676,487178.097232067,836821.365028935,1138191.45281659,1222986.99273102,1244976.23956666,1133240.85709632,1122974.13833737,1143924.76294171,1150777.9625661,1002035.80178007,990372.099978825,478356.247641196,1236541.4093261,1164944.23352136,1219658.88704437,904617.071377247,1143596.2057242,1135653.36509222,598989.077198728,1127707.09629571,1243410.10304941,405311.595856638,1223355.09831903,1225598.26616216,541401.028426297,1228495.80880674,499752.824280532,414148.426798443,1134425.69199755,1171889.94507648,1193214.11753407,865001.789799827,655653.267251453,1144231.30324675,1252573.66471196,1254941.59576025,864003.376847368,887169.07323256,565655.211698758,1136984.12718062,802533.371750583,1235305.67390207,1246894.32851773,0,1192085.06166091,1117071.65092454,804220.524913665,928187.483646923,512664.934892515,1060325.4437857,548619.704205939,1102179.15505749,1237248.99082808,1119846.70415147,1174308.57020917,1222788.37319752,1207813.75763271,441062.446954254,1231906.86258638,1230633.02960393,1206675.68923947,1208894.2227324,885298.795998261,1183696.18061497,1241079.0568772,796913.946695903,1234847.5389855,1198231.02706108,1118848.64886377,846710.242583276,975228.073849256,586824.439457497,1182767.99978759,1172776.44054873,548449.156449117,519790.907060914,921566.802113094,1191755.35500214,1222606.19380588
