"","mtstpEii125","mtstp3ci13","mtstpEci42","mtstp5iu98","mtstp3cu2","mtstp5cu17","mtstpLiu130","mtstpLiu133","mtstpEcu38","mtstpAci74","mtstpLci58","mtstpAiu148","mtstpAci73","mtstp5iu100","mtstpLiu131","mtstpEci41","mtstpEii122","mtstpAiu147","mtstpLci64","mtstp3ci12","mtstp5ii105","mtstpEiu115","mtstp3cu8","mtstp3ci9","mtstp3ii90","mtstp3iu83","mtstpLii137","mtstpLcu53","mtstpAcu66","mtstp5cu18","mtstpEcu36","mtstp5cu21","mtstpLii140","mtstp3iu84","mtstp3iu82","mtstpAiu146","mtstp3cu3","mtstp5ii108","mtstpAci76","mtstpEiu113","mtstp5ci28","mtstpAii157","mtstp5ci26","mtstpAcu69","mtstpAcu68","mtstp3iu81","mtstpEiu117","mtstpEii123","mtstpLcu49","mtstpAcu67","mtstp3ii92","mtstpEiu114","mtstpEci44","mtstpLci57","mtstpLcu56","mtstpAiu145","mtstp3cu4","mtstpLcu50","mtstp5ci27","mtstp5ii112","mtstpAci75","mtstpEii124","mtstp3cu5","mtstpAii156","mtstpLiu135","mtstpAiu149","mtstp3iu85","mtstpAii155","mtstp3ii89","mtstpEcu34","mtstp3ii94","mtstp3ci10","mtstp5cu19","mtstpEcu33","mtstpAii154","mtstp5cu20","mtstp5iu97","mtstpEci45","mtstpEci43","mtstpLiu129","mtstp5iu99","mtstp5ci25","mtstpLii141","mtstp5iu101","mtstpEii121","mtstp3ci11","mtstpLii138","mtstpLci60","mtstpAcu65","mtstpEcu35","mtstpEiu116","mtstpAii153","mtstpAci77","mtstpLcu52","mtstp5ii107","mtstp5ii109"
"mtstpLci58",1282445.5736741,1072948.62742165,1221764.69054968,1182576.76178537,1101490.33420022,1162982.99509027,582994.759568523,575551.585323058,1193017.90612601,852019.370857914,0,811442.56491994,858467.331367254,1193734.87037941,483140.953890982,1257189.46297559,1302646.12681799,837106.662310889,456054.395148619,1090381.12813392,1208933.36337711,1261007.56895709,1097676.0295574,1083617.05541689,1098231.63744274,1105344.90155671,713920.729145738,438170.593896241,840901.012284366,1215983.1412241,1191718.4781275,1187174.84138048,535571.776184181,1104075.7830217,1085659.09945961,826942.783183723,1084169.84281549,1228164.25237791,816797.301619746,1268213.9492369,1192419.09329022,808570.550255876,1208358.73240018,835126.390556652,769763.991735245,1091666.38291015,1209452.73889349,1204902.55132638,433729.969830992,977532.595947401,1100095.92826411,1274240.0956529,1269781.65266769,524739.84234399,575313.134661491,866239.078563949,1107786.69046464,222415.411553279,1204577.1168399,1221334.05009308,782708.585882011,1230125.5367548,1079560.24320561,1007436.53144632,592016.069197032,869117.353587703,987154.100614218,856722.279539376,960067.26957054,1259623.36959213,1081345.99777557,1132685.28371394,1194022.80146664,1227771.25504617,795848.53374294,1199870.12090135,1207535.86189239,1233169.48640449,1223674.47098618,376025.895080724,1154515.90125598,1223080.86108071,195176.805949688,1220906.93198565,1216239.40912629,1080972.80086481,408669.401598676,522302.988032192,856936.409968152,1224801.13113573,1237249.30986474,783790.324040212,892722.758913915,529527.129157339,1175151.99326322,1195634.13360703
"mtstpAiu148",1206122.07875849,1075613.02257483,1041570.39068302,1182342.57487884,1086478.91674015,1171670.93819581,863030.654586337,965320.660458036,1119043.08882877,397425.955987657,811442.56491994,0,386878.44937194,1191910.82385699,867213.847102285,1179773.8847283,1225770.10573195,361946.72534742,797629.736844523,1099906.34815705,1176875.19295427,1171085.5651204,1075528.56809612,1086957.70911011,1104649.09637051,1093849.2209564,950370.137433756,953364.28846957,369556.327570538,1213532.94729612,1083660.04636511,1189305.73289082,888734.403458453,1094222.81513129,1091501.28129174,372280.768091759,1083320.91059475,1193527.58252991,290921.260715689,1153441.10998708,1199351.65249675,372493.893318732,1212695.13183403,297975.782173266,359831.222932369,1083948.49749004,1080881.92299912,1117329.24807724,871776.792131986,510631.820047853,1099334.49074737,1181859.25435587,1191357.56284531,813516.398774634,849064.480575226,389148.924098187,1087371.39808127,817075.498488543,1204637.56467027,1179331.22362688,436255.348642063,1115672.44147409,1070857.93360509,638225.362705536,798922.809381995,316794.004667136,1038379.89701365,326491.624798728,1080614.74631287,1164258.87973919,1077116.54692714,1129193.07798574,1199327.36480271,1133368.44615303,297662.440783472,1194315.91646784,1150771.52816361,1140507.8603951,1147739.01382751,889487.664392269,1148010.64682024,1209691.52553251,801275.690037267,1206325.99558344,1131168.66426379,1084131.5299064,778357.042201811,981835.167884411,408829.325107311,1098648.31246158,1081648.92377461,359242.669188943,395162.104044115,910511.496970804,1171908.86638158,1201464.13945523
"mtstpAci73",1216775.0038523,1192657.0268118,1153337.26189198,1272725.41335694,1214799.99082182,1262711.22861924,952088.408247523,1034259.24515079,1221499.1955438,197374.825510175,858467.331367254,386878.44937194,0,1282551.72337583,927164.564788698,1195221.73821102,1232606.14688523,313463.77698495,881407.031314349,1212106.05211473,1258431.90955902,1204589.83073583,1201609.61115668,1186720.95409267,1215520.18776208,1219056.78484967,1062359.82467534,966268.323366688,258515.07551085,1280524.46682456,1171581.7051872,1272858.97579605,967213.133173271,1210532.34020062,1214807.81086173,254123.926060902,1200355.36902756,1284179.06166954,251298.55846959,1184185.82146516,1279627.35869291,266042.494242279,1282118.91531389,317628.858230703,496654.879018091,1208668.27419308,1201735.4563325,1202023.37424866,965061.313791281,287197.034963479,1212788.46513919,1187766.38092386,1205660.5195481,931072.739854449,975796.565117659,239163.320651576,1199310.88004019,889499.869612215,1286125.804384,1280499.70532883,521659.987184657,1163281.40087055,1179899.29645356,399299.841178234,990764.719498668,234636.770753594,1140454.45563831,239814.499742741,1174331.29397147,1181811.12160117,1195040.42743717,1237641.90028214,1272905.22660923,1182984.41195144,247564.079572052,1283938.50999391,1264945.82589608,1170362.67910911,1176911.26467608,963752.039655415,1244748.39474316,1285386.65505972,855169.897852959,1287820.19640493,1196613.19283348,1182591.44304415,929960.81082108,1045658.43536028,216151.504235069,1149549.50227829,1165313.49821597,222180.671667227,194080.941973899,1003596.67026472,1246437.77899694,1283753.91137553
"mtstp5iu100",1337234.00312474,707026.154229536,1298993.24621585,170055.02029568,667201.043518632,216082.616543521,1089418.40797953,1138072.07562543,1141324.87668535,1273673.79510204,1193734.87037941,1191910.82385699,1282551.72337583,0,1273595.40591977,1339794.87436811,1378899.22234805,1239515.17691054,1114231.3563152,693601.095263331,612988.710244424,1297219.87578155,729268.129963504,689169.098564598,704942.198673686,647069.87600591,1120584.81043584,1308159.7301296,1274315.65524148,362116.304497271,1222877.59356287,175833.753333163,1072091.89124082,642403.231179045,672922.901086269,1214520.03230396,648293.674903284,606231.514392612,1236297.30398545,1252768.9808927,205613.130723049,1204120.66582868,435574.318826128,1257914.17467349,1143880.56219796,646860.838367041,1189676.58721051,1176408.91396856,1115454.43174966,1359175.43804973,641911.500905289,1348420.32439369,1344619.82028399,1122169.78249006,1158830.58956459,1288009.99259045,663651.041636704,1227482.07297746,232346.547528416,746429.04542406,1228668.78210555,1279115.66022397,679971.293589925,1401717.6145882,1135730.76772543,1275628.87866758,737548.965916371,1256489.42150875,770859.684001785,1329918.36900543,688059.255511368,678992.971886065,329465.050751419,1198190.99450422,1208855.16289818,309412.551073717,878460.797889092,1250082.60764925,1248504.43414465,1144561.78110157,180784.755287322,487172.043073475,1184973.57515706,492207.576231673,1209366.19720158,659274.771761985,1200899.19090682,1171510.93922723,1259176.61142407,1250012.46533621,1295347.36019118,1208733.94949248,1299251.42751392,1099301.40587005,348008.585684774,523665.390511696
"mtstpLiu131",1401994.955971,1172042.01054352,1351817.51820258,1261922.54267518,1198555.70913884,1246580.5855225,662395.007188335,818463.848420105,1324555.79306073,887721.849178581,483140.953890982,867213.847102285,927164.564788698,1273595.40591977,0,1383169.92455128,1408463.83329768,837420.123635942,737456.420269635,1191970.63074941,1309491.66106596,1375196.4225764,1196417.09244917,1184586.81891192,1195594.24470057,1201897.8779894,934092.409530765,720441.784719318,812777.858447305,1297346.6490293,1322383.87161888,1266540.46097751,710245.749889411,1202298.43445694,1181502.110354,920508.971408245,1176995.04544272,1327722.44215661,856432.399263534,1378779.3125097,1280827.82713643,896051.96234008,1290786.98488424,873972.564391289,801374.21426618,1187062.04835681,1338666.9810364,1341988.16525238,680652.798588732,1009814.99588649,1202819.74005399,1381717.15457312,1393490.93048537,817014.8871181,797152.744159656,922694.503576504,1202996.26657186,484419.084552454,1290674.19573383,1327073.3530422,714431.595600451,1359253.43921117,1176667.86194154,1073651.30693749,850614.72470715,893831.108873147,1065165.14613866,949223.393315138,1048309.84674946,1376870.96670916,1174844.04248271,1234998.05069846,1271941.87526295,1356478.00410779,849808.693926666,1285046.1445417,1311865.86733381,1368525.53334054,1357177.241616,621990.324961735,1236178.70657278,1314638.22350853,420627.09941503,1300368.9735628,1350318.58790161,1187285.00727641,654073.352169491,790437.42890426,931757.079002142,1350622.30200481,1356340.01358284,893473.715901644,921634.884512976,739696.013403925,1261930.05813818,1284320.08122238
"mtstpEci41",167923.644915012,1264829.93668743,281409.693067543,1339402.65204783,1249714.5598938,1344652.97613162,1200932.80166692,1227852.79103822,556192.203001997,1186334.2082083,1257189.46297559,1179773.8847283,1195221.73821102,1339794.87436811,1383169.92455128,0,198572.625783754,1208106.86626368,1150471.96619283,1291093.69455787,1223130.61126431,242902.529598543,1226680.37443915,1263686.65261898,1299247.16182265,1260382.94743712,1154455.31503411,1336868.98840648,1250238.91630783,1326705.16186868,391299.948188707,1350275.81242454,1189731.44561141,1263408.65688764,1253393.51762931,1161478.93706278,1264091.19712531,1235749.73204727,1206400.59733061,523427.961013002,1344895.2739789,1172213.7409793,1329568.07256203,1222622.98828204,1205847.38100055,1257608.54820627,423578.197077873,503743.823848904,1194688.00004246,1240843.63504673,1269143.74706924,154933.973607256,195475.015702777,1160846.39068814,1192588.83828366,1246972.13260293,1269290.34288097,1309374.71951352,1347433.6542469,1169042.44851457,1239410.28270333,241085.193268793,1239866.8483882,1216412.69540375,1176657.43509212,1242947.20093767,1300651.99497617,1210872.08235393,1318159.44607967,170799.775326344,1280312.6079006,1288433.64215206,1333419.38412173,390264.848675986,1198907.60576529,1345398.39779143,1141319.26235654,232239.186450728,240840.55699933,1235692.07842452,1324528.62948961,1300153.76378824,1266459.19477225,1311022.99607604,353951.854363323,1258992.42770231,1270993.85696813,1258090.28494662,1178530.77730829,273927.295146384,271811.011793767,1152201.24475739,1212320.33132576,1204025.70022334,1316528.51682989,1303725.50112869
"mtstpEii122",169846.09336656,1312433.43231423,371634.515267642,1385428.61462986,1300538.33800261,1384496.11985613,1263570.51872161,1292680.5326006,659818.086072435,1226249.44191271,1302646.12681799,1225770.10573195,1232606.14688523,1378899.22234805,1408463.83329768,198572.625783754,0,1244215.53280901,1216920.33513927,1337408.59741346,1267617.78791535,307141.785040608,1281839.36076471,1311138.26148487,1345140.37744756,1309059.95798433,1226880.49769011,1361967.09402574,1288455.03084452,1364045.28663733,508523.090396112,1390005.94340109,1257914.2014416,1310900.40140546,1302461.99159028,1206924.92117569,1313691.22403666,1268007.30370859,1251325.97339024,634092.779024504,1378236.73335243,1224192.73830395,1369995.40995775,1257240.52013149,1262426.71167153,1306970.97044947,520989.007542918,596812.210060071,1257784.42536144,1273828.51071899,1316749.36015828,262551.973255766,287729.642849473,1222962.07439849,1253294.74792809,1282899.00596442,1317693.56796049,1345869.96207408,1389723.18109606,1227655.21697469,1281774.47708676,340900.512396826,1290898.67321797,1248807.66848356,1239145.06126378,1280418.48031365,1352722.80025771,1252004.34780233,1370923.22121717,275041.895869782,1326653.24671644,1337304.67709681,1365221.34757997,484631.702531438,1249127.59736421,1393824.41598569,1208989.52144548,333505.028125009,351228.372542021,1296466.39378574,1364449.67911746,1336582.43200494,1312689.6155289,1344887.401816,458551.337904919,1309316.61486585,1307220.69274941,1316685.46307329,1218629.49035313,407579.316436758,322987.711522724,1204409.51257783,1250731.386321,1268932.59891219,1364630.19647968,1338353.14627801
"mtstpAiu147",1228718.63549136,1151860.13507899,1168239.2440634,1226552.83282835,1167345.32127824,1217462.91512058,895333.909937067,996604.229986977,1189829.67936351,305245.510222399,837106.662310889,361946.72534742,313463.77698495,1239515.17691054,837420.123635942,1208106.86626368,1244215.53280901,0,860438.015913265,1173583.96562003,1238459.62469312,1205201.35282272,1158652.78752683,1159641.85202474,1175377.93686192,1172813.73868605,1019368.04508477,953340.774878508,235808.729538076,1254017.5409728,1143720.94941594,1233649.31391244,941367.139473277,1170662.74711749,1166349.94512647,325734.188687768,1156374.20571443,1263888.55222038,308861.52413847,1192856.42980182,1244787.61130329,318417.780523113,1254735.47090944,263611.201202683,389408.719338496,1159810.53560109,1173777.44235454,1180548.66084402,906938.092007828,417053.451672745,1178222.30731778,1197495.0914636,1224664.50725495,923716.391897209,935885.517793427,285462.38500186,1167370.45004144,848646.948132738,1251250.66742693,1252689.89137499,487178.097232067,1171614.32951056,1149747.77082814,503795.037957142,954418.316015113,260183.324882332,1087987.21006299,327382.21554773,1126878.00374136,1194000.27997072,1151421.47992157,1203334.1633445,1239511.11331987,1178804.24989234,265446.755172752,1249063.66107757,1228088.65673385,1188422.17930478,1188457.71970177,913894.273729205,1196229.31355047,1260039.91060104,823940.227391053,1254278.93642351,1176005.13138194,1155273.91651006,917888.256480369,1008736.98182552,350797.779613666,1153087.76606054,1165663.46389892,274524.998283572,330121.299599938,953650.143056822,1220636.8664086,1250109.88557633
"mtstpLci64",1179513.778788,966275.410509119,1066422.66391863,1108143.20260845,978308.976353999,1093541.70592742,332618.044585416,359988.690930292,1017147.46718751,913300.271358686,456054.395148619,797629.736844523,881407.031314349,1114231.3563152,737456.420269635,1150471.96619283,1216920.33513927,860438.015913265,0,987114.156936355,1110118.50483019,1153548.62565843,964510.296734765,975103.898793717,994198.657996537,986633.760665983,466885.503211847,593656.823447307,873632.637946082,1149118.77860736,1022337.9013865,1112440.06748214,284099.595350307,984837.756622749,962812.670530379,850463.999371058,976661.072271054,1129299.14472556,847160.53985491,1133482.99776506,1117203.23635531,859767.750474995,1146625.47387642,846395.045713377,779989.342277631,976152.273702117,1021530.49708424,1040846.18924018,243950.339889861,990214.231974701,985096.257223756,1176808.98657529,1157837.97249259,227457.576818561,300326.61856258,892535.699155181,994734.966918431,475991.238058982,1123831.53563812,1092756.3805715,836821.365028935,1081765.46619241,954962.896483489,1042202.12942047,319602.337399827,885909.637467701,900910.331128545,856925.248125346,930951.219661033,1151148.06948081,981886.800169854,1022700.85611035,1124863.42578458,1075999.4289983,822901.617820512,1113734.19053065,1059246.50720201,1082324.74497617,1070527.88952454,317304.611997088,1079194.44738626,1146866.5451302,465908.394936717,1160797.54427909,1062853.84483232,970833.742172469,365584.18825782,364059.903654041,886487.771229688,1067652.9656757,1093350.56803496,819412.912670508,920198.345691346,313975.396100742,1108912.04673584,1122098.93493867
"mtstp3ci12",1312126.30736004,192536.239049574,1200246.51161174,680886.751346324,285129.866530739,639757.976720579,966260.079268331,1062748.5548572,1013296.74512701,1207774.49308765,1090381.12813392,1099906.34815705,1212106.05211473,693601.095263331,1191970.63074941,1291093.69455787,1337408.59741346,1173583.96562003,987114.156936355,0,844713.913279425,1267277.50366636,335458.639685683,189538.509598509,190581.325394181,230946.840768503,1009903.26813592,1272952.98097284,1212674.90186631,821780.882580162,1132015.03425104,668997.168603888,923974.719636075,256046.556848063,263198.424177098,1151718.48068706,217807.66398101,842929.307196498,1161677.3725199,1209722.46269685,714373.724733236,1142497.40933767,856021.020372429,1176436.44690517,1050242.19907943,253895.20513137,1113375.39607223,1097809.98233736,989134.699540036,1320061.12316761,178303.858112204,1313831.47617499,1279315.90925269,1004046.27390915,1059381.40370293,1229485.5961738,214735.447946604,1136141.53261608,669892.696299665,840018.219437703,1138191.45281659,1217613.92324971,304961.813313727,1356042.19188853,1045866.69844757,1211394.13659641,533201.881008862,1188790.31221474,548457.479724349,1282866.99026134,158964.738797876,210481.339371872,794654.843654569,1140423.54934245,1126924.97834969,634689.546744576,768680.30710864,1199130.46617697,1167692.68440836,1042527.44009502,660235.292031913,831851.674281883,1087839.25352873,895021.005408088,1127224.6681708,250558.096366771,1085051.00909535,1081934.23352538,1205674.84981005,1205344.90696155,1224806.29680857,1129877.79078524,1237330.28973531,981563.018896868,763565.801039937,862159.962553119
"mtstp5ii105",1229143.64165136,819550.60145079,1172366.2749165,604471.655630241,801220.838403602,681564.247156181,1117981.63839133,1154537.32222742,1040822.33289425,1268437.72626144,1208933.36337711,1176875.19295427,1258431.90955902,612988.710244424,1309491.66106596,1223130.61126431,1267617.78791535,1238459.62469312,1110118.50483019,844713.913279425,0,1134834.07801147,810677.187386572,793019.10592593,855329.395896303,798669.504359067,1091659.11621571,1340600.11114132,1291663.83179811,416465.167467227,1084609.58872574,674074.289671577,1084835.8707056,793122.569691206,808168.248191403,1204129.57361302,793359.192770729,222021.041914371,1220343.26379445,1125101.71775528,636576.621867541,1190832.52250604,414173.426292277,1257025.19293649,1132047.55067142,792008.602580037,1066544.51276709,1004830.59758916,1126002.49921802,1365077.9920164,782643.595685552,1222893.02687951,1236842.90643942,1120322.84291039,1158341.39257251,1292100.53088496,787323.743986832,1255088.52198069,693775.702206388,442422.227731612,1222986.99273102,1147504.08337881,762478.896616303,1408121.60851545,1124280.23334844,1284373.35893629,943818.262919321,1243406.94908896,977611.102729065,1201534.77559229,843309.680254225,848843.318320479,436157.10450965,1037084.59129553,1172731.916417,760230.884973969,674937.465392871,1114136.35468663,1108693.24189162,1157884.28529217,620206.997888026,377853.794555847,1204344.37995892,351891.022470162,1061828.59601632,766387.415476829,1200604.90619311,1182732.38339659,1262267.24594675,1109103.88581928,1172478.75420522,1186681.33566253,1291694.05872217,1113851.42056597,415679.731284425,349052.085204623
"mtstpEiu115",290541.180859253,1237539.61784504,307824.354614221,1293683.44080409,1216495.80244435,1307597.00493252,1199836.71331342,1231727.48535773,485060.568854834,1200102.89439145,1261007.56895709,1171085.5651204,1204589.83073583,1297219.87578155,1375196.4225764,242902.529598543,307141.785040608,1205201.35282272,1153548.62565843,1267277.50366636,1134834.07801147,0,1188381.01722477,1239467.9687771,1277287.81544376,1229379.12902943,1159368.11753691,1340272.06194124,1252156.47673979,1259021.32298871,330114.684511496,1308713.77057604,1185468.83595897,1233913.56607898,1219226.96815529,1157522.84716668,1234196.50526634,1161435.5644103,1209589.79638242,533927.096034363,1296889.2361918,1172300.52606992,1268702.7949118,1218900.47135362,1191116.27476513,1223746.00886121,350204.436956754,372352.646482848,1191660.44498428,1263816.09249773,1243738.17501891,252209.6691603,311063.140770013,1170931.06216773,1194100.70835651,1245850.38450221,1239722.83921301,1303833.54086491,1312311.91048236,1069540.1463448,1244976.23956666,217089.203581012,1203583.77709297,1297357.32510086,1165620.60260186,1240050.00087688,1283344.93303706,1211397.36385879,1307334.14654241,218921.107285196,1258373.21881945,1270894.34510707,1264566.45123638,289258.674516846,1201411.50905574,1309782.08779828,1027578.91863413,222463.234370362,243635.916168345,1234405.84843329,1282481.96314539,1229765.98280138,1265065.47063627,1237713.34221276,281697.417663388,1236181.30833087,1259418.49234024,1271604.01348616,1202189.91394839,263158.11698198,250411.008572254,1156590.45055398,1235489.73814812,1204163.37109025,1255219.94557776,1235262.37228595
"mtstp3cu8",1257180.5684132,242838.383698528,1131320.91533854,706842.012059872,200955.569131529,678516.559968226,942213.687890007,1034763.659414,911908.979204066,1200494.72512051,1097676.0295574,1075528.56809612,1201609.61115668,729268.129963504,1196417.09244917,1226680.37443915,1281839.36076471,1158652.78752683,964510.296734765,335458.639685683,810677.187386572,1188381.01722477,0,256347.31657209,337678.605040238,262712.073449682,978177.629488401,1253136.54623654,1206521.14146844,819008.740271139,1040513.55689203,693287.160391151,906056.004603909,281218.752212387,270343.336536102,1127689.22327294,271903.013714727,816983.494721019,1151919.38073231,1136049.18939645,764394.755752359,1134969.25408746,859135.476210662,1160238.48652167,1027341.59561273,242151.018201325,1026034.39200589,1018089.93100584,956107.58700991,1300166.31376558,339209.739472299,1246149.79509258,1216887.9071726,978964.511471229,1027211.93676383,1209114.62623255,290733.799464178,1132458.5855827,707363.618075088,758305.101343737,1133240.85709632,1148355.21440621,199558.237289827,1346486.8408878,1002139.80612168,1198685.95034112,609117.600332167,1170327.53162196,647313.729267824,1209144.14612888,336492.872640817,362503.969823761,789538.015103298,1050851.61870394,1116521.4802449,667068.01538971,641549.530013809,1127789.72062319,1091416.19059392,1022034.38105311,685703.520498409,831292.314764672,1094304.40849958,890383.405395055,1049959.23799633,320627.416778012,1070639.04947112,1072093.02610068,1188787.45485314,1126955.47453381,1150083.9391498,1113727.46557,1228196.61779945,952450.382336427,782944.998183227,868857.594881175
"mtstp3ci9",1288610.94258978,170597.446086746,1173756.29820514,669801.400211031,204059.387797332,627618.681054755,953098.222979084,1050676.06950455,981602.243048594,1195614.63195687,1083617.05541689,1086957.70911011,1186720.95409267,689169.098564598,1184586.81891192,1263686.65261898,1311138.26148487,1159641.85202474,975103.898793717,189538.509598509,793019.10592593,1239467.9687771,256347.31657209,0,207105.06968068,174594.773290068,992238.891129536,1261023.80707305,1200372.77898564,797752.893273425,1101984.19947391,661743.541618028,913738.6320824,196773.530800087,198198.809947659,1137370.41383948,166080.247611562,809616.58244351,1144372.28282872,1186346.91999406,709472.191545764,1132276.81221997,823127.959285058,1161276.12391185,1032025.93741722,183042.98645158,1084905.03184705,1067139.35691268,974081.303670403,1307651.48910531,194438.191432031,1286813.17831565,1252189.09430639,989284.00675874,1044910.96820553,1213699.92258968,179935.265963125,1129313.67686937,652209.249051582,797106.937059954,1122974.13833737,1191048.29472093,236537.178305337,1346477.75743421,1031776.35481606,1199824.47276878,548487.47905266,1175343.53633432,558219.227338428,1254464.81099862,192831.677919143,218863.324011864,766610.908549515,1109795.55167349,1101604.75377143,636864.929091964,724514.732595612,1170998.49118017,1136759.78892921,1031328.14360414,644441.628767842,814753.041049967,1081520.37000048,869506.635805585,1095224.34425564,180917.488458403,1076413.99640425,1073848.11993661,1186932.04901213,1177261.38731344,1196793.84195414,1115724.44566578,1222466.33345094,971307.359069326,737729.119488006,835724.019714374
"mtstp3ii90",1322267.40436895,252807.936901962,1208553.16844646,691608.74664987,304334.074800203,660986.057883865,978138.630139981,1071249.69932094,1021476.00072354,1211305.14651737,1098231.63744274,1104649.09637051,1215520.18776208,704942.198673686,1195594.24470057,1299247.16182265,1345140.37744756,1175377.93686192,994198.657996537,190581.325394181,855329.395896303,1277287.81544376,337678.605040238,207105.06968068,0,242439.18054764,1013366.60447583,1275194.44299414,1214103.02573146,842035.330388151,1141603.19724278,692883.546536596,936777.231805957,277828.484678388,256314.056174924,1153351.93109233,261735.642265432,863615.90547338,1165363.27712153,1209168.70814295,739764.964321313,1146839.38567532,868350.059212994,1178134.43415345,1053529.11015074,255059.51213149,1124095.87808945,1106150.64078921,995633.862490001,1318734.7078225,216972.987554911,1322157.65180142,1289656.46970571,1007361.76092442,1064149.87910305,1230709.50114718,278758.676553069,1143624.60233509,681916.928611704,846545.755568324,1143924.76294171,1227916.87863558,357586.243161152,1358678.27040678,1053244.78155215,1214188.74153175,534272.285144066,1191076.78570392,543121.905062395,1290612.4432808,162049.254506798,237787.038086731,800841.056942373,1148447.99166455,1129798.5590025,663294.739484284,763255.486547229,1210018.34827255,1175235.93881967,1051825.66681232,669049.448821905,862050.561760371,1094998.92683235,908474.686326126,1132750.5521102,286062.24365439,1093144.07118577,1091886.90781187,1208377.9514924,1212567.71060825,1236090.35169065,1133599.95837482,1239563.23267793,995223.930950575,776020.111890626,877648.984053061
"mtstp3iu83",1286942.2018479,227739.923133826,1170075.77455835,626405.371209789,159630.673191932,594206.029371905,960536.955943175,1050720.97879034,966814.931586805,1213804.03022931,1105344.90155671,1093849.2209564,1219056.78484967,647069.87600591,1201897.8779894,1260382.94743712,1309059.95798433,1172813.73868605,986633.760665983,230946.840768503,798669.504359067,1229379.12902943,262712.073449682,174594.773290068,242439.18054764,0,998784.301806556,1264573.50514256,1215654.98444744,785268.740719162,1089501.04306789,630163.019383342,927619.029680407,155566.116858362,148562.725408532,1145184.21972304,167382.688244432,807697.727003624,1168934.11287498,1176476.87692404,699047.68717104,1148366.43003777,820704.706816167,1176498.29599895,1047821.42803368,125040.189546392,1072377.89442703,1063750.05532749,981856.276260882,1316432.80626146,173047.947181097,1279003.41448773,1249528.78481,997274.409471378,1044310.19853683,1225296.67632132,183926.920395012,1142540.70027961,656527.576056698,789767.778219162,1150777.9625661,1188258.87961235,242319.86056034,1360385.31647018,1027956.10448067,1210819.77529831,567734.349489628,1189229.77566321,594124.747704226,1244956.93003706,214083.832025468,249840.482013338,743368.101603537,1094128.0794061,1133503.77290336,609584.108974399,728292.584730353,1169017.18836257,1132437.22432014,1040425.76436038,612769.382612859,812087.861084921,1101854.08427537,846078.89846768,1093510.6902954,221265.657521103,1090532.26615935,1084954.65047352,1203158.84975597,1167337.79506345,1191438.52351618,1129951.49267882,1244739.66439953,969753.026336906,730826.738184442,830634.625218607
"mtstpLii137",1190745.09388709,986484.793265346,1048364.99533963,1127636.79292735,994929.342143654,1114661.57157336,542968.672572476,458431.461012855,985641.919396836,1081168.2385586,713920.729145738,950370.137433756,1062359.82467534,1120584.81043584,934092.409530765,1154455.31503411,1226880.49769011,1019368.04508477,466885.503211847,1009903.26813592,1091659.11621571,1159368.11753691,978177.629488401,992238.891129536,1013366.60447583,998784.301806556,0,762613.718937948,1060532.35478024,1158583.68957998,1014029.58721968,1127561.62433311,443637.259201718,997707.460583383,977357.462401391,1036522.56613452,996070.3460906,1112704.62975004,1002947.79773024,1119098.10051968,1122173.70963069,1030934.77386035,1156627.3006391,1008903.40828422,966533.875915438,992047.292869361,991295.364925573,1013950.62649619,515827.530026034,1146776.6832662,997141.542778888,1183382.42888293,1158079.2838845,376780.623388744,385688.479685028,1052057.09403603,1010912.16504505,697055.768709444,1127744.26697399,1035906.18258089,1002035.80178007,1077752.75765357,972426.873348057,1192782.21772086,473948.961901744,1054041.65954156,953125.155926538,1025790.5122771,974195.02227849,1154420.22608528,1006045.02125692,1034938.1500078,1130586.82577663,1050426.21735497,993733.260387784,1129519.84559671,1002358.60926735,1075395.04828505,1058738.64958879,550516.825852825,1097365.39018237,1138842.90588846,714434.222312637,1160742.73742052,1037812.81851591,989913.092998843,567489.730846375,508484.138654906,1059841.627022,1057113.7006402,1081725.43917507,995024.383168315,1087624.65706091,415915.37182982,1127461.32981175,1103876.42499536
