"","mtstpEii125","mtstp3ci13","mtstpEci42","mtstp5iu98","mtstp3cu2","mtstp5cu17","mtstpLiu130","mtstpLiu133","mtstpEcu38","mtstpAci74","mtstpLci58","mtstpAiu148","mtstpAci73","mtstp5iu100","mtstpLiu131","mtstpEci41","mtstpEii122","mtstpAiu147","mtstpLci64","mtstp3ci12","mtstp5ii105","mtstpEiu115","mtstp3cu8","mtstp3ci9","mtstp3ii90","mtstp3iu83","mtstpLii137","mtstpLcu53","mtstpAcu66","mtstp5cu18","mtstpEcu36","mtstp5cu21","mtstpLii140","mtstp3iu84","mtstp3iu82","mtstpAiu146","mtstp3cu3","mtstp5ii108","mtstpAci76","mtstpEiu113","mtstp5ci28","mtstpAii157","mtstp5ci26","mtstpAcu69","mtstpAcu68","mtstp3iu81","mtstpEiu117","mtstpEii123","mtstpLcu49","mtstpAcu67","mtstp3ii92","mtstpEiu114","mtstpEci44","mtstpLci57","mtstpLcu56","mtstpAiu145","mtstp3cu4","mtstpLcu50","mtstp5ci27","mtstp5ii112","mtstpAci75","mtstpEii124","mtstp3cu5","mtstpAii156","mtstpLiu135","mtstpAiu149","mtstp3iu85","mtstpAii155","mtstp3ii89","mtstpEcu34","mtstp3ii94","mtstp3ci10","mtstp5cu19","mtstpEcu33","mtstpAii154","mtstp5cu20","mtstp5iu97","mtstpEci45","mtstpEci43","mtstpLiu129","mtstp5iu99","mtstp5ci25","mtstpLii141","mtstp5iu101","mtstpEii121","mtstp3ci11","mtstpLii138","mtstpLci60","mtstpAcu65","mtstpEcu35","mtstpEiu116","mtstpAii153","mtstpAci77","mtstpLcu52","mtstp5ii107","mtstp5ii109"
"mtstpLci58",273244.094396214,88328.7428310231,207763.626672934,102765.559695178,89647.479075978,105774.379749956,58772.6878163257,65521.903904252,137135.114610605,173631.591692629,0,102513.718723614,153924.145070908,107080.247881041,51082.5743513491,251414.652283624,299405.422283976,132262.886810861,45567.9606242095,104512.127669725,118842.239402947,243176.955138968,87425.3003190742,94434.3757371593,101882.412321375,96856.8379896281,70446.4903211954,58707.9630967353,148494.921064462,113408.427662548,176465.179803579,105702.811666232,51861.9290320116,95623.8435810616,95912.2189970034,164797.549959853,97553.5592240971,121849.476917964,127152.352416498,151712.382762256,114073.194974033,148961.608213833,119283.839039304,129758.897078536,86580.588356078,91671.8785763752,181720.011476033,163550.115043529,44797.3903857046,206860.992639543,103685.723878937,234199.935127159,233029.695275677,46127.2455312435,55626.9324905887,159534.968548857,97129.6285948673,21873.2302854421,111475.20280254,120859.9424228,82189.2281071516,232024.59107913,87403.4076275131,236262.498429283,50364.2976631331,154804.117730269,92105.3901881089,149254.863153855,90615.2583494917,231932.23773547,100669.300405068,120453.552990533,109956.685555512,173136.963586911,126641.564958785,105595.556141985,109148.360076942,216800.364560182,210339.353766968,44419.7842344012,103293.284913434,115722.994457312,25931.9529018742,125594.970907003,186773.17491177,96439.654474311,39914.6186638026,68996.8102842485,151382.881906127,196420.777253474,221370.242777787,142215.926332746,168923.866861588,53228.567330148,108361.390731412,121704.87653445
"mtstpAiu148",274936.319023965,120401.725614212,212150.719768856,130817.889215432,121064.528132362,133701.696251881,115896.434806025,140536.221433397,150884.261572857,84449.6163929925,102513.718723614,0,64489.1075338533,134444.087903709,108481.883850777,252951.044434157,300190.772063781,42681.49834534,112553.509712545,132923.23766147,143457.413208677,247520.612322073,119279.148099023,124909.923504748,130771.220104185,126618.899261786,133175.864365717,140526.37556329,59289.7612119761,139328.180105082,185147.196446549,133550.72103206,118677.134645029,125650.863132689,126243.462575336,75201.5154167145,127347.244376804,145861.186960291,35824.9191356788,157798.717657373,140484.330284507,60136.8467803422,144313.075079692,40375.6568288705,34451.1851463132,122709.789565749,190873.522331359,173910.02187745,117552.882892127,120036.37395684,132123.802984869,236151.99450371,235844.942010665,115425.213909858,125749.135996489,71767.1715253526,126685.31973748,113586.655798754,137987.623321478,144973.354275952,49813.241144947,236637.103867773,119523.522441689,151602.212186976,120528.295646373,64669.8577768658,124875.65792732,59884.7464164806,127531.503309355,234292.263589533,129570.459676639,145534.800904932,136769.323379343,180489.850000928,35165.4823891694,133289.933403361,135075.61799143,221390.309912741,215097.248908894,125734.057782122,131261.210390419,140933.301450804,106029.880782907,149470.43040236,194539.158585947,126485.023023669,117363.633085443,148493.732767499,63137.1217147054,202149.582454496,226383.47545169,52581.8553406822,80072.5640094254,127756.611852202,135255.624974868,146584.011350474
"mtstpAci73",297487.067697422,181182.049423928,242485.028993354,188218.075868699,181666.692922939,190263.761086203,173555.160734586,192073.002740906,196568.025707387,27681.0000355272,153924.145070908,64489.1075338533,0,190811.237987884,162911.251853181,276763.937864987,320255.853640374,41898.3869270911,168143.237887767,189732.506141981,196900.605188025,274761.596111238,180426.383538944,184073.331798782,188247.470702691,185410.784604999,187598.074452416,183202.119498561,29927.7541626345,194068.542601194,222380.553659637,190173.798286516,176111.417863124,184686.385728153,185136.992779905,31256.4724860772,185820.793066125,198848.50533716,35602.0130040221,195588.647719337,195103.944311791,28972.6694841745,197668.232890106,39919.772405536,94201.6254241496,182751.465899083,227916.54786649,213828.065567032,172749.56449342,60623.29515002,189141.183677587,261801.984888628,262228.722728211,170155.793567978,179583.111156379,28932.1777705078,185288.160254269,165784.632174135,193268.810987496,197898.373229198,103167.309005673,265033.974655488,180458.528030526,92408.0278230785,176474.908188765,26096.4224648068,183656.245307493,28593.5588450675,185473.801518471,260404.885372972,187349.01352502,198749.592317458,192291.61937184,216897.794245772,42975.3491216871,190025.703237008,190841.675975208,250903.856553419,245309.079533375,178370.570853612,188520.249222555,195254.385856611,159698.716928565,201515.341817109,229846.960722626,185134.038880169,171761.620878985,197021.852418964,18236.59950657,234837.596312606,256086.871893448,28917.4426711086,23587.0259346613,182396.093193249,191224.821010774,199398.185960109
"mtstp5iu100",282881.949397264,63550.3264883039,217707.556638067,15765.4620263873,62679.665799893,20125.7671816347,90815.6861655561,116695.610570422,139710.959912636,208603.660934012,107080.247881041,134444.087903709,190811.237987884,0,100732.930552977,262906.736230399,309388.148950693,165333.229015683,97925.2356805711,79866.7056131149,67292.0302170774,249837.786335492,64320.4230537506,68110.5348319463,78472.3283451524,70231.8736020986,104468.504812532,141212.727933779,182747.677561876,36419.1205937928,182274.129349732,15486.5917842745,92231.9802703869,67880.2598512665,70387.4309010301,197380.344178362,70566.294082064,67710.3862069731,162050.154189553,163582.624399605,20711.1228975018,182461.052243373,52977.321750079,163370.296902498,111729.667014312,65445.502040066,185437.645649805,166927.313935581,98461.5026911164,241853.704936834,77629.3487545301,245744.972646941,243914.269536361,100403.919426136,105725.811183735,193886.871493357,70034.6232929473,107158.338197251,18933.8256340072,84395.2194723288,114670.617704676,239368.240784668,63108.620741028,272449.508683819,98052.4830817073,188592.013560189,60298.5027413565,182379.581118102,65361.6960650656,243309.229281904,75973.058026014,95195.2031486265,34976.7823821138,180551.890986973,157753.258951291,31956.6068570337,82248.3416556075,225148.915347444,219301.087834393,108869.280636857,13020.5271304544,55694.8413868638,102197.957879726,62467.8116690116,192520.103153813,69465.2673999501,101526.292116759,129217.402703451,189167.575311724,204262.027206441,228818.547849294,176019.169438843,205099.712199248,102762.355417675,37474.2093270147,65745.6811318891
"mtstpLiu131",277438.532149943,79669.4051291892,211928.538975421,96089.7610449879,81481.1105408579,99065.7516769277,62580.2118313779,91778.912936511,139096.488333522,182079.885637063,51082.5743513491,108481.883850777,162911.251853181,100732.930552977,0,256205.379834527,303688.37899194,138969.732212609,66128.5827627568,97542.7960989339,113611.189399742,246255.314321911,79300.268389441,86676.206513843,94844.6822866915,89466.3500862495,86054.9137585325,100058.113945734,154819.396699504,107367.63997928,179024.326468456,99329.9097792012,62488.7049056021,88084.5197271758,87746.2642427422,172600.062309247,89683.8247474575,117003.60879393,134323.69000285,157786.574217736,108240.947366576,156828.895103187,113136.495034127,136554.173257136,88257.6773441692,83458.7324018511,183842.208976676,165903.350658754,67757.3090600681,215545.831384644,96828.1658722964,239060.357471975,237582.140262383,71160.1046920269,78382.2984575172,167308.954425638,89912.2139319496,55447.536213246,105952.239015225,116209.539718985,83135.2133137972,235250.844138975,78480.1792530845,246274.142311297,74354.0705808314,162106.615588117,82171.0290791624,157020.713352618,76944.62177134,236721.395964669,93505.7975849255,115159.009125074,103186.258173109,176977.687690384,132207.783826789,99910.0062497751,104547.336652856,220657.730474577,214296.41000922,70965.9258117188,96335.8087607661,110279.119006995,38170.070270425,119987.680858265,189560.583658664,88674.2184875747,63796.0284624173,101096.607987482,160903.912698647,200023.263007889,224612.20297304,149947.555356968,177739.701619969,75476.5606698536,101654.962865464,115485.690673055
"mtstpEci41",29864.734242288,257112.215247099,48921.5950309113,260823.346355013,256928.22750017,262869.862189376,249014.60904081,264680.511811386,135706.785296214,289336.051523634,251414.652283624,252951.044434157,276763.937864987,262906.736230399,256205.379834527,0,54895.250643562,264455.396185161,243088.377044243,263252.254729421,265942.057883784,39748.8761911862,255709.172622962,258636.181694825,262120.514060658,259986.722662136,252773.948910581,266075.714163038,278308.481671533,264713.679008369,88930.1599211573,262738.209132901,252016.439300577,259490.633449536,259877.880299797,287519.696396691,259621.771324611,267274.073223591,267286.847360793,139146.656902401,266050.835493887,276514.154164902,266613.396384923,263566.505514917,250731.404298654,258115.055100479,88165.7132515239,108605.569067615,251941.477608169,310291.156922864,262718.458379168,23955.045565442,33765.1462551171,247676.956333177,252537.557232205,286275.735565628,259964.72534148,254768.444337279,264725.23234956,265514.137184171,246922.529909394,38674.8965707681,256499.977089461,324812.508288716,246040.786966681,281362.782199444,257456.648497495,279230.189134175,259254.363804974,23644.4701601947,261317.166909441,269279.464389667,263583.478830965,90648.7803170092,268613.541600972,262788.180760839,260373.844062681,42286.318660059,47884.2995177023,256180.277186151,261353.050529807,264801.698010525,252086.275288156,269250.813643143,79613.7335501756,259403.018905665,255515.621600668,268864.544555181,271360.955816995,64090.1767808535,43729.0068986911,272609.528625883,286094.980228516,257162.016643678,262964.474943088,267964.989969265
"mtstpEii122",31017.7845857053,305005.235695077,99108.9409240313,307731.706313949,304783.159479216,309320.704461738,297000.092371792,310936.419224396,184418.028572952,331167.652437781,299405.422283976,300190.772063781,320255.853640374,309388.148950693,303688.37899194,54895.250643562,0,309307.833397827,291780.765067804,310186.394450601,312165.832516444,68553.8137724077,303780.574582713,306171.308080118,309205.363058414,307404.392264687,299474.491891954,312194.141729812,321719.279120418,310762.210242468,136396.7459986,309342.456783175,300046.063868584,306994.242422661,307353.119952497,329803.653544211,306908.483052161,313131.822682764,312713.014761902,190668.682050779,311959.764938888,320175.711473213,312242.92538281,308482.410890123,298524.389205789,305815.566619806,132864.085358392,155932.474245832,300053.856352925,349240.055508975,309717.440201936,75924.4576452729,79318.0075171616,296296.04278107,300109.357701126,328985.876829836,307395.965356709,302219.757340425,311031.394421969,312444.659130314,295693.237052493,76512.8397757348,304623.819444745,361675.871073625,293950.822676594,324468.018494559,305026.361951142,322614.337851834,306642.62549759,76018.3550288684,308437.182397136,315232.762966285,309926.406271746,140838.399852413,313728.71111236,309534.304346319,308162.056286199,90275.9079077072,97028.5392225988,303450.426904244,308131.37176817,311034.901597386,300040.475510939,314246.984760738,126685.201884972,306806.080355268,303092.251151405,314581.611201803,315226.795214832,113620.751876545,85466.5547903819,316575.233724562,328455.898416068,304538.776058273,309726.667334773,313537.667725615
"mtstpAiu147",285483.69802874,154224.322354111,227336.596435812,162356.195103077,154761.396280964,164603.7971898,148558.432332281,168874.883674035,174948.015422732,54364.8257032504,132262.886810861,42681.49834534,41898.3869270911,165333.229015683,138969.732212609,264455.396185161,309307.833397827,0,146119.565911639,164165.241629828,172850.058487715,260369.627844554,153380.698033033,157745.148441734,162465.990469232,159142.088789903,163347.305676193,165273.03020514,29303.5377412414,169364.095227706,203952.361633573,164490.435110706,151503.726319785,158383.778915869,158811.424004569,45572.0517357946,159652.871215662,174932.526477819,36310.1309075536,178694.823512828,170196.472580435,35230.9399423788,173483.511279563,20228.6324483372,68722.7317990388,156021.334218495,209270.543174785,194323.858619509,149404.491002972,87256.2046163987,163566.753219581,248694.992485322,248750.931130938,148662.524981747,156820.216171889,40216.8467919921,159165.664803211,143242.617811505,168174.325825711,174096.042150714,85147.2818001379,250184.358973589,153541.577296925,116777.204985921,152455.26920589,32810.7483217567,157000.074162598,31778.3686731446,159223.353059692,247216.36381783,161441.140308876,174589.114952612,167254.994371402,199233.236386215,25996.0962854559,164290.709212046,165958.813004144,235950.971573755,230083.708896791,155602.721796428,162714.05476481,170801.672893122,136564.787543878,177792.97195123,212103.238920922,159009.874416353,147995.990107304,175053.138552139,46504.2529973849,218370.829214866,240720.570087103,26081.1724845983,51983.8236686998,158602.75399372,166079.632062051,175421.963432914
"mtstpLci64",265307.441102497,77401.4076685984,198691.420960785,93311.5790298503,78881.4968279402,96413.1649282451,32884.8012822341,54555.7400280896,125681.200349356,189548.774592688,45567.9606242095,112553.509712545,168143.237887767,97925.2356805711,66128.5827627568,243088.377044243,291780.765067804,146119.565911639,0,95509.5449332188,110628.230969928,234826.363399764,76121.6520053474,84301.4099862003,92512.1277393594,87044.7092976655,53404.4382935348,74048.9578862193,163874.088395191,104910.465477735,166504.263879974,96190.5248670003,27477.8313915681,85605.0279823367,85880.2952040454,180756.608756314,87785.9432496462,113870.429455894,139866.895687214,140882.143959515,105216.054123349,164121.671512494,111125.585169995,143571.659670508,93998.5589981438,81203.422767873,172094.218780897,153280.637694602,23132.6670748824,223557.89900015,94600.0321980474,225646.839518156,224431.084410343,14189.2973293535,28313.736352864,174905.181929949,87395.6116101014,44924.0858429274,102411.000126699,112446.746862683,85356.8851063076,223530.890698523,76211.7243587725,253348.113728996,25444.580585526,170266.728548835,82219.8749685976,164583.347525074,85900.2605434021,223332.278588796,91298.2112545963,112735.920329081,101181.158231635,163097.899599879,140663.443140092,95937.6511631643,99648.1726509096,207912.1758957,201205.438836906,36730.0272638895,93845.050956298,107383.475001192,48718.0739167474,117817.134051895,177152.211056204,86587.3293655101,33845.9960742901,62637.7528024464,164472.716067571,187061.350002114,212703.208336411,157081.922219795,184138.682027055,32927.3415586247,99611.6677467685,113715.752697757
"mtstp3ci12",283602.099418204,40598.6350424068,217762.397000988,75159.5229155937,41236.2583104901,75690.6673320689,88951.2900742029,116188.465661208,140171.869182399,207634.241914081,104512.127669725,132923.23766147,189732.506141981,79866.7056131149,97542.7960989339,263252.254729421,310186.394450601,164165.241629828,95509.5449332188,0,103370.490585824,251022.448501068,55126.4793898918,23517.5003223009,11299.4028870383,21497.9301293154,102995.839001742,140079.526916038,181477.254341559,89906.9940429889,182611.160410255,78652.793462928,88856.5121651264,26100.0489958674,23008.1981354401,196494.635431777,19074.7040721846,106249.114968551,160748.602908445,165416.874562769,87800.8483433914,181557.506060388,98364.9433503449,161968.623991619,109584.268327147,31860.6429070404,186391.193192917,168382.98705287,95824.5556247042,241169.001350051,11712.5227854005,246238.756589325,244164.528768089,98524.3293480463,103825.589055761,193123.011617034,21119.5166954887,104664.526280144,83969.6310562919,106903.431341493,111836.046404062,240005.674483301,55633.5147276176,271888.777612554,97199.258565914,187580.13164613,55777.2837660528,181326.599502075,55942.9838690357,243648.903586881,10751.3559512376,27280.5487147708,86346.0710993327,181662.059787849,156229.96499407,76795.717341621,93668.4827072311,225908.323554347,219729.526712514,106411.638906395,75827.2735794915,95384.202702774,100081.994274251,108526.669635955,193140.761732479,25011.7515935999,99196.8686158711,127758.784364249,188360.029511347,205059.378968248,229326.55961547,174808.190187628,204146.880669934,100509.795562874,85870.7066995436,104999.922859115
"mtstp5ii105",285755.182056298,86663.2992552892,221792.840777767,60325.5891194719,86680.1989510787,80111.7457623049,105551.401575896,128395.873967175,143697.485285028,214496.51331241,118842.239402947,143457.413208677,196900.605188025,67292.0302170774,113611.189399742,265942.057883784,312165.832516444,172850.058487715,110628.230969928,103370.490585824,0,251154.011460811,84085.7881588789,91865.5315606427,100941.747478414,93812.7679247009,115152.725764657,150349.852988695,189650.431048177,42877.4668682738,185810.312567783,73167.5726559538,105686.421251913,92461.0984320789,93721.4249774325,203457.581494823,94611.1297794163,26211.2399775825,169349.375552982,161661.381366162,76097.6085797508,189196.669154019,42298.3425859225,170778.62602134,122520.883816769,88775.2763919508,188346.771780116,167460.11070394,110975.36474892,246826.260298915,100678.418530093,248591.546117975,247504.039308575,113250.999745263,117776.744638322,200422.959567387,93544.0708796021,118985.429711825,79653.0867369594,46477.2982754949,125306.585217305,242271.739315663,83078.513293397,277021.307918768,110324.941021313,195201.886886339,97107.0363034914,188944.221426032,100127.789985762,246466.201802653,99776.8743346648,118577.95596668,39824.0094237845,181533.655374051,164902.768478569,86115.582300423,61620.3219817669,227788.789318209,222198.18271215,120047.292719794,65256.0308159564,35148.3194434548,114969.493509138,37558.1566632683,194925.568537188,92777.6956788069,113893.506907691,139616.625650481,195752.476001833,206808.081271005,232413.450118523,182798.925479297,210920.230824664,114759.458422014,37119.017346938,34608.7589495237
"mtstpEiu115",45300.8629789948,244555.264237774,48730.5381438701,247599.891434032,244299.118490744,250024.636091213,238779.441258901,254213.495030413,122583.99387856,287540.600845764,243176.955138968,247520.612322073,274761.596111238,249837.786335492,246255.314321911,39748.8761911862,68553.8137724077,260369.627844554,234826.363399764,251022.448501068,251154.011460811,0,242944.432282951,246086.705590431,249874.37121543,247518.536955746,241114.286418278,259402.578270216,274390.115471398,250581.179827198,74508.3629436581,249672.83658753,241648.558054654,246942.965258332,247373.834668311,283762.800365907,247066.694964349,252369.076925856,263078.050825636,136591.117694447,252713.649033422,273003.372472046,251371.988370178,259254.048682884,242626.060315127,245534.441411131,70516.5071486692,92037.9552200366,242662.398280085,309112.736845385,250392.726932472,43735.915059643,45841.8456981634,239635.156467839,243177.120124083,282778.408324034,247416.662651894,245452.108587099,251830.410386195,249410.904387882,241344.856557158,26156.0154151559,243682.765004534,326400.971145232,236112.329485628,277907.31237644,245230.725956273,274898.700125634,247137.892714903,40454.4772421618,249042.666817731,257339.267819572,249551.138586358,80794.9647740402,262690.419693639,250028.850273393,244253.088319781,35810.9927705077,41175.9058017611,246516.359523035,248291.941777197,249948.335294415,243055.110338127,253953.936421009,63945.3530782967,246793.788216273,245400.944037774,259342.616052438,270454.41742658,55799.9416854686,32006.4611261087,268422.423794142,284595.377012456,246911.56493983,249040.722282857,252901.596117578
"mtstp3cu8",276592.902479905,17642.2973192336,208707.714461366,57515.4198801932,17737.2184228956,62772.7297067703,68081.0786190074,100796.576994057,125328.888286154,199209.906437709,87425.3003190742,119279.148099023,180426.383538944,64320.4230537506,79300.268389441,255709.172622962,303780.574582713,153380.698033033,76121.6520053474,55126.4793898918,84085.7881588789,242944.432282951,0,34088.4579770176,50199.5699838671,38574.4150387557,84684.4854029113,127495.187420548,171897.820757256,74635.9384701391,171518.596673462,62335.0305249637,67764.7702992059,35051.6512031553,37668.3473027305,187409.894259985,40328.0679271243,88108.0971023272,149706.44555746,152970.270578973,76071.015355935,171850.150894111,83486.4830195718,151078.479543149,92555.6518840757,26688.5026149977,175550.041520591,156287.73554808,76340.7833461267,233862.432783339,53239.1599919737,238185.056295791,236020.53066954,79669.0622441932,86375.4850719934,184034.594759055,38904.925280259,87487.3336908379,71139.8106716942,86618.0036911732,95765.4306155938,231701.691659377,11861.1075128037,265520.738424117,77729.3441431562,178250.73370685,50394.0931258658,171561.201527793,55398.7358453376,235499.565479406,49046.7715218029,78545.0529686941,69641.165518345,170468.424316115,144761.009093172,61061.9543201625,69524.8429273065,217029.698966754,210576.590142262,89375.8001935709,59199.5423986849,77151.3573145743,82228.5640640481,93391.9715024217,182646.756969174,37752.7166170663,81191.3665732153,114162.803045865,179031.812368961,195300.793825266,220693.902055743,164638.629814994,195525.085486733,82419.5571603786,67027.3515806071,88414.5424838546
"mtstp3ci9",279257.14045967,20904.8795275027,212290.262186712,62462.9235492649,21511.0032837074,64657.3005517465,76961.1715058084,107235.264093858,131634.428628175,202562.272295206,94434.3757371593,124909.923504748,184073.331798782,68110.5348319463,86676.206513843,258636.181694825,306171.308080118,157745.148441734,84301.4099862003,23517.5003223009,91865.5315606427,246086.705590431,34088.4579770176,0,19667.8392598285,11111.1402824807,92465.0286918989,132660.143865918,175726.940294762,78811.7550022403,176041.248172805,66655.7695792435,76809.2372966539,12289.9867370304,11755.5076868155,191098.203982912,11922.6237353732,95378.758846642,154114.336557131,158193.285124605,77818.9594775817,175763.882789508,87735.5473885072,155452.079649892,99678.4029861638,13954.5295372028,179958.998993504,161237.32034783,84624.628531717,236786.472313763,21777.1439304658,241344.435224778,239212.013942518,87678.9682244159,93669.0666651235,187694.272699275,11308.343933278,94589.4998775561,73366.4234887689,95393.3730065875,102250.463030136,234950.04966903,34925.1298425177,268033.82664252,86103.0153246114,182000.855150438,46924.3695249219,175507.476955516,48953.8953659927,238697.757874413,17884.8373322029,45792.5482295769,74655.1173357662,175052.254019603,149320.906663772,65524.6680730279,80552.7847767907,220533.375496781,214218.22740941,96484.2486237478,63469.2626824191,84172.5911437372,89583.4373520837,98398.3219753235,186886.560948233,11844.1850567869,88622.7224007813,119712.320560896,182720.750034921,199205.002259879,224058.392139155,168752.153151715,198953.851995568,90058.633903458,73393.3484740763,94510.550018755
"mtstp3ii90",282538.219324801,36534.8010507864,216388.608934919,73380.4126072856,37226.2136282815,74947.7085178624,85818.53013803,113777.39583398,137905.720699611,206248.8024751,101882.412321375,130771.220104185,188247.470702691,78472.3283451524,94844.6822866915,262120.514060658,309205.363058414,162465.990469232,92512.1277393594,11299.4028870383,100941.747478414,249874.37121543,50199.5699838671,19667.8392598285,0,17704.3264182897,99999.3724148443,138184.444594113,179943.019098375,88571.7142448278,180972.876303392,77222.1493294662,85542.1541408536,22665.0100459459,18518.2210101862,195012.121062156,17895.6694089147,103771.966638501,158985.988576588,163544.571566604,87016.9632444471,179960.75601717,96822.4797243388,160276.765988765,106885.447001156,27251.9841991154,184751.511182649,166546.507236785,92770.6198210364,239980.890756488,12501.1392846435,245052.708620482,242923.759380304,95504.7574294586,101139.896058074,191670.929747235,19741.6757737281,102108.816587828,82915.8822703022,104337.033636286,109345.727280217,238763.881726962,51635.8413623724,270862.014243743,94267.5784182044,186085.90151745,54449.4783387642,179753.684239185,54646.1875381983,242466.215023243,8399.51104531927,32203.4376511866,84566.4629834822,179984.555814866,154383.373788649,76108.6373858655,90317.3876148513,224550.623801628,218325.012512879,103784.441026069,74137.8255511,93736.8746869909,97360.1891508365,106826.480778822,191493.562088866,22986.2570512263,96509.668857739,125613.576569233,186837.145321511,203586.719442294,228037.294850093,173161.97136191,202754.993317741,97710.274474589,83765.8267822619,102988.384627533
"mtstp3iu83",280569.267533827,26614.7459018323,213804.633937307,64263.454454274,24361.1783264507,67004.6171677748,79955.8570811894,109239.520549166,133782.203633721,203704.781507039,96856.8379896281,126618.899261786,185410.784604999,70231.8736020986,89466.3500862495,259986.722662136,307404.392264687,159142.088789903,87044.7092976655,21497.9301293154,93812.7679247009,247518.536955746,38574.4150387557,11111.1402824807,17704.3264182897,0,95004.8312219345,134189.827022578,176998.498471695,81014.6839971649,177786.438183826,68968.6357219061,79853.4560528188,9964.04621419362,7980.69570010689,192219.049544289,10941.3504487224,96937.9434797007,155673.042109821,160099.344803076,80188.6765026831,177055.721256807,89940.5544366531,156897.347540189,101978.199243625,14617.7024446047,181645.282155463,163161.95870695,87298.0167366705,237717.068848596,17158.3155690449,242696.19644699,240621.898675284,90259.0071477603,96017.8813646778,188827.897684667,11301.1195394441,96924.7202319151,75718.4717798558,97763.8433864173,104719.064442476,236376.728387223,39733.8291571005,268870.754698451,88598.1401444368,183174.399336416,50586.2764131174,176759.397089698,52068.2788938272,240080.188354521,15401.3501175671,42047.9509000497,76748.007577402,176821.142152568,151005.129045871,68410.4852587486,83481.6766480987,222065.418591642,215779.943541286,98822.2463354577,65676.7129816999,86553.160960903,92086.8090860394,99994.2748940822,188640.864412872,14167.4171026313,91094.8783258816,121582.613271154,183951.345201564,200790.941912604,225538.544087624,170097.915889314,200148.911284295,92512.5311301474,75549.1568846912,96466.5266381827
"mtstpLii137",273330.139112447,86216.8302788252,208567.735638395,100170.425091539,87445.2611619422,103511.840161225,57227.9990128546,60233.9372909122,135266.181252323,206388.003122307,70446.4903211954,133175.864365717,187598.074452416,104468.504812532,86054.9137585325,252773.948910581,299474.491891954,163347.305676193,53404.4382935348,102995.839001742,115152.725764657,241114.286418278,84684.4854029113,92465.0286918989,99999.3724148443,95004.8312219345,0,89544.8384392726,180267.943736367,110479.286814362,174552.894974749,102992.080287729,43793.6803951906,93681.5869437957,93956.8430833652,195769.451960038,95788.0986013152,118146.260362985,159922.545074373,157949.09988046,111262.55622027,181117.899109995,115863.25631816,161336.860278401,113338.155718935,89655.0276508479,178668.21295196,161011.875105236,49352.4597069302,238829.982891976,102054.697118028,236090.308390089,234151.843005532,51383.2137667596,39907.2807713834,191098.088877241,95351.4782887229,67327.5221543518,108685.252358694,116114.486915215,113257.55831996,230458.221999301,84981.5241420001,268928.80018416,46198.4304660562,186528.539980178,91729.566498994,180469.736803214,95113.3477156217,233592.271482927,99133.5809097481,119078.728096624,106953.846184967,173557.174413865,156799.641988428,102964.08404974,103841.302237859,216609.631032886,210380.277996307,53045.659120129,100829.987713138,112136.870314181,71253.1430335338,122174.069915929,184805.696546593,94605.2883000223,49120.012639822,63381.4235899129,185484.298096767,196121.00577606,220278.147251315,173756.720300315,202143.223472591,41009.6319902748,105458.914131285,118126.952902554
"mtstpLcu53",287238.910911355,128400.564631327,225728.579332809,137945.041398978,129011.250171033,140356.103422081,94889.644734766,60471.2778510276,163974.794624248,201717.963558401,58707.9630967353,140526.37556329,183202.119498561,141212.727933779,100058.113945734,266075.714163038,312194.141729812,165273.03020514,74048.9578862193,140079.526916038,150349.852988695,259402.578270216,127495.187420548,132660.143865918,138184.444594113,134189.827022578,89544.8384392726,0,179093.605764622,146164.176764874,197925.309980125,140149.117985998,80195.2074778152,133324.09009736,133746.229121007,193552.865663043,134876.783400622,152566.0559822,161451.741532743,173755.457295589,146617.179364187,179791.649983172,151039.149560153,163365.231792521,129914.496219059,130560.199434326,203123.072859518,186837.583128615,71965.8550946042,231195.957960541,139346.96948474,249763.474795724,248957.819726992,71259.5047556323,72524.1458847762,188002.126270504,134309.703665605,51253.4725397948,144514.915682655,151913.673390802,125641.341632696,248857.571873184,127638.580541106,257844.865550199,68765.5328433425,184171.184687736,130739.475291015,179383.26037365,130693.83564954,247804.494273494,137187.563767583,152156.740786234,143672.255664141,194475.634207094,161520.210408992,139875.431728852,142646.05382826,234365.742274592,228238.24434395,54311.8849217918,138481.710693134,147930.06852602,71167.0189081679,155861.830352739,207401.246814171,134157.815719554,61737.8701439111,52499.663486521,180441.121785286,215492.915566632,238838.011823481,173531.924556618,196653.289975873,69131.196451599,142512.505345709,153072.177396663
