"","mtstpEii125","mtstp3ci13","mtstpEci42","mtstp5iu98","mtstp3cu2","mtstp5cu17","mtstpLiu130","mtstpLiu133","mtstpEcu38","mtstpAci74","mtstpLci58","mtstpAiu148","mtstpAci73","mtstp5iu100","mtstpLiu131","mtstpEci41","mtstpEii122","mtstpAiu147","mtstpLci64","mtstp3ci12","mtstp5ii105","mtstpEiu115","mtstp3cu8","mtstp3ci9","mtstp3ii90","mtstp3iu83","mtstpLii137","mtstpLcu53","mtstpAcu66","mtstp5cu18","mtstpEcu36","mtstp5cu21","mtstpLii140","mtstp3iu84","mtstp3iu82","mtstpAiu146","mtstp3cu3","mtstp5ii108","mtstpAci76","mtstpEiu113","mtstp5ci28","mtstpAii157","mtstp5ci26","mtstpAcu69","mtstpAcu68","mtstp3iu81","mtstpEiu117","mtstpEii123","mtstpLcu49","mtstpAcu67","mtstp3ii92","mtstpEiu114","mtstpEci44","mtstpLci57","mtstpLcu56","mtstpAiu145","mtstp3cu4","mtstpLcu50","mtstp5ci27","mtstp5ii112","mtstpAci75","mtstpEii124","mtstp3cu5","mtstpAii156","mtstpLiu135","mtstpAiu149","mtstp3iu85","mtstpAii155","mtstp3ii89","mtstpEcu34","mtstp3ii94","mtstp3ci10","mtstp5cu19","mtstpEcu33","mtstpAii154","mtstp5cu20","mtstp5iu97","mtstpEci45","mtstpEci43","mtstpLiu129","mtstp5iu99","mtstp5ci25","mtstpLii141","mtstp5iu101","mtstpEii121","mtstp3ci11","mtstpLii138","mtstpLci60","mtstpAcu65","mtstpEcu35","mtstpEiu116","mtstpAii153","mtstpAci77","mtstpLcu52","mtstp5ii107","mtstp5ii109"
"mtstpAcu66",298603.597046594,172528.733312195,242738.419864853,180093.063095011,173081.733554703,182104.331953203,166818.067494314,185201.156611173,193393.138372708,36312.9305514398,148494.921064462,59289.7612119761,29927.7541626345,182747.677561876,154819.396699504,278308.481671533,321719.279120418,29303.5377412414,163874.088395191,181477.254341559,189650.431048177,274390.115471398,171897.820757256,175726.940294762,179943.019098375,176998.498471695,180267.943736367,179093.605764622,0,186377.048303427,220506.077446945,182067.727656309,168932.927119995,176313.55496452,176633.880326306,27573.0859698871,177407.684810361,191476.372599692,39029.7190288819,196939.292612244,187210.532305639,24484.1646302617,190063.438249142,27503.0633197808,86102.1165956187,174181.213940699,225583.96977324,211520.815561684,166919.911354803,66161.1576387915,180959.535804207,263175.817200274,263214.212972682,166221.025071705,173965.418784179,22469.3480244181,177061.285231853,159053.033663977,185441.17217819,190959.702067236,101858.518078083,264587.810294368,171973.980136547,98324.2843538705,170498.876674665,13397.1918141797,175122.579414673,17487.779260758,177131.436269959,261741.944711634,179039.684802103,191037.150058098,184372.051428132,216220.033290153,32505.1500221124,181975.701255648,183647.845632313,250970.51861312,245389.94865981,172083.63249144,180389.711806576,187699.608098394,153428.16274262,194042.681226887,228288.473140689,176852.819796903,164865.929181157,190780.245368772,40030.2392268164,234216.905750264,255521.573562073,18697.4744739506,32933.4387522791,175597.533386594,183341.741125317,191742.134786413
"mtstp5cu18",284339.222604386,75039.5986837661,220219.821328534,36215.4317004737,74264.2592046319,48830.0881260912,99045.0974140546,123301.029393686,142076.742593717,211754.580038784,113408.427662548,139328.180105082,194068.542601194,36419.1205937928,107367.63997928,264713.679008369,310762.210242468,169364.095227706,104910.465477735,89906.9940429889,42877.4668682738,250581.179827198,74635.9384701391,78811.7550022403,88571.7142448278,81014.6839971649,110479.286814362,146164.176764874,186377.048303427,0,184467.876380461,44082.8023579261,99567.4815857157,78833.8930266112,81082.590906148,200679.255369703,80628.8258093099,46813.0608668728,165985.145533994,162858.922046942,43093.3279682681,186106.725698695,30625.0266521741,167288.612523002,117525.697362896,76511.4686978202,187260.147045532,167591.882510268,105130.312877267,244523.540306423,87504.2724360181,247393.011334722,246011.918783489,107616.745582729,112356.814879389,197414.193211209,80254.8696791631,113455.537123901,48930.3921129532,67150.4558662355,120264.985160198,241233.693901094,73636.5324539675,274912.00519099,104993.258527134,192118.313264791,79923.5245436581,185903.189070518,83575.2428804968,245184.190790023,86510.0278279485,104420.511252286,12075.4420198233,181284.087437716,161615.498781449,59249.1981482306,72503.4300420795,226729.893210266,221090.258766947,114902.710243253,37387.753535426,34971.8751558769,109159.760926765,34815.3573870362,194067.135996794,79300.114527709,108294.965075152,134965.537436404,192690.385328821,205807.960970111,230737.176064215,179691.421565819,208214.596997845,109319.761710334,24999.7308901222,40778.3535417264
"mtstpEcu36",108564.194724881,173559.073054914,44268.9028231109,179398.945724571,173408.092560637,182351.054049488,170129.043341364,189343.296313991,50584.3353707537,238036.654868061,176465.179803579,185147.196446549,222380.553659637,182274.129349732,179024.326468456,88930.1599211573,136396.7459986,203952.361633573,166504.263879974,182611.160410255,185810.312567783,74508.3629436581,171518.596673462,176041.248172805,180972.876303392,177786.438183826,174552.894974749,197925.309980125,220506.077446945,184467.876380461,0,181886.014351974,172796.662514212,177042.842955643,177571.26595565,232091.975778363,177619.222278118,187950.840200766,205474.570028809,83721.627615528,186688.733793328,219159.992987494,187192.900941187,202481.257244086,176609.695784524,175035.773414798,14894.3069134941,29256.0551527335,174704.469592338,264617.371939066,181820.148902939,73887.7251360895,70700.5163958918,171595.305636636,176402.068606632,230328.54126656,177713.50648108,178885.133551628,184926.153252841,184705.384338625,175490.746653721,63551.3179864217,172428.157637073,286756.454730577,168181.196017112,224863.267425897,175781.341059198,220759.877648165,178080.995333484,70443.5617525244,180040.07120823,191376.853849202,182837.8469852,27040.590767051,204405.901643206,182022.532721408,177217.465988118,48691.7364304575,42847.1739385256,180278.985220371,180127.774123136,184549.395866219,175632.448113301,190860.196864809,17832.8425238054,177153.030931035,177917.548603551,196381.858686689,218182.74035159,30506.5007842854,53179.2340525623,213513.984228067,234427.571449398,179867.600518918,181871.160838034,188997.378059062
"mtstp5cu21",282780.190472469,61795.4212122072,217459.968777862,19855.7765494709,60968.2504668666,15618.4682505908,88391.1817995052,114758.344249429,139136.278764623,208033.970781641,105702.811666232,133550.72103206,190173.798286516,15486.5917842745,99329.9097792012,262738.209132901,309342.456783175,164490.435110706,96190.5248670003,78652.793462928,73167.5726559538,249672.83658753,62335.0305249637,66655.7695792435,77222.1493294662,68968.6357219061,102992.080287729,140149.117985998,182067.727656309,44082.8023579261,181886.014351974,0,90532.5081978093,66327.6947364622,68964.7028540032,196776.06428003,69377.7667413554,73466.3465264284,161201.844367054,163054.796161321,19687.4455589652,181861.542094119,58578.500873707,162615.659444376,110562.471922879,64060.9023949812,185182.122954333,166597.327621639,96868.7625274846,241386.046008835,76529.5314646926,245552.788050171,243710.817750662,98629.3612564237,104067.457960378,193165.939142429,68770.0845986361,105763.825893716,17860.7640491238,88257.24084809,113471.843910778,239216.916996949,60904.5013159791,272018.867698752,96196.9941112577,187968.630013836,54544.6923008439,181743.238577607,60652.2102937566,243089.321326455,74912.850835977,94499.0501574914,43011.8713873808,180181.919362975,156896.999018574,26224.1165657432,82643.9203833752,224942.474078487,219032.197561417,107432.258503287,15599.2546296497,61738.8070834347,100576.915124365,69244.9759995514,192191.123479368,68254.7908692448,99849.8767703812,127697.371332214,188540.326892979,204003.78978934,228611.373246436,175305.822780408,204476.150570046,101098.936413764,45157.2730616575,72619.8338766862
"mtstpLii140",273446.977117496,68834.493634289,206968.292635845,87400.9732973905,70840.4808334043,90635.8775355224,29364.8359456409,48492.1727041224,131054.50518076,196109.982142448,51861.9290320116,118677.134645029,176111.417863124,92231.9802703869,62488.7049056021,252016.439300577,300046.063868584,151503.726319785,27477.8313915681,88856.5121651264,105686.421251913,241648.558054654,67764.7702992059,76809.2372966539,85542.1541408536,79853.4560528188,43793.6803951906,80195.2074778152,168932.927119995,99567.4815857157,172796.662514212,90532.5081978093,0,78226.3013772553,78193.3661494485,185913.305607221,80549.3371697757,108978.042115736,147046.215627509,151473.423857843,100042.937321361,169958.103747168,105790.428785841,149300.242959196,97681.1494844941,73278.0482171838,177636.672595273,159010.994695129,29670.5444924686,229990.752703005,87955.1675281125,234716.846842968,233065.988507677,30255.327329587,31857.831660527,180581.556772458,80408.8731233472,46911.5047166063,97202.3476222016,107725.062697969,93516.6611941477,230491.675682216,67601.2047267839,260339.630706639,28625.263909184,175716.528128055,75379.0620133033,169838.527982492,79773.2510154765,232309.181801353,84466.0633989509,107480.412418274,95342.7247541426,170859.799016195,144871.907214261,90473.9432652961,94388.3611547809,215676.288761532,209161.692987672,34614.4938553862,87862.4725696229,102082.459898379,49289.1771325752,112890.234622792,183547.444565468,79250.5865441684,31070.4264887111,59900.2922056132,173505.11422727,194588.80621823,219788.726424444,162505.526583685,191373.399300045,26154.5378669224,93679.254367064,108119.43413146
"mtstp3iu84",280094.807154316,23955.6037009528,213227.752334733,62237.4068789283,20426.8622430354,64286.8118309956,78348.3490889451,108131.599078796,132805.623332455,203090.080134527,95623.8435810616,125650.863132689,184686.385728153,67880.2598512665,88084.5197271758,259490.633449536,306994.242422661,158383.778915869,85605.0279823367,26100.0489958674,92461.0984320789,246942.965258332,35051.6512031553,12289.9867370304,22665.0100459459,9964.04621419362,93681.5869437957,133324.09009736,176313.55496452,78833.8930266112,177042.842955643,66327.6947364622,78226.3013772553,0,11697.1402341253,191568.944957385,12761.2192982919,95944.7024698523,154808.132386487,159050.832476035,77942.3343698504,176355.298627918,87948.849335812,156115.240725736,100748.05995081,13188.0560117811,180962.606228417,162328.633929607,85856.8044196504,237196.605491616,21606.7710299655,242168.029945865,240102.712005024,88903.3453823354,94738.3733501009,188204.752177112,12676.5143495092,95683.234003798,73215.502810985,95867.3799942057,103503.531876395,235857.69385579,35445.2685876872,268412.931606971,87220.5369955839,182536.853275968,48511.290372511,176069.98566313,50961.6029320265,239525.419939006,20312.2571343406,47084.4677971039,74684.512068854,176012.944589515,150101.539703486,65888.7683344323,81467.5903951286,221467.791253829,215175.980792229,97559.9438485537,63524.3360259272,84976.6260091497,90809.4550776737,98404.5321167612,187926.819565679,13870.9014621239,89785.4089617756,120573.368161553,183257.628441422,200144.591568981,224955.605748332,169369.029785261,199480.415278803,91161.6312267919,73949.3700702739,94839.8156289205
"mtstp3iu82",280490.380486715,26198.0566865405,213687.458475864,64518.5697307438,24245.0924384869,66997.9374563687,78188.2860277623,108349.069622607,133426.464170812,203447.234420879,95912.2189970034,126243.462575336,185136.992779905,70387.4309010301,87746.2642427422,259877.880299797,307353.119952497,158811.424004569,85880.2952040454,23008.1981354401,93721.4249774325,247373.834668311,37668.3473027305,11755.5076868155,18518.2210101862,7980.69570010689,93956.8430833652,133746.229121007,176633.880326306,81082.590906148,177571.26595565,68964.7028540032,78193.3661494485,11697.1402341253,0,191990.221420523,12261.6370551803,97059.1360791839,155270.218545979,159638.1393352,80205.1447677105,176767.833984909,90076.557127077,156539.616481067,101395.213352342,14494.4969421312,181471.326092271,162915.25230745,85979.5448703119,237549.873853857,19329.0613322915,242580.763010338,240505.003098452,89185.3961535753,94886.1628778503,188598.814906841,13041.4611991682,95886.613089678,75607.3600104128,97345.5227039355,103936.980024528,236277.194933438,38693.0818379204,268719.363507406,87828.8615533471,182931.827996253,49519.4830694736,176540.515593939,51555.0023991378,239953.665899107,17021.7441728234,43708.0001323159,76771.6955935618,176546.520904457,150582.62754554,68799.0232875735,82656.1570557132,221917.443005578,215604.242588143,97693.8953472097,65598.6234008947,87174.9935298282,91138.4321321255,100006.664853167,188420.782162867,15985.3918945177,90173.2420483923,120725.339723586,183647.167967889,200607.326121865,225435.453931393,169813.752988117,199898.475713766,91137.0893124593,75625.3618225268,96507.2523515176
"mtstpAiu146",307263.740333045,188254.719769659,253266.945642893,194892.318504947,188607.577586584,196921.354507716,184057.720458088,200453.042869698,206477.696948024,23020.4664212633,164797.549959853,75201.5154167145,31256.4724860772,197380.344178362,172600.062309247,287519.696396691,329803.653544211,45572.0517357946,180756.608756314,196494.635431777,203457.581494823,283762.800365907,187409.894259985,191098.203982912,195012.121062156,192219.049544289,195769.451960038,193552.865663043,27573.0859698871,200679.255369703,232091.975778363,196776.06428003,185913.305607221,191568.944957385,191990.221420523,0,192711.838279885,205254.292025656,52299.2732441169,209266.96119925,201624.943544224,30785.5610214032,204191.474051659,46378.8822512614,103362.950352756,189662.912088125,237026.186743441,223517.660735001,183419.178440514,49818.1363860843,195898.327698842,272890.945884827,272999.202600313,182865.488810494,190170.356632328,23770.6359178982,192233.504267817,175654.302687301,199756.169650744,204336.725083392,119456.008338693,274388.23936545,187616.472909471,82783.680175014,186398.481870394,18690.2026008605,190887.630088622,24602.7560168996,192595.800856758,271471.587120123,194164.439837455,205164.38814904,198944.726486713,227846.61327273,46821.7706549116,196604.972639569,197391.426027192,261163.673345825,255772.189942482,188145.098551137,195188.944942662,201783.327951565,169840.611249933,207872.72706245,239499.130344887,192130.039209647,180967.323419636,205686.214957434,41592.6815293507,245160.638276254,265649.373556869,28897.5737896138,29520.3165203583,191946.637223547,197939.014551807,205887.371220222
"mtstp3cu3",280106.526409792,27965.4959538502,213586.330612705,65251.3484610862,26142.0375505769,66718.3373832521,80520.1333577142,109956.95904499,133916.158578419,204109.168859087,97553.5592240971,127347.244376804,185820.793066125,70566.294082064,89683.8247474575,259621.771324611,306908.483052161,159652.871215662,87785.9432496462,19074.7040721846,94611.1297794163,247066.694964349,40328.0679271243,11922.6237353732,17895.6694089147,10941.3504487224,95788.0986013152,134876.783400622,177407.684810361,80628.8258093099,177619.222278118,69377.7667413554,80549.3371697757,12761.2192982919,12261.6370551803,192711.838279885,0,98026.145401254,156143.297484071,160037.850649581,80052.8616550909,177553.007066929,89600.0580530067,157379.531027927,102755.80086371,17479.5616120603,181501.498475139,163085.492999514,87972.0435569899,238084.809684972,17404.6675720983,242377.127636998,240304.791326283,91136.5882561005,96695.8554919957,189317.519351365,9615.83162524062,97548.9247516867,75954.0136433616,98118.7084440888,105339.51539214,236065.497553447,40850.4755472024,269187.130024609,89559.624245642,183659.175866362,50025.7749526212,177302.280010987,51978.9557487078,239747.226438395,15629.0780257802,40988.3954581044,76525.9460206836,176656.639171164,151474.823150004,68039.4513735292,84537.457814492,221758.792703655,215508.859212646,99425.9818050105,66437.3125920946,86307.913483859,92842.4098589406,100145.01153779,188421.567944375,10857.6995833908,91879.7633583197,122179.822936452,184384.084616467,200566.783626384,225186.22886383,170624.253260701,200531.77368372,93156.0925606797,76069.2766792232,96636.7049774865
"mtstp5ii108",286932.599654333,90057.2151943594,223673.875508514,61188.1584477272,90084.2331188495,81284.4918058195,108972.497782931,130949.969639307,146193.393459612,216175.348259148,121849.476917964,145861.186960291,198848.50533716,67710.3862069731,117003.60879393,267274.073223591,313131.822682764,174932.526477819,113870.429455894,106249.114968551,26211.2399775825,252369.076925856,88108.0971023272,95378.758846642,103771.966638501,96937.9434797007,118146.260362985,152566.0559822,191476.372599692,46813.0608668728,187950.840200766,73466.3465264284,108978.042115736,95944.7024698523,97059.1360791839,205254.292025656,98026.145401254,0,171659.582602946,162833.893366843,74917.1810394661,191102.460548029,38665.309878869,172842.634772782,125409.574173309,91971.9817846412,190301.690428935,168982.511212733,114192.510610011,248281.142722706,103701.691102056,250027.513194892,249047.812725162,116253.194048399,120718.843537173,202132.547516833,96938.2659121903,121958.559340582,80385.35503089,52011.9157572815,128233.563632034,243994.384560917,87247.1929097943,278283.389873333,113308.58064508,196909.946777398,101002.025390626,190768.331944561,103651.712010217,248163.873709272,102683.225140357,121024.239081431,45050.0076633185,183663.086089416,167394.295813321,87242.5176275526,65868.5130847539,229390.634743595,223748.302605606,123112.414173924,67254.1545341305,32637.8763690057,118030.704478797,33840.8750997725,196479.056643173,96619.5417988591,116956.55821391,142108.521564884,197572.88113351,208724.935068979,233898.147365853,184807.190804422,212711.496630351,117712.550100834,39677.0339809533,33750.6154417773
"mtstpAci76",288562.483001347,150522.851369517,229471.993691858,159037.904849322,151209.030037695,161325.998454151,144245.630963229,165712.527795286,175205.455808456,57038.8266688526,127152.352416498,35824.9191356788,35602.0130040221,162050.154189553,134323.69000285,267286.847360793,312713.014761902,36310.1309075536,139866.895687214,160748.602908445,169349.375552982,263078.050825636,149706.44555746,154114.336557131,158985.988576588,155673.042109821,159922.545074373,161451.741532743,39029.7190288819,165985.145533994,205474.570028809,161201.844367054,147046.215627509,154808.132386487,155270.218545979,52299.2732441169,156143.297484071,171659.582602946,0,178561.920890394,166939.761228301,38431.3410296124,170077.178886179,33005.1579937855,63320.7057157432,152480.391536882,210990.384510651,195373.516929583,144428.283996479,92586.3444467189,160088.227581413,251413.113529643,251284.574656347,142028.184506492,152170.487983754,50070.6732416396,155624.723492428,138877.50818145,164927.343087254,170383.469925365,72704.165215976,252824.118895314,149703.914547185,125123.069747639,148741.682813422,43791.4262863965,153648.412413138,40463.474497693,155902.098633443,249644.316725597,157978.909768179,171406.745720777,163805.757898534,200537.36741385,25952.5737424971,160987.180992088,162145.964152743,238141.509495067,232253.173782142,151346.775360866,159315.90261237,167379.184866267,132245.890309096,174618.14083322,213902.443252401,155325.964846324,144039.391020601,171911.541179371,36557.9271570132,220504.355640386,243262.680187563,35336.2598411948,51240.9691112296,154279.977583079,162536.70212482,172051.167875069
"mtstpEiu113",163723.163935042,155403.283210854,103884.403731164,159788.141013691,155386.260763189,164321.699797499,148949.920584591,170731.559844345,70036.132869589,213064.545866903,151712.382762256,157798.717657373,195588.647719337,163582.624399605,157786.574217736,139146.656902401,190668.682050779,178694.823512828,140882.143959515,165416.874562769,161661.381366162,136591.117694447,152970.270578973,158193.285124605,163544.571566604,160099.344803076,157949.09988046,173755.457295589,196939.292612244,162858.922046942,83721.627615528,163054.796161321,151473.423857843,159050.832476035,159638.1393352,209266.96119925,160037.850649581,162833.893366843,178561.920890394,0,166960.096456932,193978.922855392,160969.5463808,177516.976400729,152163.218767903,156990.804643981,92531.2077758033,70407.5030193189,150839.138360054,242496.988088037,164462.789243495,120537.931821019,122225.479985463,145531.249841297,154534.659143572,206708.608688238,159822.093890905,157023.988064173,166266.622729804,153752.473361852,144885.168970669,130314.883649802,153480.974909869,263200.061176009,146577.309627186,200822.331758049,157365.470029307,197520.294035312,159832.356446849,120789.266601166,162619.460723357,175160.667351899,161291.212041304,66320.5721997637,180637.422295265,163736.59374756,145557.525012794,109905.289450692,102663.314324016,158800.975580063,161297.342847927,159424.024387511,152324.058673779,165453.762336884,86155.100003117,159271.642978857,156816.818137052,177071.784158422,189641.382368937,91751.6887564063,119807.131425032,189485.615941374,208155.686014502,158876.599908518,159995.391737797,163428.169567322
"mtstp5ci28",285691.306692285,74678.1049847566,221701.337933578,30545.3510903403,74231.610056115,22166.7066133329,97985.8141396837,122209.432493846,145094.538667908,212550.979396152,114073.194974033,140484.330284507,195103.944311791,20711.1228975018,108240.947366576,266050.835493887,311959.764938888,170196.472580435,105216.054123349,87800.8483433914,76097.6085797508,252713.649033422,76071.015355935,77818.9594775817,87016.9632444471,80188.6765026831,111262.55622027,146617.179364187,187210.532305639,43093.3279682681,186688.733793328,19687.4455589652,100042.937321361,77942.3343698504,80205.1447677105,201624.943544224,80052.8616550909,74917.1810394661,166939.761228301,166960.096456932,0,187093.548186838,55013.9702286707,168350.862881389,118830.272126138,76699.3622528242,189685.657225124,170943.854041435,105906.81009901,245322.309245793,86098.7149880389,249025.945569798,247340.243851841,107425.090545163,112467.249021301,197997.395253159,79798.3743294017,114195.132712153,16399.2961760891,91234.4859433509,121571.460102666,242904.453030764,75074.1809041137,275473.147333431,105120.075000245,192970.551428727,64269.4181870151,186847.060780774,69414.509999478,246779.798454334,84607.4292899127,101079.023634512,44760.8233079078,184483.92408815,162841.899988377,34966.9415079995,87921.4539438596,228629.694900085,222875.23942568,115716.141539054,24791.7851448338,63450.482154309,109214.133476292,65178.153452203,196314.771635485,79012.2208735824,108557.696415688,134584.004114838,193473.490333484,208123.765443485,232348.493963897,180636.453558458,209044.059902491,109638.932889452,49512.7393217605,71350.3207664861
"mtstpAii157",296987.48846703,172591.285640055,240997.544388138,179965.096801471,173141.946647843,182111.520214137,168019.623590315,186317.375226386,191975.98732262,35627.4777075293,148961.608213833,60136.8467803422,28972.6694841745,182461.052243373,156828.895103187,276514.154164902,320175.711473213,35230.9399423788,164121.671512494,181557.506060388,189196.669154019,273003.372472046,171850.150894111,175763.882789508,179960.75601717,177055.721256807,181117.899109995,179791.649983172,24484.1646302617,186106.725698695,219159.992987494,181861.542094119,169958.103747168,176355.298627918,176767.833984909,30785.5610214032,177553.007066929,191102.460548029,38431.3410296124,193978.922855392,187093.548186838,0,189857.97744518,33669.2647059402,87828.014580143,174279.014627625,224363.983032339,209815.918025208,167279.436896223,68491.558550172,180966.567758141,261435.36475643,261429.754570747,166309.81302896,174651.323669099,32483.1548101638,177116.333535726,160333.195427057,185164.321457152,190329.919976903,101807.282717137,263217.890814783,172022.299016693,98851.6223498951,170964.917167124,24636.0862457153,175508.836688425,26510.4036782848,177364.918913138,259835.305088708,179083.73910623,191004.974252368,184212.303974756,214380.191899403,36597.3358857585,181777.562711673,182972.691722869,249256.768659607,243685.671225536,172939.6448759,180336.447116301,187350.900287373,154302.726068933,193868.879079151,226915.341434662,176873.329288755,165773.991024064,191524.962855315,36871.2825581048,232730.071146961,254152.738141613,24750.9360776261,33327.2656614639,176489.015826009,183042.554165521,191506.073166748
"mtstp5ci26",285992.59504356,84136.7001335659,223201.378575432,50740.785472891,83731.5457041013,62505.7677070816,105557.550582205,128677.886512457,145010.884301777,215027.569769198,119283.839039304,144313.075079692,197668.232890106,52977.321750079,113136.495034127,266613.396384923,312242.92538281,173483.511279563,111125.585169995,98364.9433503449,42298.3425859225,251371.988370178,83486.4830195718,87735.5473885072,96822.4797243388,89940.5544366531,115863.25631816,151039.149560153,190063.438249142,30625.0266521741,187192.900941187,58578.500873707,105790.428785841,87948.849335812,90076.557127077,204191.474051659,89600.0580530067,38665.309878869,170077.178886179,160969.5463808,55013.9702286707,189857.97744518,0,171436.403145556,123351.4060763,85949.319708,189630.344946521,167949.164856425,111276.061518169,247420.67531736,95886.5580099115,249291.799504992,248357.04863505,113841.70838417,118257.324282183,201030.58043758,89643.1909879004,119358.694313088,62810.9398293745,57902.7877131048,125833.33335544,243564.691979875,82637.6630598344,277477.450433382,111201.982403898,195768.966188938,90310.6502307851,189656.417660443,93407.7925841648,247527.641410566,95094.9248430783,112093.264342049,32312.7362283908,182635.771331591,165814.308022226,72613.1309413004,65022.1833109751,228591.436527771,222939.329982448,120523.0134804,53523.3630924203,28187.0689901788,115272.195362983,22837.2022034616,195451.784450431,87885.0423380157,114482.11590875,139953.879093365,196274.435699902,207938.830421205,232980.880979399,183546.614904313,211551.234407348,114930.656170333,36980.2829913373,33547.1183465525
"mtstpAcu69",284554.54318923,151884.814590919,226054.263269189,160393.581492156,152436.337846841,162691.811527306,146419.001276871,167444.678385881,173149.039205571,54782.4378030128,129758.897078536,40375.6568288705,39919.772405536,163370.296902498,136554.173257136,263566.505514917,308482.410890123,20228.6324483372,143571.659670508,161968.623991619,170778.62602134,259254.048682884,151078.479543149,155452.079649892,160276.765988765,156897.347540189,161336.860278401,163365.231792521,27503.0633197808,167288.612523002,202481.257244086,162615.659444376,149300.242959196,156115.240725736,156539.616481067,46378.8822512614,157379.531027927,172842.634772782,33005.1579937855,177516.976400729,168350.862881389,33669.2647059402,171436.403145556,0,65884.042593583,153743.585273592,207759.205623501,192775.32738759,147160.04969177,87533.8305927407,161359.584250595,247849.738614855,247693.240374688,146277.311844703,154636.027658813,39024.066798116,156919.192687226,140908.969937176,166376.704031098,172130.121185228,82978.5218875442,249026.706322919,151181.850222215,118457.344032418,150501.867754989,32498.7550508989,155168.903253452,28461.1473234311,157296.985095071,246190.803111133,159302.722359592,172554.356206319,165120.61424912,197889.56165057,22883.7404021258,162528.663812479,163973.728186297,234719.33264289,228878.814883052,153611.787497417,160776.415890421,168717.206894612,134463.356814573,175781.314820885,210798.581753577,156733.406686801,145860.113862579,173583.003868794,46086.7970672441,217251.677656197,239500.260845669,22606.9496005184,51440.2210142293,156619.78498065,163964.934735474,173332.446473148
"mtstpAcu68",272457.862352183,93976.0137404902,207375.364415643,107451.905430128,94971.7594365536,110788.739679975,94652.0303283659,123238.311154786,138106.778264713,113404.886178353,86580.588356078,34451.1851463132,94201.6254241496,111729.667014312,88257.6773441692,250731.404298654,298524.389205789,68722.7317990388,93998.5589981438,109584.268327147,122520.883816769,242626.060315127,92555.6518840757,99678.4029861638,106885.447001156,101978.199243625,113338.155718935,129914.496219059,86102.1165956187,117525.697362896,176609.695784524,110562.471922879,97681.1494844941,100748.05995081,101395.213352342,103362.950352756,102755.80086371,125409.574173309,63320.7057157432,152163.218767903,118830.272126138,87828.014580143,123351.4060763,65884.042593583,0,96991.1763622774,181836.78385009,163910.608756539,97826.7978950862,148414.739403481,108738.264889367,233563.661749953,232537.175405468,97689.8203134418,107588.599184199,99014.8421666255,101992.167157864,96181.0096035861,115998.870615089,124338.112130278,38364.6226012309,231540.956171746,92864.681916013,181008.519237795,101845.32777431,92831.2603313696,100372.504645054,86533.2346664802,103508.044519731,231330.306753072,105573.711887241,124681.203301832,114448.916479431,173159.579135558,59272.3551141258,110324.27454626,112548.758404694,216396.143914791,210025.780375303,107902.791356538,107912.953885273,119522.272250881,88705.7766817702,129445.657788502,186719.104030666,101701.284250661,98739.6857415343,132751.737297953,93989.295832334,196178.92963705,220947.084677248,80054.3348262218,109509.483208224,108197.583183832,112685.191993127,125992.543160667
"mtstp3iu81",278823.716138534,15985.2619947531,211547.999204888,58822.0205235238,13173.7268765805,62598.9526475976,73331.6985372785,104634.960598987,130083.047211932,201273.865358563,91671.8785763752,122709.789565749,182751.465899083,65445.502040066,83458.7324018511,258115.055100479,305815.566619806,156021.334218495,81203.422767873,31860.6429070404,88775.2763919508,245534.441411131,26688.5026149977,13954.5295372028,27251.9841991154,14617.7024446047,89655.0276508479,130560.199434326,174181.213940699,76511.4686978202,175035.773414798,64060.9023949812,73278.0482171838,13188.0560117811,14494.4969421312,189662.912088125,17479.5616120603,91971.9817846412,152480.391536882,156990.804643981,76699.3622528242,174279.014627625,85949.319708,153743.585273592,96991.1763622774,0,178960.970411426,160154.175403685,81356.8691364509,235656.882875702,28885.849726453,240693.912234384,238599.90964774,84639.5435558155,90736.3437137275,186240.404362831,16613.6207438379,91674.5834448849,71962.2483479197,92305.2002612825,99767.5548198885,234336.986123691,27555.5629462753,267058.391727174,82965.5671692982,180492.609595549,46675.684126569,174007.745980462,49913.1961196607,238051.979850402,25348.1125667184,55109.780968615,71659.2987898572,174032.175971388,147701.030376438,62833.8747792401,77400.4375265039,219870.47482621,213518.031379598,93638.6695471469,60698.9586512238,81183.9147828116,86660.7630294403,96011.6458694826,186039.904302001,17960.1967694816,85683.6024905204,117482.519900977,181271.912829294,198363.687269609,223376.912795473,167210.649231706,197686.029776266,86919.4777877008,69944.2259495281,91780.5413932772
