"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49"
"mtstp3iu81",-2189719.1201429,280462.887785082,-66345.6029920151,974529.396802009,-97230.7312410045,33521.6360822076,41140.2703843069,69764.6861109631,23927.1548401012,-20762.3139272988,2739.3039262071,-491.120981238629,-3452.77688132735,-27533.0351963113,29753.4098130013,15514.1686051922,6489.82140781981,-10705.1733050914,-3698.09829830899,-2151.66146678578,4260.26830006604,-16133.7828924543,66489.3491288762,44686.5240134327,-18576.8698366632,13296.1229765597,-17927.4664857272,17720.1632081277,8862.44266584825,4561.58592247592,1279.08291247832,-5860.15018306757,-4276.52802132057,-29745.9557775572,-45621.9987391482,-9893.58151786087,-12741.9107778798,4792.85372904575,20299.2843514687,-9343.76705006459,-11875.3399762824,28473.3259803919,40251.2768589007,34320.1752468194,57831.6155534451,37476.7039065775,-137.391960965048,-57114.1787291103,-2.33740138355643e-10
"mtstpEiu117",736274.821405139,-2516848.12561409,-125843.598923599,167208.248807563,264242.977681406,-52982.4923711725,-163429.627724557,-58592.1996517016,163274.404188893,-29248.6037991341,-101469.038405982,112527.556622318,27426.2492851591,-9537.05076900884,2960.41087933965,2231.68801006154,-4677.67049944549,25752.7170597036,7350.28111976933,-22343.9433563128,-30101.3582307263,8113.30780009162,-39350.5460923717,22215.4946361897,-47657.0934739463,508.618146019315,4155.5982865643,53615.0784886396,8967.16646740582,15250.0536156974,-14964.0829080876,7564.35712431927,34746.4387653051,5744.22891119607,-19039.5715477917,2747.69400879864,3897.24694688332,-14799.8033778735,10549.6594988612,-8325.05649867771,84076.3377914575,-53970.3925024204,2060.4401989329,-26944.215911235,43145.054371487,-265.927376437976,-14275.1107205254,-166.729188902837,-4.72937244921923e-10
"mtstpLcu49",913860.73806603,893247.485821473,-1531447.86792058,-50752.6987329447,303067.264845708,6077.68732322976,-32159.5691377732,75263.5022110902,-58051.370748349,-76095.7735002326,-29081.0332469315,-144317.714165777,51961.3161112764,-9905.29416350363,-72716.7437681987,109895.357420612,-17788.3412944053,32203.082723481,32888.0478013235,49966.1440454752,46170.7841850211,-5061.54154350875,28603.7357917651,-33701.8760826378,-78016.2737633121,-80404.3894938021,24709.6530020312,-43530.4561570753,5657.78159629463,-12925.1760622421,-113183.02330519,-5068.9638473137,-4462.57407729165,-1799.72660505504,2719.2811578268,-37521.4315072546,-346.763783487331,-1389.54792728166,245.415777503804,2143.81627307836,2871.84760385512,-5385.50137693633,1568.15135076238,1988.6251685223,279.13868005167,-363.561100555948,-930.709124585049,-301.948542109632,2.3283064365387e-10
"mtstpAcu67",2376287.88687412,900915.55914204,1236791.29360676,-68460.1239844815,-422851.096836804,-11853.0817419502,313602.289258663,-237898.709529973,-38191.9634239946,-129314.357998745,-37222.4999937554,108407.722191346,61358.3160322348,51859.0527780668,-69777.711242776,177978.168169549,15815.3404473937,70314.9322887848,-100696.626689844,-38171.2560600971,31253.3176008051,-37894.6259866791,-16800.1970969493,-6157.43500636809,27101.9197062141,22403.9770151225,-13281.8708038845,36647.9538990197,-13968.1699688624,-41930.2130679648,-6408.96246378476,-41428.1426689375,-2205.40362806006,6857.28971314576,-9406.81059140709,4438.3272502273,9105.00169639506,-9554.16389666781,-134.00812750743,-3392.11103881229,-1721.03132814632,-2337.9782764156,-2895.61965583786,5499.29243204306,1466.94728438457,-1932.73013709512,-3103.25727724148,-1632.51911589699,4.40195435658097e-10
"mtstpEiu114",1332031.37772124,-2785056.55600869,131755.303930156,-228157.239937262,-338491.429420837,186692.361281477,193490.070430456,97349.8129985704,-179638.165720274,52963.0191304731,109147.810512072,-59079.7518476791,-28019.5553491523,6527.60040114813,-4036.18235605293,-3991.53841411377,-42407.7615582951,37143.7015445303,6963.28321264308,77931.9466743798,-19122.5810473191,-11016.13069198,1029.37984182344,63717.0336676935,42829.0007573109,-29082.4711999162,24861.965560953,-21774.3544204874,-10970.5392909924,-10417.0849343648,-19.4657949593893,-1659.93686091332,21800.0137697899,912.505531298251,-9294.50790402477,13880.7288114106,-2484.19758649797,21303.0227282204,-11241.1655387685,-6180.14756328198,28605.6757878237,-20894.7319667824,5750.60725125067,-9.32022863602833,4863.89749919735,2449.64883005466,74021.106517566,-1700.49426650226,-1.41881173476577e-10
"mtstpLcu56",1091900.44473035,779246.859039437,-1547670.8061258,-162604.69190488,282339.812740758,-50220.1876095283,200158.33858595,-20489.8965747643,-22507.8738488582,58430.0039347375,51987.065500331,130398.943255893,-13246.190961662,-39252.192102498,-19193.5009803384,15002.6506881645,53030.5916933509,20608.2266568506,-230.032114035232,-25977.5666288521,-98095.4854546681,-78041.8631293721,2299.25827083814,-22159.1605601017,-76110.7502630112,-35161.5782149152,-35342.5695734751,-82521.5971244769,-33308.8854176313,-18441.8524931206,94672.9657967106,-2800.83078763245,16859.1064413385,14808.2384215012,-704.780251489312,-28210.2675525392,-9068.86137039441,22601.6863458976,-15678.8040258747,-5508.41397967312,-738.311323445145,-528.360948305824,3102.52561688829,-10313.1919980074,2720.13730401049,7354.29495581763,-109.847530624501,325.41573901566,4.07453626394272e-10
"mtstpAiu145",2261114.81691727,1150320.32912665,1131506.50258336,158412.556218422,-20342.7424264341,-8357.13510639611,128413.871299844,-92406.6672774377,36634.7819395536,-58417.153823745,-42229.4200473779,19173.7194779594,47338.1941930035,-79486.9000783502,-54255.2202731072,8357.51538952594,-11332.31165559,9252.73248086243,-9245.6834423642,-24494.6288802233,-45297.1067686934,77731.5612865975,31882.1819728147,6641.26832122026,18861.8736745659,-10815.1054901147,-381.41736573144,-14891.6896295679,-31462.0327488681,37480.9681076468,-17875.2281550187,139295.337892758,14530.2446921431,-29953.1152636743,18204.0384028534,3868.27931156592,8764.09773348178,21500.9946638631,-531.671784428274,-18595.2774459368,-13627.9736273934,17033.1898053705,8914.11101027803,-31940.8928632395,2500.3149162535,7007.07705728558,3553.24514679677,-126.267184801535,4.09272615797818e-10
"mtstp3cu4",-2140741.3989353,273729.45414153,-37151.9156907084,917709.247725119,-157015.39598923,27230.8914262733,63168.1947369225,65122.6250088201,11648.3499782018,4740.17394384388,-19010.773919288,36440.0254627338,-12685.0431107788,7511.95141524145,18879.9978942733,47643.7560724349,-40216.9395030364,-56032.9419590414,12245.9932855469,15966.5964101246,-21528.6567678934,43875.6933519737,-122922.14712014,-64753.567686581,49753.8067010905,-57293.1591347893,-15333.8839168314,-12405.5249803045,3481.10272848136,-8279.60533426037,-1278.08047797645,6847.51077352856,4627.00691701416,22755.0026379605,3773.0114060504,4922.25925714493,-7138.72195356162,17976.3406548848,20131.6446447821,47681.7048161748,2447.51025947135,-19104.9312780643,-19283.3596283057,-11133.1366454649,-25261.9666108917,61435.4949587011,-5106.57927992982,-25008.6588964338,-2.95585778076202e-10
"mtstpLcu50",1444705.7835659,1117180.96826709,-1159478.17256014,-362336.950128546,-380696.851864604,115240.621917234,-216923.995554087,120280.131873324,225913.419358228,34966.9368805779,-43196.1848045071,-139687.255430126,165717.007583246,-36510.7692373282,-10892.5000836078,15712.4892022406,-39496.6921777928,-1541.97958779378,5552.42918944923,-47419.0457864701,-63463.5060858529,-16062.9544010209,-29774.1717566574,43952.3842831292,49761.1079273782,110170.058422283,-47512.3728555569,-54822.1592001518,49524.6957348079,-34864.9824895092,-17228.0285231206,-13185.0778874381,11197.8420248364,4163.04167743995,8464.79540627632,-10494.9701472486,-11148.1882785973,11320.9611302296,-10424.9805612498,383.349884533316,-363.667665681049,-1539.09593191931,797.04071507145,-6876.2367683706,-735.1765589885,3820.01587908338,3430.91986861465,889.287575218184,5.16592990607023e-10
"mtstp3cu5",-2036755.87510262,229854.969015831,-100692.939655782,939556.245651161,-58603.4232645186,-44283.004542556,16635.8455046924,50241.5296176549,22582.3678580188,-24536.7500136795,25485.9088534355,-25512.0578054857,26822.2523602145,78868.2136618724,-123151.021600024,-100539.592167679,9547.46642169163,56327.5492102292,20575.9574136923,-35930.7799576086,7510.15567064615,12465.203600228,-76773.4107479549,-38027.9867168071,29319.8298131998,-30422.9646969577,-15761.1763683182,-13123.9695813098,14257.5556495542,-2732.94147839776,13327.1060803269,-20153.0883848254,2231.87288186318,-72114.1744785843,-18833.6363692532,-25865.777057432,81210.437937027,28840.1517141917,6664.92375079499,-15434.8973543397,4407.07606936925,14179.934966301,2903.61778083353,12660.4572587304,18287.8286387594,-25469.4901870975,4178.05115309811,16122.4436356323,-2.53294274443761e-10
"mtstpLiu135",993880.16598092,638870.291830981,-1420184.98523938,-133904.562404633,326327.104577415,-90360.0232700722,164264.065432767,-16750.0878105796,76817.1774131242,178440.049048804,84582.0046760112,172482.221587666,145553.995489697,70592.9634344418,34680.6080152934,10518.6232751395,33994.3900919741,-30971.8915477513,11388.1144271595,71322.907764187,149043.338247878,86215.3002376232,-15805.8449915796,47573.3801742588,-4458.33758747413,28241.2496632347,-1579.68088403524,-27770.6918490041,25722.1089631976,-17555.0297206665,21071.0516559713,18200.6923349628,-2495.29454041905,-2850.59499183169,-6481.49070150065,28984.5982613345,10075.7006286959,-3338.80493152706,8352.51877211412,-3851.10861716806,-2016.00756765573,4251.53895644827,-857.856400505837,-633.835769009936,-123.928538446507,-2403.88899182148,1867.82577648901,-751.968398612973,2.25554686039686e-10
"mtstpAiu149",2262815.62932908,1175727.3050472,1169767.85072617,213382.81352963,54587.8114173542,-6131.97815025605,50790.8007541118,-18585.8775147209,34935.9984629626,-10780.11318456,150.966749074612,49300.3067750504,36155.5286382582,-70932.9479449935,-20627.5040655004,-27564.4216111622,-7318.30340389199,-7924.47836281471,24642.3098720364,-21015.9184698098,-37789.2063191478,47726.2166778473,27997.5773204245,1390.31622882513,813.341154175199,-25633.2247887658,55197.7069429008,-23842.9731868592,69973.1188172694,7968.06000392485,23943.4361568234,2790.40148712554,-13731.5137367305,2552.56007535482,-1563.68407732564,-11285.7336843438,-24708.7337881208,3949.8740927355,-5659.75140053413,37145.5614239505,27399.1286974166,-22929.4253292392,-24416.6502326614,91251.3470548269,-8341.70281132036,-25549.0657995851,-4042.82694386586,-2483.62822482043,3.14685166813433e-10
"mtstp3iu85",-1256602.66472755,481706.755126293,-138739.339146383,254612.349984328,-120950.364765738,193968.056990593,-159379.731366112,-308837.390864196,-360540.692264777,331615.869109491,-352350.655409089,-34513.3499982172,41216.2314878305,-27884.7902489631,6520.31557469947,-25443.0963233721,34209.7675771056,27321.3864390827,-24710.7666773616,9104.07585056718,1474.29551586859,4093.5006056681,7095.94955287018,-2387.86421655757,922.078649731867,-7281.15023655694,-6870.01806155422,-1369.47411754113,6007.86344032481,-4037.79088673367,3231.27954005293,-2351.34268439598,1138.12014252465,-3646.77383539876,367.850641725911,1575.63094558201,-1924.80674051501,203.676288576764,228.697384211343,2348.26015990128,2165.66001804075,1475.78945729957,567.700685092517,800.147150559154,-444.850265142493,-1131.83038365978,-1033.9796041967,2123.89903135857,-1.70871317095589e-10
"mtstpEcu34",1265814.48301445,-2797697.96139413,89477.7335693954,-139414.90573099,-229566.530514086,174622.705601085,159206.451354448,100830.839194199,-152194.561221208,51520.4261707083,105255.425710045,-77163.7188472224,-16035.8919584791,6694.15184195289,1396.62109586041,-6293.36551638221,-19968.120692405,15444.1252420111,6433.40546241298,44783.0970598094,-7636.94465855151,-5589.61604411951,1105.14622855975,35144.2563378982,32012.2847883764,-5539.93871888741,20765.7570900457,-24505.9841746335,-5434.61566988304,-6088.80016735357,-2217.35500231553,2221.4022246858,8729.02193150267,297.706702380121,-9485.57216137035,13044.4899925366,-696.86041627084,31027.0930199499,-19573.6789714037,-9907.95370393071,-3447.88073538057,4931.34391391052,-7415.3133057572,-1569.99827253202,7932.17170020877,-4162.45831408592,-92369.4730063309,1045.89718119339,-2.43744580075145e-10
"mtstp5cu19",-1995607.60966887,138521.761661387,502341.524754908,-1131709.58050035,36803.2743166669,-260055.731369513,56471.6332705784,242123.011671604,-342.897374193362,-20560.6663026847,-121313.275128312,3987.21305826197,12421.4881705302,20210.2768197223,-60119.1161046786,-11361.6225068912,46317.1110065347,-66872.6385774592,-62853.4353021259,68247.3319252673,-43405.2551063899,-4044.60161018099,21794.4148955974,19876.3792774875,-2686.81216352496,-8031.47007017533,-25952.5577722238,19856.0963163703,26461.595888687,7856.58422577022,-567.343879859443,-5584.8131687104,-10504.8987328037,-14511.9833928995,-11897.9923019537,-4265.77711915606,-5331.76344754296,1501.81814284401,21739.7162230836,-83320.6728978539,8627.02984067088,-11161.5201481659,-40633.1139583542,16766.9721712756,-32958.9192990091,29734.5290071501,-1781.63537265719,4733.51366357489,-2.40106601268053e-10
"mtstpEcu33",743172.652008843,-2576793.56459729,-16888.2697170503,81589.2393214423,163985.208166624,-47280.2829884932,-73228.104435968,-25815.7896100362,41276.8904956286,-83815.7495444504,-75036.411135433,-49967.0397548202,-21875.8728382652,-3464.85491154383,4367.19653512851,3031.49565555963,100006.186312752,-123956.163159573,-52688.09311766,-103801.200876074,95549.0012890668,-30989.3241586758,23370.9125962272,-36204.8888441998,53456.0280521926,-10109.8484578029,10452.0819084924,-56528.6931094454,-13377.0409839756,7931.20564828972,-238.257814832024,-2486.78166266259,-62471.6156329569,-11046.9772726466,5736.4565935649,10003.3131074696,-24679.7723623085,49443.7171568774,-28111.9218604961,-1126.39540211915,22697.6655230768,-5866.31508122966,7911.7287028893,-7974.82564745843,6110.70149344263,420.886254773082,9332.06652125193,-96.3522905624578,-2.65572452917695e-10
"mtstp5cu20",-2198476.34194835,242427.200130672,396088.569214995,-687041.210884168,11074.4863468062,268671.660300793,-26097.4843227513,-248846.267428073,-19526.2056274518,40445.3363635169,70836.2884398364,53439.3346118637,-30872.5906459028,106801.226415496,-118301.55112235,46534.977434135,-110899.404385924,-146010.298321108,125178.537843445,-65387.8926662972,-3610.05884227711,-21468.3448412567,32839.6961457154,53229.5322509984,-11402.8225884815,-30565.1375989363,-45119.3108724871,12683.6490552041,19345.2360702272,14149.478844238,2594.56448439786,557.173975489416,-4410.06126596042,10722.5128643049,13585.1107783987,-341.179692213249,-2077.42569374518,-1424.63782214578,25.6106936580181,-7384.33511122731,-10100.2957145042,-9635.41417978717,-1134.73911751495,-3606.42090545928,4200.4780298083,-9094.4681876474,-535.243865641507,2441.19938761217,-3.6015990190208e-10
"mtstp5iu97",-999589.115184286,-701741.545312755,-25655.7682855189,105276.228250385,-217991.285923436,-753096.295250912,-154757.74418777,-446847.591311584,-75697.5635962456,40598.2647070531,239269.922683237,-151703.730034609,62003.4838776396,-57985.15619275,30340.6915024762,14372.6523443388,10169.3078046079,-45791.7170318942,-11470.2588979208,19302.9568030887,-30202.4847093634,-1681.93197769676,-22372.4672060729,8243.82398330396,-12800.2284986245,-3159.34525728174,10976.2968818824,10931.9435661611,3328.50678078184,1066.86660686516,-882.053348897854,-1548.86572228536,6051.99784143586,816.957658110832,-12211.2631591411,-3384.61536808833,2520.07829427739,926.443164882559,1133.7162722972,-1626.95763375845,-4445.87921258758,316.122353315209,-1870.67917556526,109.543836973377,-322.984812824438,-1098.4654829882,1168.32721984468,884.010090148497,3.09228198602796e-11
"mtstpLiu129",1054857.25208774,992503.233787496,-1550697.74996997,-227254.962393668,81002.5577815954,41768.1806171722,-39893.3208301212,82419.8895733717,44531.4906242943,-53732.8786220058,-59969.8457000029,-195768.536709563,49221.7597657073,-21563.3000616147,-49196.7332064938,69541.7140824683,2561.09608921024,8221.94784626585,61097.3167115241,28953.8977536061,41917.7673029629,-13979.6587191258,11945.0232984907,-20156.3177764392,49129.9954044027,-15182.0787646007,39499.3452203759,119238.007910444,-30809.4197736732,39813.5309244068,107305.175771387,9727.71809394225,6057.83603799216,232.899557368051,2213.83102093721,-1561.67767661484,-6438.68967713786,4483.44622591833,-5528.88243346245,5923.28657045166,2636.8962915691,-233.157523231512,-2490.39715157084,697.057367086323,-1012.3364599199,-942.367903119248,-725.371566060924,221.703487537,3.41970007866621e-10
"mtstp5iu99",-2225372.2233742,332063.518418877,447960.372999315,-829450.484690707,272780.789031447,189814.334196618,-61093.7721793967,-45576.2600931466,47383.9009929992,-39192.7545139448,64868.8342725044,-54702.2366707592,18575.0799044252,-49642.8875141294,70537.0769124771,-22269.1493865083,37875.6485933822,85879.6445085262,-28474.0754411082,-13977.2674862416,25719.1461519929,-3530.57423038319,-5344.08654370605,3136.33309845858,23225.4683216144,-32390.1027070519,-37525.928431053,-1317.00697941462,14108.3443015449,7953.09557102068,893.449415795567,23321.3994018426,-30434.8454833072,59383.9363652624,872.107617008747,3978.75983810084,50056.6604287422,-6336.04270293669,-28736.0293238784,-11457.4745204098,-56242.6252114711,-60281.4682189262,-24516.7432535579,11262.1448682383,39862.396727369,7621.35279322167,4023.15345883947,-2990.83671450929,-2.9831426218152e-10
"mtstp5iu101",-1596010.53061238,-47193.8978590984,489392.40753507,-1209055.84911948,-200951.746170855,-516419.661922038,104189.952569696,229639.094136482,-87217.2927151945,56749.5838556646,-112654.875183393,46605.0441629798,-18942.1554058053,-16895.8878441753,75427.4366722022,7302.57831778001,-98840.6281363161,103677.040079085,120978.431092405,-119576.481795183,64113.2427005069,-15467.1049698983,-2744.8359435673,-275.774032802394,3946.85148675339,4950.18726161334,25009.6305832483,-23620.5553596534,-24556.8660332783,-5804.33980867566,1627.37363451612,5424.86437624585,-7009.51709048565,418.724169289544,1619.83168939056,1676.92007659868,-6519.71102551876,499.644812724022,8584.13708436182,-3593.42193600411,2954.46340843055,2627.49131315749,3660.43508144767,-253.127568352495,-3360.3828123227,3184.64369677647,-1097.91299882905,-2673.10713633655,-2.00088834390044e-10
"mtstpAcu65",2097859.54339067,1027305.57890919,1071737.36925532,140266.515616838,4226.6920969923,19720.6021417468,171995.205100773,-61661.913789403,-47831.2820250751,-101382.936413977,-64688.3266149827,-121777.953150886,-11149.049770244,155240.967459651,125023.753510964,-40323.4828302378,39501.0159580247,-10879.7135834031,45704.4125933841,47718.7054938623,27078.8066507472,-104517.591337956,-70839.2895556544,-89.1184240071143,-56734.4150283836,44107.134436537,-27230.1190024134,-11511.9744285165,42357.8454754637,65742.9812518069,-2751.68861839103,43533.4002530156,11093.050053237,-7644.96367328986,5877.37375687382,-14659.5561378713,-13170.6429935741,1557.4157083927,5092.50800128975,9353.80988100782,2141.08960188582,-684.482702291437,-843.207752182305,5655.7671941774,-940.799995691587,-999.627769608667,2069.7440862689,225.884513427095,2.89219315163791e-10
"mtstpEcu35",1066020.7036357,-2676719.45911822,14165.4091998793,15857.4173473907,121260.141188454,89232.2324636437,10932.635092879,77351.6282825183,12926.5212392525,9371.19873671913,-16959.2135105308,-24330.8457167634,45675.8212004329,-29644.8098532503,-11239.1625426004,-9094.17213228249,49743.4564087854,-36711.1875165275,-31802.3125784258,-59973.8466393464,-4438.77329201706,-30005.7609989874,-45150.6972097003,87295.213234776,11022.4691913955,-35209.6635832203,42100.3923177874,-16756.9769558586,-27570.5729447768,1380.15276836497,10091.8715317383,8066.02868575987,-5410.11148346642,-6315.83087096703,24732.77445645,-43666.1381579422,19376.7256391523,-93349.2472566518,60728.2549926569,20285.0089001708,-30036.1390309275,20184.8354328431,-5448.58790346302,2919.56123064713,-11340.3791113358,1708.39684396777,322.511667647855,712.856061365659,-3.41970007866621e-10
"mtstpEiu116",1177304.10964706,-2668160.58582797,22285.6892846506,7027.80144057471,-26605.0801029573,109480.433226387,56108.4445049827,82074.0633421072,-4089.91817108541,100280.351538355,62485.2409265857,48856.2486324493,94172.2366325809,-19420.6606843449,-4158.9710410716,-2424.51070698139,-24122.0734036279,43006.3048498457,11681.8077947575,-11377.2066842924,-56350.8236486343,28929.7273353175,-39417.4945625636,-37606.5500346097,-88950.1680666969,22628.3087044876,-24720.5007879705,79727.3215686328,14845.7693550896,32931.723400629,-13858.6224350436,-13066.7747044534,-112820.557866984,-6013.71188566427,10505.6958375879,4521.54298548657,-16172.8626139645,19732.2605299771,-10738.1054727205,1961.31756805484,-22840.1894064633,21258.6939702306,8172.46468326917,-3290.26348574445,-14611.1887929564,211.472367654289,10068.3693565051,1656.29138169501,-3.01952240988612e-10
"mtstpLcu52",792877.668430765,847075.724316028,-1634244.88763616,-91631.5974212413,341761.157914191,-32274.8666504441,104004.855511995,-27188.2222415934,-115700.828096072,-81653.4895506987,2541.65544247909,-1629.58363354324,-79681.4175795906,-32621.7580536401,-12818.7808756679,-9846.69971781691,37499.5129260624,2836.8087642892,42603.7969222161,-27618.5321269189,-71467.1775323898,-40787.5263446156,-7343.59606018452,-9609.59578936995,39089.4950439628,13253.1182888598,-13718.20005354,1736.12197813771,17344.9064205489,1390.23136588422,-39685.6036017967,5234.805423515,-17994.0077302828,-20716.1564700528,-24313.5609925454,126753.887027876,15322.4657132517,-35454.778895536,22664.5241825807,9896.2638632575,1009.77930711457,5848.62440687028,-1726.60944406115,9374.65158981834,-4090.84589068219,-7135.38298734307,314.324086476818,121.103247638081,1.74622982740402e-10
