genes	third_instar	fifth_instar	early_pupa	late_pupa	adult
lcl|KZ248560.1_cds_OWR54435.1_2263	0.0341268	0.327313	0.70746	6.08846	7.83382
lcl|KZ248560.1_cds_OWR41310.1_2264	28.6047	0.0	1.42004	21.7354	0.171937
lcl|KZ248560.1_cds_OWR41311.1_2265	15.1688	0.0315856	1.14566	33.5099	0.471599
lcl|KZ248560.1_cds_OWR41312.1_2266	130.551	58.0529	74.873	64.6881	36.38
lcl|KZ248560.1_cds_OWR41313.1_2267	24.6324	10.7622	9.84129	11.6403	5.8015
lcl|KZ248560.1_cds_OWR41314.1_2268	11.315	4.57743	13.6611	7.62775	4.85409
lcl|KZ248560.1_cds_OWR41315.1_2269	12.9235	8.21846	19.1833	11.4347	13.0512
lcl|KZ248560.1_cds_OWR50305.1_2270	12.9235	8.21846	19.1833	11.4347	13.0512
lcl|KZ248560.1_cds_OWR50092.1_2271	4.31819	1.83963	7.21663	2.5765	1.35025
lcl|KZ248560.1_cds_OWR49038.1_2272	0.135626	0.0	0.189373	0.285849	0.265142
lcl|KZ248560.1_cds_OWR49039.1_2273	1.84889	0.574861	2.33948	0.513197	0.686844
lcl|KZ248560.1_cds_OWR49040.1_2274	35.7789	11.5909	9.99355	32.5704	23.4985
lcl|KZ248560.1_cds_OWR49041.1_2275	12.0761	6.72313	6.32143	15.715	9.05549
lcl|KZ248560.1_cds_OWR43920.1_2276	907.009	821.615	138.943	767.491	1179.17
lcl|KZ248560.1_cds_OWR43921.1_2277	12.1309	5.88377	229.268	30.9951	169.582
lcl|KZ248560.1_cds_OWR43922.1_2278	0.291829	0.0947689	1.70845	0.37016	0.321247
lcl|KZ248560.1_cds_OWR43923.1_2279	88.558	69.4757	19.6019	68.4973	273.289
lcl|KZ248560.1_cds_OWR43924.1_2280	36.246	13.7073	24.6117	28.9473	12.216
lcl|KZ248560.1_cds_OWR43925.1_2281	0.0	0.0	0.0	0.38628	0.747917
lcl|KZ248560.1_cds_OWR50009.1_2282	0.711878	0.763605	1.42321	0.471296	1.07355
lcl|KZ248560.1_cds_OWR46552.1_2283	0.363288	0.069371	0.471173	1.13781	0.587303
lcl|KZ248560.1_cds_OWR46553.1_2284	0.0467009	0.099206	0.135803	0.529349	0.989122
lcl|KZ248560.1_cds_OWR46554.1_2285	1.9746	0.733808	3.74788	2.11718	1.34031
lcl|KZ248560.1_cds_OWR46555.1_2286	241.762	174.149	148.797	490.06	1018.72
lcl|KZ248560.1_cds_OWR46556.1_2287	54.4942	8.07857	78.1864	193.242	130.67
lcl|KZ248560.1_cds_OWR48929.1_2288	43.6796	46.3715	31.9423	609.154	166.176
lcl|KZ248560.1_cds_OWR48930.1_2289	91.5963	27.8529	197.192	130.176	294.465
lcl|KZ248560.1_cds_OWR48931.1_2290	3.84184	0.913488	144.073	2.15432	0.561136
lcl|KZ248560.1_cds_OWR48932.1_2291	377.198	49.4569	400.023	1078.12	1743.08
lcl|KZ248560.1_cds_OWR48652.1_2292	50.4219	4.84289	26.5518	67.9043	138.763
lcl|KZ248560.1_cds_OWR48653.1_2293	0.0	0.0	0.0	0.0345107	0.0727784
lcl|KZ248560.1_cds_OWR48654.1_2294	0.0	0.32292	0.0	0.106226	0.633925
lcl|KZ248560.1_cds_OWR48655.1_2295	96.2735	41.2494	71.9125	26.0295	29.2238
lcl|KZ248560.1_cds_OWR48656.1_2296	7.4422	3.03823	6.09007	3.94784	2.14931
lcl|KZ248560.1_cds_OWR48657.1_2297	4.83523	1.13157	5.09884	2.96339	1.28363
lcl|KZ248560.1_cds_OWR51410.1_2298	6.43724	1.95073	5.96503	4.26748	1.94079
lcl|KZ248560.1_cds_OWR51411.1_2299	13.8351	4.26857	11.8941	8.36808	5.15665
lcl|KZ248560.1_cds_OWR51412.1_2300	134.696	104.337	25.1747	279.9	149.643
lcl|KZ248560.1_cds_OWR44094.1_2301	3.72253	1.29018	0.108119	8.66094	0.35915
lcl|KZ248560.1_cds_OWR44095.1_2302	10.4874	5.8296	18.4734	11.387	7.71733
lcl|KZ248560.1_cds_OWR44096.1_2303	2.14581	1.28375	2.73426	2.26346	1.21029
lcl|KZ248560.1_cds_OWR44097.1_2304	5.31762	3.8264	15.2941	8.20922	5.53968
lcl|KZ248560.1_cds_OWR44098.1_2305	6.55214	4.33971	5.673	10.7314	5.13285
lcl|KZ248560.1_cds_OWR44099.1_2306	7.26255	4.72934	8.04454	14.9684	6.31301
lcl|KZ248560.1_cds_OWR44100.1_2307	3.30698	1.76525	2.63999	6.85063	3.54755
lcl|KZ248560.1_cds_OWR44101.1_2308	7.87451	5.19488	4.2342	6.7346	5.69311
lcl|KZ248560.1_cds_OWR44093.1_2309	1.27525	0.195914	0.782788	0.689404	1.6571
lcl|KZ248560.1_cds_OWR49191.1_2310	1.21455	1.18147	1.54958	3.70715	1.26692
lcl|KZ248560.1_cds_OWR49192.1_2311	28.2333	24.5328	14.3948	16.6658	15.1233
lcl|KZ248560.1_cds_OWR49193.1_2312	3.35256	1.68336	3.84174	2.92072	6.48436
lcl|KZ248560.1_cds_OWR49194.1_2313	10.5293	2.13297	10.3747	5.16042	2.59084
lcl|KZ248560.1_cds_OWR49195.1_2314	60.457	73.0739	0.178611	4.40956	1.88293
lcl|KZ248560.1_cds_OWR49196.1_2315	0.643866	0.473177	0.324607	0.16736	0.0861247
lcl|KZ248560.1_cds_OWR49197.1_2316	54.5392	33.8876	44.2858	25.3916	18.7691
lcl|KZ248560.1_cds_OWR49198.1_2317	37.2715	35.7582	11.4571	21.6331	28.1554
lcl|KZ248560.1_cds_OWR49199.1_2318	10.5126	4.90883	5.92226	5.60593	2.00044
lcl|KZ248560.1_cds_OWR49200.1_2319	0.0	0.0	0.131327	388.471	248.289
lcl|KZ248560.1_cds_OWR49201.1_2320	0.0	0.0	0.0452933	0.403903	130.818
lcl|KZ248561.1_cds_OWR54496.1_2321	0.449916	0.28945	0.125425	0.145218	0.208115
lcl|KZ248561.1_cds_OWR48086.1_2322	0.625552	0.726555	0.0	0.0	0.878427
lcl|KZ248561.1_cds_OWR48087.1_2323	0.0356062	0.17177	0.522096	1.8456	2.27582
lcl|KZ248561.1_cds_OWR48088.1_2324	19.3301	11.4435	6.08445	10.4685	15.5857
lcl|KZ248561.1_cds_OWR48089.1_2325	6.92775	2.20649	8.6183	0.814702	0.518402
lcl|KZ248561.1_cds_OWR48090.1_2326	6.46857	2.11817	7.97031	13.6212	5.46377
lcl|KZ248561.1_cds_OWR48091.1_2327	3.47647	1.22115	4.7003	7.13598	2.68644
lcl|KZ248561.1_cds_OWR44737.1_2328	0.0242386	0.0	0.0324957	0.0915595	0.0162695
lcl|KZ248561.1_cds_OWR44738.1_2329	0.0	0.0	0.0	0.0	0.0
lcl|KZ248561.1_cds_OWR44739.1_2330	2.75464	0.776649	5.67715	5.27106	1.27096
lcl|KZ248561.1_cds_OWR44740.1_2331	99.3224	1.66797	53.9832	61.8511	0.433219
lcl|KZ248561.1_cds_OWR45645.1_2332	0.745177	0.160965	5.20377	3.1295	1.39464
lcl|KZ248561.1_cds_OWR45646.1_2333	3.68793	0.837023	17.2082	11.3273	4.42081
lcl|KZ248561.1_cds_OWR45647.1_2334	0.0	0.0	0.0	0.0	24.4402
lcl|KZ248561.1_cds_OWR45648.1_2335	2.72833	3.61435	2.20715	1.74428	0.743746
lcl|KZ248561.1_cds_OWR45649.1_2336	0.0281868	0.0229137	0.0	0.0	0.0367267
lcl|KZ248561.1_cds_OWR45620.1_2337	0.0	0.0	0.0	0.0	0.0
lcl|KZ248561.1_cds_OWR45621.1_2338	33.9325	19.7911	27.0528	23.3207	49.9636
lcl|KZ248561.1_cds_OWR45622.1_2339	6.1658	2.11386	5.77408	3.0575	1.85764
lcl|KZ248561.1_cds_OWR45623.1_2340	4.48658	0.877719	2.926	1.21524	0.398834
lcl|KZ248561.1_cds_OWR45624.1_2341	46.4676	25.0276	32.2296	19.8291	17.4462
lcl|KZ248561.1_cds_OWR45625.1_2342	3.62659	0.96586	4.18491	1.81354	1.08009
lcl|KZ248561.1_cds_OWR45626.1_2343	16.1749	4.0945	10.8837	5.87887	1.6735
lcl|KZ248561.1_cds_OWR45627.1_2344	31.6647	14.5523	27.74	19.2557	16.64
lcl|KZ248561.1_cds_OWR45628.1_2345	119.748	51.1122	147.158	90.4197	68.9892
lcl|KZ248561.1_cds_OWR45629.1_2346	56.9831	29.936	70.3404	31.4764	39.1279
lcl|KZ248561.1_cds_OWR45630.1_2347	17.8614	9.76034	5.93336	21.2339	22.4999
lcl|KZ248561.1_cds_OWR45631.1_2348	155.772	75.1957	83.4668	112.886	55.5552
lcl|KZ248561.1_cds_OWR45632.1_2349	0.275548	0.0	0.787621	0.263878	0.442389
lcl|KZ248561.1_cds_OWR45633.1_2350	1.21539	0.100234	0.217171	0.147403	0.760144
lcl|KZ248561.1_cds_OWR45634.1_2351	30.5086	19.5595	16.7677	32.6482	18.4996
lcl|KZ248561.1_cds_OWR45635.1_2352	41.1196	30.8768	31.3387	42.9362	29.2479
lcl|KZ248561.1_cds_OWR45636.1_2353	4.82638	5.12839	30.1379	6.55233	6.00271
lcl|KZ248561.1_cds_OWR45637.1_2354	9.46363	6.63047	31.9035	7.99117	20.0423
lcl|KZ248561.1_cds_OWR45638.1_2355	16.2256	7.3205	31.9833	11.3312	19.9078
lcl|KZ248561.1_cds_OWR45639.1_2356	0.365713	1.13819	0.190872	1.63062	47.5143
lcl|KZ248561.1_cds_OWR45640.1_2357	363.165	458.901	23.8398	258.638	692.686
lcl|KZ248561.1_cds_OWR45641.1_2358	359.004	418.328	41.9635	307.734	686.028
lcl|KZ248561.1_cds_OWR45642.1_2359	11.8957	4.41267	6.62729	9.55341	5.21653
lcl|KZ248561.1_cds_OWR45643.1_2360	46.7965	39.9728	8.65771	18.4108	27.4786
lcl|KZ248561.1_cds_OWR45644.1_2361	0.0	0.0	0.0249337	0.0182208	0.0769882
lcl|KZ248561.1_cds_OWR51823.1_2362	27.1899	13.1039	7.34917	19.6907	11.523
lcl|KZ248561.1_cds_OWR51824.1_2363	34.2064	4.16016	21.0955	76.1486	14.4019
lcl|KZ248561.1_cds_OWR51825.1_2364	0.928132	0.193272	10.8214	1.08995	0.595112
lcl|KZ248561.1_cds_OWR51826.1_2365	0.0540938	0.0453193	2.57132	0.0179427	0.0451473
lcl|KZ248561.1_cds_OWR51827.1_2366	1.29961	0.575315	0.9634	12.8823	21.1644
lcl|KZ248561.1_cds_OWR51828.1_2367	10.7082	3.78592	7.79509	11.5467	12.0602
lcl|KZ248561.1_cds_OWR51829.1_2368	12.5998	5.7754	32.9413	9.26573	6.90566
lcl|KZ248561.1_cds_OWR51830.1_2369	6.0729	3.47367	13.9686	6.54108	22.5326
lcl|KZ248561.1_cds_OWR51831.1_2370	6.92372	4.23888	20.2805	8.80482	26.9622
lcl|KZ248561.1_cds_OWR48787.1_2371	1.97875	0.0	0.0	1.10407	0.154712
lcl|KZ248561.1_cds_OWR48788.1_2372	0.526518	0.0	0.0	0.475358	0.0
lcl|KZ248561.1_cds_OWR48789.1_2373	8.97981	5.67011	13.6336	8.87444	5.36943
lcl|KZ248561.1_cds_OWR48790.1_2374	10.6166	4.09474	9.6915	8.03603	2.78712
lcl|KZ248561.1_cds_OWR48791.1_2375	672.043	753.42	94.1485	130.426	48.6499
lcl|KZ248561.1_cds_OWR51572.1_2376	23.2686	11.5489	59.2658	47.932	47.02
lcl|KZ248561.1_cds_OWR51573.1_2377	15.7434	7.12872	15.6477	12.1869	10.1101
lcl|KZ248561.1_cds_OWR51574.1_2378	34.5378	16.8396	18.5531	18.3034	21.0383
lcl|KZ248561.1_cds_OWR51575.1_2379	20.4044	1.32141	0.358653	2.01796	47.9312
lcl|KZ248561.1_cds_OWR51576.1_2380	30.519	11.2669	37.3791	12.4243	18.5154
lcl|KZ248561.1_cds_OWR49352.1_2381	8.77021	3.58043	0.948623	2.5884	0.589153
lcl|KZ248561.1_cds_OWR49353.1_2382	2075.66	1325.13	467.151	320.844	199.975
lcl|KZ248561.1_cds_OWR49354.1_2383	17.3707	6.35688	10.677	12.5414	5.06448
lcl|KZ248561.1_cds_OWR49355.1_2384	7.51055	4.89872	21.3349	21.5869	12.2081
lcl|KZ248561.1_cds_OWR49356.1_2385	11.2063	3.55193	7.59972	2.95493	4.66547
lcl|KZ248561.1_cds_OWR49357.1_2386	0.329155	0.0439019	0.410949	0.298404	109.093
lcl|KZ248561.1_cds_OWR42912.1_2387	6.68122	3.30854	5.34429	4.57485	2.2188
lcl|KZ248561.1_cds_OWR51549.1_2388	4.44935	1.85222	3.52133	2.63558	0.991889
lcl|KZ248561.1_cds_OWR51550.1_2389	29.4261	16.5911	26.3512	16.8921	17.4296
lcl|KZ248561.1_cds_OWR51551.1_2390	8.0598	2.53141	17.3582	11.0577	6.64254
lcl|KZ248561.1_cds_OWR51552.1_2391	7.30071	2.30768	18.1256	15.0488	7.30436
lcl|KZ248561.1_cds_OWR51553.1_2392	2.28282	0.989815	3.35813	3.97079	4.13387
lcl|KZ248561.1_cds_OWR51554.1_2393	11.2425	2.94188	9.20898	6.2134	3.11987
lcl|KZ248561.1_cds_OWR51555.1_2394	3.57829	1.32986	2.412	2.48317	2.06737
lcl|KZ248561.1_cds_OWR51556.1_2395	0.0	0.0	0.0	0.0	0.0
lcl|KZ248561.1_cds_OWR49159.1_2396	10.5096	10.8748	16.885	15.4983	13.9321
lcl|KZ248561.1_cds_OWR47130.1_2397	0.0468281	0.0387218	0.0235388	0.0743925	0.195775
lcl|KZ248561.1_cds_OWR42910.1_2398	12.3258	30.6721	50.4258	180.575	904.156
lcl|KZ248561.1_cds_OWR42911.1_2399	0.0	0.17999	0.0376353	3.80449	1.714
lcl|KZ248561.1_cds_OWR46422.1_2400	0.0406869	0.0589338	0.0	0.56229	0.596467
lcl|KZ248561.1_cds_OWR45127.1_2401	2.3095	1.6393	0.487358	7.49686	1.747
lcl|KZ248561.1_cds_OWR45128.1_2402	121.91	119.096	21.9555	101.055	22.6371
lcl|KZ248561.1_cds_OWR45129.1_2403	16.2061	6.82671	10.167	8.53547	6.19005
lcl|KZ248561.1_cds_OWR45130.1_2404	17.7202	8.68568	31.1692	15.7898	21.6209
lcl|KZ248561.1_cds_OWR45131.1_2405	3.21158	0.864085	3.51077	2.27009	1.438
lcl|KZ248561.1_cds_OWR45132.1_2406	352.529	223.64	47.3633	101.995	53.6005
lcl|KZ248561.1_cds_OWR45133.1_2407	3.61198	0.31692	5.8357	1.82056	0.87224
lcl|KZ248561.1_cds_OWR47507.1_2408	0.0497769	0.116129	0.119796	0.905072	1.5091
lcl|KZ248561.1_cds_OWR47508.1_2409	10.2186	5.58091	8.45438	6.44879	3.43368
lcl|KZ248561.1_cds_OWR47509.1_2410	72.0015	32.819	83.2967	61.076	76.7114
lcl|KZ248561.1_cds_OWR47510.1_2411	0.0	0.251412	0.304473	1.41215	2.99729
lcl|KZ248561.1_cds_OWR47511.1_2412	0.0342221	0.226383	0.359335	3.11668	4.15273
lcl|KZ248561.1_cds_OWR47512.1_2413	105.378	85.0286	50.7482	63.4816	52.799
lcl|KZ248561.1_cds_OWR47513.1_2414	942.563	1294.2	548.24	77.1639	288.036
lcl|KZ248561.1_cds_OWR47514.1_2415	57.3583	55.345	25.0277	19.1868	37.0192
lcl|KZ248561.1_cds_OWR47515.1_2416	4.04958	5.74204	6.12113	16.5082	19.4201
lcl|KZ248561.1_cds_OWR47516.1_2417	8.64232	4.19911	10.8157	7.82994	5.47163
lcl|KZ248561.1_cds_OWR46923.1_2418	31.303	31.4975	5.0548	9.14638	2.17889
lcl|KZ248561.1_cds_OWR46924.1_2419	6.22296	2.89159	4.23857	4.8086	2.51818
lcl|KZ248561.1_cds_OWR46925.1_2420	4.5558	2.31822	4.36979	4.36185	5.14185
lcl|KZ248562.1_cds_OWR41840.1_2421	0.0	0.0	0.0	0.0	0.0
lcl|KZ248562.1_cds_OWR41841.1_2422	0.525023	31.7851	0.229592	1.34623	1.65734
lcl|KZ248562.1_cds_OWR41842.1_2423	6.62824	15.875	0.111681	0.0	0.053737
lcl|KZ248562.1_cds_OWR41843.1_2424	9.98882	2.01108	0.0	0.811071	9.49237
lcl|KZ248562.1_cds_OWR48767.1_2425	13.3941	3.85663	0.16388	0.733967	15.6998
lcl|KZ248562.1_cds_OWR48768.1_2426	0.0	0.0474224	0.398013	0.197041	0.0477126
lcl|KZ248562.1_cds_OWR48769.1_2427	0.110913	0.125301	10.8285	1.17939	1.96535
lcl|KZ248562.1_cds_OWR55279.1_2428	0.458843	0.0755919	0.856117	1.62982	15.6841
lcl|KZ248562.1_cds_OWR55280.1_2429	1.823	0.576197	2.77276	1.04876	0.774648
lcl|KZ248562.1_cds_OWR55281.1_2430	1.40392	0.565328	2.67913	0.886236	0.499832
lcl|KZ248562.1_cds_OWR55282.1_2431	0.0	0.0	0.0	0.0	0.0
lcl|KZ248562.1_cds_OWR55152.1_2432	0.0	0.0	0.0	0.0	0.0
lcl|KZ248562.1_cds_OWR53474.1_2433	12.7133	5.2352	10.7428	7.01986	4.92901
lcl|KZ248562.1_cds_OWR53475.1_2434	1.36126	0.338481	1.82376	0.528116	0.284162
lcl|KZ248562.1_cds_OWR53476.1_2435	11.0135	14.3539	26.6982	21.463	37.0661
lcl|KZ248562.1_cds_OWR53477.1_2436	2.91579	0.99231	2.78223	2.03002	1.53624
lcl|KZ248562.1_cds_OWR53478.1_2437	6.0467	2.01473	6.6205	3.23095	3.39279
lcl|KZ248562.1_cds_OWR44718.1_2438	0.0	0.0	0.0	0.0	0.0
lcl|KZ248562.1_cds_OWR44719.1_2439	3.69405	0.0	6.51134	0.0	0.0
lcl|KZ248562.1_cds_OWR44720.1_2440	10.8359	1.5233	19.951	0.61868	0.0
lcl|KZ248562.1_cds_OWR44721.1_2441	29.8136	10.3354	19.9185	18.5404	7.38822
lcl|KZ248562.1_cds_OWR44722.1_2442	35.8226	18.5571	26.5133	17.9874	10.8391
lcl|KZ248562.1_cds_OWR44723.1_2443	0.170307	0.109047	0.249642	1.0824	1.39066
lcl|KZ248562.1_cds_OWR44724.1_2444	20.0468	25.7448	7.67969	7.48984	6.04111
lcl|KZ248562.1_cds_OWR44725.1_2445	282.644	3933.99	1070.68	53.6109	258.806
lcl|KZ248562.1_cds_OWR44726.1_2446	0.919781	0.134093	0.656529	0.702077	0.499364
lcl|KZ248562.1_cds_OWR50657.1_2447	0.626278	0.0856136	1.17158	0.527372	0.568363
lcl|KZ248562.1_cds_OWR50658.1_2448	3.99473	1.30046	0.328807	0.357242	4.27883
lcl|KZ248562.1_cds_OWR50659.1_2449	1.80283	2.57958	1.00068	34.3338	269.743
lcl|KZ248562.1_cds_OWR45788.1_2450	29.9886	48.1697	13.425	30.305	9.7573
lcl|KZ248562.1_cds_OWR45789.1_2451	1.31604	6.32827	9.32778	0.101801	0.57619
lcl|KZ248562.1_cds_OWR43646.1_2452	18.2961	17.6129	14.3827	14.0039	15.2842
lcl|KZ248562.1_cds_OWR43647.1_2453	60.2491	50.6006	7.17065	7.20077	34.7488
lcl|KZ248562.1_cds_OWR46041.1_2454	12.1381	3.94439	27.593	12.7831	14.2287
lcl|KZ248562.1_cds_OWR45436.1_2455	16.6921	7.24491	35.9829	15.4804	21.607
lcl|KZ248562.1_cds_OWR45437.1_2456	0.328446	0.274535	0.41581	0.48147	0.393838
lcl|KZ248562.1_cds_OWR49570.1_2457	0.928596	0.597735	1.14828	0.38943	0.305908
lcl|KZ248562.1_cds_OWR49571.1_2458	0.0147327	0.113706	0.234634	0.187435	0.167083
lcl|KZ248562.1_cds_OWR49572.1_2459	0.0	0.19705	0.778602	1.43543	2.47528
lcl|KZ248562.1_cds_OWR50178.1_2460	8.75306	5.09903	4.87038	14.9204	11.369
lcl|KZ248562.1_cds_OWR50179.1_2461	12.6559	7.60856	19.5938	12.4576	8.1797
lcl|KZ248562.1_cds_OWR50180.1_2462	26.2378	69.4832	4.90738	7.80282	7.79933
lcl|KZ248562.1_cds_OWR55619.1_2463	27.2936	0.0670704	0.0333918	0.0	0.0711656
lcl|KZ248562.1_cds_OWR41275.1_2464	36.4771	0.250363	0.227325	0.0	0.0
lcl|KZ248562.1_cds_OWR41276.1_2465	17.2319	16.5895	0.0836386	0.0261919	0.0860827
lcl|KZ248562.1_cds_OWR41277.1_2466	34.3032	13.5636	56.7899	25.8545	18.9754
lcl|KZ248562.1_cds_OWR41278.1_2467	516.586	144.904	352.425	197.886	109.76
lcl|KZ248562.1_cds_OWR41279.1_2468	465.329	139.626	264.859	152.257	86.3726
lcl|KZ248562.1_cds_OWR41280.1_2469	12.5043	8.91451	12.0703	12.6789	9.31075
lcl|KZ248562.1_cds_OWR41281.1_2470	2.0435	1.2088	3.25954	1.94465	0.955796
lcl|KZ248562.1_cds_OWR41282.1_2471	11.1503	4.69898	4.90706	12.2686	2.4933
lcl|KZ248562.1_cds_OWR41283.1_2472	2.47348	1.13631	2.33097	1.74049	1.22854
lcl|KZ248562.1_cds_OWR41284.1_2473	2.7888	0.986651	2.83162	1.56496	1.20922
lcl|KZ248562.1_cds_OWR41285.1_2474	2.88472	8.64407	10.6114	0.776164	4.22997
lcl|KZ248562.1_cds_OWR41286.1_2475	0.0	0.0	0.0	0.0	0.0
lcl|KZ248562.1_cds_OWR41175.1_2476	0.0	0.0	0.0	0.0	0.0
lcl|KZ248562.1_cds_OWR41176.1_2477	0.0	0.0	0.0	0.0	0.0
lcl|KZ248562.1_cds_OWR47415.1_2478	292.181	146.68	66.9232	71.9443	29.8629
lcl|KZ248562.1_cds_OWR47416.1_2479	14.402	5.39632	18.0266	9.3978	8.10636
lcl|KZ248562.1_cds_OWR47417.1_2480	1.50401	1.24976	15.6992	73.6371	383.53
lcl|KZ248562.1_cds_OWR52918.1_2481	0.535458	1.61149	512.14	327.332	1513.27
lcl|KZ248562.1_cds_OWR52919.1_2482	0.0	0.0	0.0956987	1.72015	0.15076
lcl|KZ248562.1_cds_OWR52920.1_2483	4.73094	1.31022	56.7427	90.3297	167.788
lcl|KZ248562.1_cds_OWR46010.1_2484	0.0	1.41024	0.380961	26.0579	26.7645
lcl|KZ248562.1_cds_OWR46011.1_2485	14.6302	5.16756	14.8383	16.5096	3.81849
lcl|KZ248562.1_cds_OWR46012.1_2486	7.93828	3.11799	8.39275	8.9777	4.1368
lcl|KZ248562.1_cds_OWR46013.1_2487	44.7752	13.2725	44.551	44.787	19.9492
lcl|KZ248562.1_cds_OWR46014.1_2488	67.9791	29.5298	45.4699	34.1786	24.8651
lcl|KZ248562.1_cds_OWR46015.1_2489	24.8648	13.2999	38.8509	15.7569	12.0919
lcl|KZ248562.1_cds_OWR46016.1_2490	51.1588	32.5839	58.1314	52.862	59.9792
lcl|KZ248562.1_cds_OWR46017.1_2491	39.7745	10.8746	8.88764	70.2385	46.3409
lcl|KZ248562.1_cds_OWR46018.1_2492	0.448517	1.24513	2.16885	5.72923	9.24224
lcl|KZ248562.1_cds_OWR46019.1_2493	1.1776	0.265436	2.11934	1.26408	1.20055
lcl|KZ248562.1_cds_OWR42790.1_2494	0.0	0.0	1.7247	2.20976	0.856109
lcl|KZ248562.1_cds_OWR47749.1_2495	389.581	620.855	379.525	290.008	629.634
lcl|KZ248562.1_cds_OWR47750.1_2496	20.0792	9.93843	15.4763	13.0236	6.32738
lcl|KZ248562.1_cds_OWR47751.1_2497	14.0665	2.63354	6.98293	2.28004	0.78113
lcl|KZ248562.1_cds_OWR47752.1_2498	7071.25	6048.0	5291.64	4158.22	3020.58
lcl|KZ248562.1_cds_OWR47753.1_2499	34.547	17.0608	57.3696	28.1023	28.1977
lcl|KZ248562.1_cds_OWR47754.1_2500	26.6786	13.4791	20.4607	11.6367	7.49042
lcl|KZ248562.1_cds_OWR47755.1_2501	32.5911	15.0671	27.133	9.67135	5.48745
lcl|KZ248562.1_cds_OWR47756.1_2502	8.76091	3.11752	12.1246	4.89526	2.51151
lcl|KZ248562.1_cds_OWR47757.1_2503	0.0	0.233153	0.460633	2.04351	2.1761
lcl|KZ248562.1_cds_OWR47758.1_2504	2.31072	0.580863	1.7639	1.44204	2.14777
lcl|KZ248562.1_cds_OWR47759.1_2505	0.0	0.0	0.0	0.0	0.0
lcl|KZ248562.1_cds_OWR47760.1_2506	7.88821	3.40413	1.45064	1.19161	1.12343
lcl|KZ248562.1_cds_OWR47761.1_2507	0.0	0.0	0.0	0.0	0.0
lcl|KZ248562.1_cds_OWR47762.1_2508	0.0	0.16133	0.0	0.5852	0.976436
lcl|KZ248562.1_cds_OWR47763.1_2509	19.3021	8.31958	17.996	18.0458	7.8272
lcl|KZ248562.1_cds_OWR47764.1_2510	10.243	4.07355	11.4602	9.82026	3.45366
lcl|KZ248562.1_cds_OWR47765.1_2511	16.4508	7.2667	10.8137	6.43159	3.31639
lcl|KZ248562.1_cds_OWR47766.1_2512	37.5161	24.3828	41.1174	19.7772	49.2269
lcl|KZ248562.1_cds_OWR47767.1_2513	7.79617	4.49772	5.92617	3.56288	7.37013
lcl|KZ248562.1_cds_OWR47768.1_2514	90.553	61.7615	110.784	37.5177	103.245
lcl|KZ248562.1_cds_OWR47769.1_2515	1.46445	1.24837	2.00062	0.58286	0.613211
lcl|KZ248562.1_cds_OWR47770.1_2516	13.7333	9.46758	14.8849	14.4565	10.9787
lcl|KZ248562.1_cds_OWR47771.1_2517	84.5439	27.1399	31.556	35.2488	14.552
lcl|KZ248562.1_cds_OWR47772.1_2518	0.0	0.0	0.0	0.0	0.168269
lcl|KZ248562.1_cds_OWR47773.1_2519	0.0	0.0	0.0	0.161569	0.0
lcl|KZ248562.1_cds_OWR47774.1_2520	0.161276	0.0378726	1.76435	1.31966	1.79482
lcl|KZ248562.1_cds_OWR47775.1_2521	0.0	0.0	0.649664	0.598849	0.0
lcl|KZ248562.1_cds_OWR47776.1_2522	0.0	0.0	0.385217	0.388647	0.47549
lcl|KZ248562.1_cds_OWR47777.1_2523	0.0	0.0	3.05249	1.39596	1.40104
lcl|KZ248562.1_cds_OWR47778.1_2524	1.26332	0.823567	18.6789	14.3986	11.5463
lcl|KZ248562.1_cds_OWR47779.1_2525	5.10264	5.88375	1.33453	3.17518	6.96776
lcl|KZ248563.1_cds_OWR54770.1_2526	0.0	0.0	0.0	0.0	0.0
lcl|KZ248563.1_cds_OWR45776.1_2527	0.558509	1.2171	0.445644	1.45089	0.225275
lcl|KZ248563.1_cds_OWR54729.1_2528	53.7754	35.852	13.849	34.5983	17.9175
lcl|KZ248563.1_cds_OWR54730.1_2529	0.0283434	0.0303276	0.221235	0.834682	1.11471
lcl|KZ248563.1_cds_OWR54731.1_2530	44.9634	15.1477	42.7427	35.8381	19.1721
lcl|KZ248563.1_cds_OWR54732.1_2531	21.1084	6.89552	10.1557	19.4205	7.99803
lcl|KZ248563.1_cds_OWR54733.1_2532	13.6705	7.85378	12.5517	25.1493	22.6792
lcl|KZ248563.1_cds_OWR54691.1_2533	0.487533	1.76024	0.253686	0.528625	1.2509
lcl|KZ248563.1_cds_OWR54692.1_2534	27.4505	97.3722	13.37	10.7611	194.488
lcl|KZ248563.1_cds_OWR54693.1_2535	0.269129	0.482528	1.38534	0.433319	0.0
lcl|KZ248563.1_cds_OWR54694.1_2536	0.0	0.0	0.793088	0.0	0.0
lcl|KZ248563.1_cds_OWR54695.1_2537	34.4685	8.23083	60.404	18.3067	4.56223
lcl|KZ248563.1_cds_OWR54696.1_2538	10.4641	1.67443	10.5676	4.75232	1.49237
lcl|KZ248563.1_cds_OWR54697.1_2539	232.87	103.603	117.42	59.2397	47.4694
lcl|KZ248563.1_cds_OWR54698.1_2540	69.8036	96.1765	326.243	153.499	59.1819
