"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49"
"mtstpAiu146",295717.399780949,-523048.855041529,-39220.9264956984,-19497.6143960918,-13524.3884773076,-5610.53957509689,-19488.170009998,-7665.50812036279,-260.049799437104,2657.92288012756,-10870.7609109264,-1921.92275301659,-339.313556335566,2759.34950004973,-897.351616024227,1929.53411438465,3823.75186440732,13727.7550157674,5177.67323771838,6796.12430521796,-351.050840340984,-837.601886715199,-232.97968613057,318.141726701531,-8158.35277958817,6059.6983331562,-1511.01803852133,1281.13263346789,-15129.9527266003,-1314.40744662405,195.728425872743,-1932.70406806646,-140.689443258893,4832.8665811725,260.545566948094,39.7844657986689,82.7682851981599,-40.4099159417756,-75.30690257777,-13.7154613552166,158.630785313431,-75.5780485201027,-4.3383279540858,-39.5942242546018,-2194.79703206437,23.587743139861,12.4100979968824,12.3039605420554,-9.27684595808387e-11
"mtstp3cu3",-299236.606545471,85678.7702444306,-64330.8495534219,39444.1667078315,-103556.473853038,-5159.49799059418,-3391.51431162427,8041.13626409775,-17232.3110273983,9707.58680875784,7516.1863202672,-7728.29088618364,-1741.60141999498,2471.17440588138,-1112.99199971317,403.215217510077,-244.668954440089,-184.298756297754,476.739628061391,187.904044526739,137.07520481961,3.2233395088212,-1889.05841366163,-37.9964580237718,389.735486675828,168.822317351278,-17.030722198142,103.475879959919,-81.862075118985,338.131251680135,-221.548498915108,-444.327254045046,6275.7014359043,189.836606882152,130.821304120378,-5750.71374520016,540.529021994289,-99.255138363503,689.90821463211,-2090.17558594755,201.515871672304,1213.29855757176,437.579887651608,-51.527418864596,-133.00967593715,-3190.79417037081,-5942.40748617636,32.8606319857547,1.00044417195022e-11
"mtstpAcu69",141934.426045597,-421354.717094298,-9264.85418117619,86847.2256005188,34495.2348707593,9937.87830033541,23203.5800606612,3140.94562460029,-13522.60273864,-5115.8643817547,-4781.45677459581,-6308.58732884257,5171.93160316778,-3265.13892880618,-2012.26757665974,3880.36339652913,254.250233419659,-17001.7893538435,-6327.31588495129,-8308.74106014097,499.281257365508,775.891538298582,210.246000028885,574.691657750926,2576.9484684047,-2116.81925598681,-185.198882769543,-371.004123943074,1798.87418517945,296.741305294907,1058.47324292307,-4070.02585246455,-631.285723903631,14082.6793238069,-97.2101293915548,59.8540414992312,27.7119572603949,12.6594189757591,-34.9946915001641,-69.5763798868557,79.0114477806351,-55.3127609857617,-8.07867971223027,7.10428376660818,557.782975669095,10.6956227745052,0.339237580905944,5.80462764879329,-1.14596332423389e-10
"mtstpAcu68",-97780.0467961944,-197905.241137625,16539.7498807956,125279.818555987,45084.1721847725,12516.1981077101,48761.2397539924,11487.4774961422,11374.263437034,-7886.57284249686,35286.5528206423,14601.4265963367,4768.73050271083,3772.79017301648,136.473992835025,7706.10920536838,7385.82631490279,13886.2768399505,6191.79621514118,7978.57480084227,-744.385569590822,-828.47426583043,137.078478855388,-1832.95102295883,11467.1328429369,-7174.34900506892,-1863.12863091994,-152.129258887048,-3621.28755025575,-1071.57768753166,-5.7074670528761,67.2424455583604,-277.145010741224,403.851343233847,31.0616848029495,-27.1101489294369,41.7070909704877,8.19462093298776,-15.0780749048011,54.668034203311,59.4918684656556,-9.8750757149967,-21.7875974397364,4.61384704991008,107.687051891016,-57.2424781098595,-0.393197376211361,-5.03500745903614,-6.28688212600537e-11
"mtstp3iu81",-321392.635871464,87412.1809041341,-56540.2539394737,52720.0285380008,-87804.6611884192,-3680.11275879398,92.2132464097972,226.967430907205,-4476.78937847473,158.800046510086,-4018.20808723787,5614.13346155615,207.989504220099,1097.77162772796,-90.2301000217878,79.5663118185219,-690.611860666777,-287.014773887006,16.8495438922755,168.8973963019,761.938588458079,-192.938513152171,717.167344245079,498.978205343941,-518.090038889446,-328.30324461036,-196.679484583235,20.440024036654,186.236109829169,-559.825403831235,486.33392079641,646.03591906826,-10299.4455523094,-289.70188399103,-1.15418577789023,-559.928227815977,558.073536850348,68.8022271970225,451.479536170336,1147.87525769616,-156.774036624772,-613.506531116261,3003.30524909574,-3669.00759117434,101.621007860773,5463.73075699939,-3160.71101108239,470.725062848502,6.59383658785373e-12
"mtstpEiu117",498201.557871676,290950.402604817,2630.8892534735,93691.6384299148,40407.7811409062,-21888.456299825,-35605.2835755419,6126.92153238979,1463.47803702952,2381.14675450037,2575.06630036421,-190.061218512105,17224.1026352796,5303.18745947679,7208.68728479547,-2027.97169162103,-141.627270474956,-1279.40304717586,336.960534113909,907.320885948545,-38.4784174109636,14540.1417027357,-1179.12414239243,-8838.32960901767,-1370.81524887935,-855.992847950993,-611.264746953128,-148.024133738276,-85.8577100984112,189.699387511017,345.916226704072,14.7014647948979,-224.935500718286,-22.3308674314384,-160.931308078994,112.588494053566,-199.390595637825,-8846.38189701157,710.092714471241,312.082279967298,-895.959130587793,281.625348656133,-23.6810126634723,-12.2144829868778,57.7190834779493,-9.13690091741853,-10.6338946744067,-17.0737529440686,4.4110493035987e-11
"mtstpLcu49",-226716.459676981,31098.1011445821,184665.456736158,-2769.49390286249,13509.0457745223,3870.56763453273,1950.5880536677,-25510.1563631926,-2420.12391862221,9620.97462930978,1410.38502975248,3036.38290747826,-5732.13595063969,7755.9650646095,-1193.3861896916,-8165.19334335575,11621.3013164428,-2881.76564867524,-7177.51158704595,3355.07689872169,-1613.88695262953,145.0064869704,53.8914311838985,-1614.47157981546,3230.00299403499,2982.0803962732,1777.12278898896,868.267108399676,-2497.99570549697,17190.9569347914,-1157.38902142484,760.516893395051,-1010.8422078324,50.4829994902331,115.624383743241,-145.508492481046,4.4958427156057,1.74620978067355,96.7360822102911,82.2767652085485,12.833011438484,-12.6939011012293,-32.8841605159146,15.7453795286528,-27.0151695249564,-40.8238184793559,43.7350738185595,19.7344630831327,6.3664629124105e-12
"mtstpAcu67",499375.307520516,-565596.88386833,-62575.9296946846,-187482.74363604,-88123.2607634152,-23329.2608709018,-51645.5778271361,-6674.38331592729,33017.742092765,6595.47669988079,32894.7169336204,19617.7820079215,-1991.35165779296,2764.56672249598,80.8387074421178,7386.888080438,4524.77299502535,-7991.18823452971,-3860.5451301961,-8799.78033885167,925.931554809084,535.118060210407,584.132983264908,1960.00974517757,374.309020089257,-975.217574544073,-120.289545366475,-151.507777780873,1658.92073485334,192.425795254203,189.321805480414,-1222.38086136669,-280.013258899489,-901.647520429046,-94.3037563937687,-59.0745580627408,-99.819191274627,77.0401269709168,108.643840114565,30.0385293897156,-107.07448884455,66.8092155115568,19.8006724704937,18.819693858073,418.721172199145,7.05388846220092,-11.2151436716027,-6.50848257701887,-7.09405867382884e-11
"mtstpEiu114",812623.644688812,288133.02439181,-14396.7594484604,-70808.5278724423,-42653.9284541054,27571.7798674111,36002.7132489139,-5826.40355484408,-2996.9216256174,-603.50055634865,-3705.23555536498,2493.06536374749,-24316.73768277,-6830.04193817521,1851.4211212898,9449.71659551877,-381.195149428541,-1273.15340795995,-216.042340648313,2031.80150801413,548.499222611725,4364.18662838404,-645.051562199233,-6156.92972395505,-714.938055499708,-311.977783253671,3.77533494875024,-32.0854399393575,-65.0765156838319,-117.410867661245,-711.496958195015,8.41084148577465,-25.787287231913,-91.4762258078606,38.8460389237734,68.6150713047118,147.97079962414,-1479.24763401434,-242.344717957962,-1689.47959999182,6666.58748344299,-4081.69327866337,351.471066645171,173.735963294036,166.360606084199,49.9834939067622,-34.1058413861196,-21.480825414327,6.45741238258779e-11
"mtstpLcu56",-194884.44204145,36267.8109350804,200173.548080771,-29528.5859714382,9197.74653850608,2588.21209172001,-4862.35980620571,-33373.9876194133,-11337.2096237479,4132.59973627097,7609.94642179378,793.191996377666,-1536.84191308565,3035.04714197369,-965.681324810536,-4769.6655549323,5094.77880398704,-6101.47608117444,-7063.37691541898,10073.6158720107,-9666.57293312806,1032.66535071836,241.691950338193,191.330105615811,884.512787003405,1195.44911508966,5052.56920228385,1569.78460035617,658.116880574877,-8889.37277217993,755.297324766885,278.915902935282,299.256408897919,256.179438673541,9907.98674658252,396.234457838003,-446.211247586231,-63.966558998105,154.632768457438,-4.87308532361612,-100.163363940743,103.885219358596,118.748916979019,-11.6412530676719,30.1406921831957,60.3133871663136,-55.1604019533069,-24.8539653313728,1.77351466845721e-11
"mtstpAiu145",276147.708486135,-520137.462675779,-31667.1358272065,-7226.20856075808,-6667.88373700777,-2252.30294215709,-14138.8723449334,-6273.95461813555,-3801.23137913945,2520.77888005206,-15224.893485786,-6085.66014160267,1955.64461547458,547.916287865039,-1559.86742667223,4298.38662398843,5486.23352839262,7101.89537712174,5422.02607095948,6050.14974867198,-739.288340648785,-718.628291978762,-295.847970378177,-743.567948945812,1257.62395116108,-1577.27325988857,1368.85992668146,-755.128406560191,9772.39940458861,593.103497985012,-282.866306112782,13981.7084096319,877.73640298129,2887.41513462526,-549.769947599925,45.8467859007228,-12.0891055911829,-71.8591262552359,-69.5948438616164,13.7399579271541,41.7613679899686,-56.9516575386275,40.486102525635,-25.750597678934,-2496.06259926829,33.1880581542041,-10.486414298517,-4.34481640544124,-8.77662387210876e-11
"mtstp3cu4",-301907.558658043,84936.9079914536,-64402.4865857693,40375.9271086453,-102544.053237591,-5315.93840925283,-3168.17617955523,7414.59697018858,-16183.4159205028,7351.02230169224,6642.46540338581,-6520.30991303462,-1768.55662256619,2672.24900258464,-976.424386811738,351.615973045931,-139.553196937347,-66.701774208323,291.492965992144,257.637724816423,233.733119766641,10.7233005616578,-2161.17240527242,141.612634146901,-70.7954175042892,-442.937511391899,-288.374424509521,635.908603311126,-16.0469703870061,326.161833171948,-206.357056897177,-329.115385484647,6320.02277106784,219.866897551597,409.520323880482,-7091.09500117546,1280.45726722038,-28.8111225030911,1398.40360434912,-66.8087029901489,-237.966516472434,-426.199978717706,553.699883581563,-949.803026038168,101.203988481818,3401.03915777509,5381.80732625537,-780.393884114068,3.5242919693701e-12
